ANO,CODMUNRES,SUICIDES
2015,350780,1
2015,350800,2
2015,350810,1
2015,350820,2
2015,350840,3
2015,350850,5
2015,350860,1
2015,350880,3
2015,350900,3
2015,350910,1
2015,350920,1
2015,350940,2
2015,350945,1
2015,350950,64
2015,350960,7
2015,350970,1
2015,351000,2
2015,351020,7
2015,351030,2
2015,351040,1
2015,351050,7
2015,351060,16
2015,351080,3
2015,351090,1
2015,351110,6
2015,351120,2
2015,351140,1
2015,351150,4
2015,351170,1
2015,351200,2
2015,351220,1
2015,351240,1
2015,351260,1
2015,351280,4
2015,351300,15
2015,351310,2
2015,351320,1
2015,351340,7
2015,351350,1
2015,351360,3
2015,351370,3
2015,351380,16
2015,351385,1
2015,351390,1
2015,351410,2
2015,351430,2
2015,351440,2
2015,351490,1
2015,351500,5
2015,351510,2
2015,351515,2
2015,351518,3
2015,351540,2
2015,351550,4
2015,351560,3
2015,351570,10
2015,351600,1
2015,351620,20
2015,351630,13
2015,351640,9
2015,351670,6
2015,351690,1
2015,351700,1
2015,351720,1
2015,351740,6
2015,351770,1
2015,351790,1
2015,351800,1
2015,351820,2
2015,351830,2
2015,351840,5
2015,351860,3
2015,351870,13
2015,351880,67
2015,351885,1
2015,351890,1
2015,351900,1
2015,351905,1
2015,351907,13
2015,351920,1
2015,351930,3
2015,351940,2
2015,351960,5
2015,351970,11
2015,352000,1
2015,352030,1
2015,352040,3
2015,352042,2
2015,352044,1
2015,352050,8
2015,352070,2
2015,352090,1
2015,352100,3
2015,352150,1
2015,352170,3
2015,352190,4
2015,352200,1
2015,352210,2
2015,352220,3
2015,352230,14
2015,352240,8
2015,352250,7
2015,352260,6
2015,352265,1
2015,352270,3
2015,352280,1
2015,352310,12
2015,352320,4
2015,352340,3
2015,352350,2
2015,352360,2
2015,352380,2
2015,352390,8
2015,352400,3
2015,352410,4
2015,352430,3
2015,352440,6
2015,352470,7
2015,352480,3
2015,352500,4
2015,352510,2
2015,352520,1
2015,352530,14
2015,352540,2
2015,352550,1
2015,352570,1
2015,352590,17
2015,352600,1
2015,352620,1
2015,352630,1
2015,352640,2
2015,352650,2
2015,352660,1
2015,352670,5
2015,352680,5
2015,352690,14
2015,352700,1
2015,352710,9
2015,352720,3
2015,352730,2
2015,352740,2
2015,352750,1
2015,352790,1
2015,352800,1
2015,352840,8
2015,352850,5
2015,352860,1
2015,352880,2
2015,352890,1
2015,352900,13
2015,352920,1
2015,352930,9
2015,352940,16
2015,352960,1
2015,352970,2
2015,352980,1
2015,352990,1
2015,353010,1
2015,353030,7
2015,353040,1
2015,353050,6
2015,353060,23
2015,353070,12
2015,353080,10
2015,353090,1
2015,353100,1
2015,353110,6
2015,353120,1
2015,353130,3
2015,353150,1
2015,353170,1
2015,353180,3
2015,353200,1
2015,353215,1
2015,353220,1
2015,353230,1
2015,353280,1
2015,353284,1
2015,353286,1
2015,353300,1
2015,353340,2
2015,353350,3
2015,353380,1
2015,353390,3
2015,353430,2
2015,353440,27
2015,353460,3
2015,353470,6
2015,353490,1
2015,353500,1
2015,353520,1
2015,353530,2
2015,353540,1
2015,353550,1
2015,353560,1
2015,353600,1
2015,353610,1
2015,353625,1
2015,353630,1
2015,353640,1
2015,353650,3
2015,353660,1
2015,353670,2
2015,353710,5
2015,353715,2
2015,353730,4
2015,353740,1
2015,353750,1
2015,353760,2
2015,353780,2
2015,353790,2
2015,353800,2
2015,353810,1
2015,353820,1
2015,353860,1
2015,353870,20
2015,353880,5
2015,353890,3
2015,353920,2
2015,353930,4
2015,353950,4
2015,353980,6
2015,353990,1
2015,354000,3
2015,354020,6
2015,354025,1
2015,354060,2
2015,354070,4
2015,354075,2
2015,354080,4
2015,354085,1
2015,354090,1
2015,354100,7
2015,354120,1
2015,354130,2
2015,354140,14
2015,354150,2
2015,354180,1
2015,354210,1
2015,354220,2
2015,354260,3
2015,354330,3
2015,354340,41
2015,354360,1
2015,354370,3
2015,354390,12
2015,354425,1
2015,354490,1
2015,354520,4
2015,354530,2
2015,354540,3
2015,354580,12
2015,354630,1
2015,354650,3
2015,354660,4
2015,354670,1
2015,354680,7
2015,354690,1
2015,354700,1
2015,354720,1
2015,354730,4
2015,354740,1
2015,354760,1
2015,354780,25
2015,354790,2
2015,354800,1
2015,354820,1
2015,354830,1
2015,354850,32
2015,354870,27
2015,354880,11
2015,354890,9
2015,354900,1
2015,354910,10
2015,354970,5
2015,354980,24
2015,354990,21
2015,354995,1
2015,355010,3
2015,355020,1
2015,355030,528
2015,355040,4
2015,355060,2
2015,355070,1
2015,355090,1
2015,355100,16
2015,355120,2
2015,355140,2
2015,355150,3
2015,355170,7
2015,355190,3
2015,355200,1
2015,355210,3
2015,355220,38
2015,355240,23
2015,355250,18
2015,355260,1
2015,355270,1
2015,355280,11
2015,355300,2
2015,355330,1
2015,355350,2
2015,355370,9
2015,355380,1
2015,355395,2
2015,355400,8
2015,355410,13
2015,355420,1
2015,355450,6
2015,355460,3
2015,355480,2
2015,355490,1
2015,355500,2
2015,355510,2
2015,355530,1
2015,355540,4
2015,355560,2
2015,355600,2
2015,355610,2
2015,355620,8
2015,355630,1
2015,355640,3
2015,355645,2
2015,355650,2
2015,355670,3
2015,355680,2
2015,355700,7
2015,355710,2
2015,355730,2
2015,410000,1
2015,410010,2
2015,410040,8
2015,410050,1
2015,410060,3
2015,410110,1
2015,410130,1
2015,410140,5
2015,410150,11
2015,410160,1
2015,410170,2
2015,410180,4
2015,410190,2
2015,410200,3
2015,410210,3
2015,410230,2
2015,410240,2
2015,410250,3
2015,410260,2
2015,410280,1
2015,410290,3
2015,410300,1
2015,410304,2
2015,410305,2
2015,410330,1
2015,410335,1
2015,410345,2
2015,410370,2
2015,410390,2
2015,410395,1
2015,410400,1
2015,410420,5
2015,410425,1
2015,410430,8
2015,410442,1
2015,410445,2
2015,410450,2
2015,410460,1
2015,410465,2
2015,410470,5
2015,410480,25
2015,410490,2
2015,410500,1
2015,410510,1
2015,410520,1
2015,410540,1
2015,410550,7
2015,410570,1
2015,410580,9
2015,410590,1
2015,410610,1
2015,410620,1
2015,410630,2
2015,410640,1
2015,410650,1
2015,410657,2
2015,410660,1
2015,410680,5
2015,410690,94
2015,410700,1
2015,410712,1
2015,410720,6
2015,410725,1
2015,410752,1
2015,410753,1
2015,410760,2
2015,410765,8
2015,410773,1
2015,410775,1
2015,410830,13
2015,410840,11
2015,410850,1
2015,410860,5
2015,410865,1
2015,410880,8
2015,410890,1
2015,410895,2
2015,410930,1
2015,410940,15
2015,410960,2
2015,410965,1
2015,410970,3
2015,410980,5
2015,411007,1
2015,411010,3
2015,411020,1
2015,411040,1
2015,411060,2
2015,411070,9
2015,411080,2
2015,411095,2
2015,411110,2
2015,411120,2
2015,411125,2
2015,411130,3
2015,411140,1
2015,411150,3
2015,411155,1
2015,411180,3
2015,411190,1
2015,411250,1
2015,411275,1
2015,411280,1
2015,411310,1
2015,411320,5
2015,411330,2
2015,411342,1
2015,411350,1
2015,411370,30
2015,411375,1
2015,411390,1
2015,411400,1
2015,411410,1
2015,411420,1
2015,411430,1
2015,411440,1
2015,411450,1
2015,411460,8
2015,411470,1
2015,411480,5
2015,411490,2
2015,411520,20
2015,411540,3
2015,411560,1
2015,411570,3
2015,411575,1
2015,411580,5
2015,411585,1
2015,411605,3
2015,411610,1
2015,411620,2
2015,411630,1
2015,411680,1
2015,411690,2
2015,411695,1
2015,411705,1
2015,411722,3
2015,411725,2
2015,411730,1
2015,411750,1
2015,411760,3
2015,411770,3
2015,411780,3
2015,411790,3
2015,411810,1
2015,411820,6
2015,411840,5
2015,411845,2
2015,411850,8
2015,411880,1
2015,411890,1
2015,411900,1
2015,411915,5
2015,411920,1
2015,411925,1
2015,411940,3
2015,411950,6
2015,411960,3
2015,411980,2
2015,411990,17
2015,411995,1
2015,412000,1
2015,412010,1
2015,412015,1
2015,412020,1
2015,412035,1
2015,412060,5
2015,412065,1
2015,412090,4
2015,412120,1
2015,412140,1
2015,412150,1
2015,412170,3
2015,412175,1
2015,412190,2
2015,412215,1
2015,412217,1
2015,412220,2
2015,412230,2
2015,412240,2
2015,412260,1
2015,412280,1
2015,412300,5
2015,412340,1
2015,412350,2
2015,412380,3
2015,412390,1
2015,412402,1
2015,412405,3
2015,412410,3
2015,412470,1
2015,412480,2
2015,412510,2
2015,412520,2
2015,412535,1
2015,412550,6
2015,412560,2
2015,412570,1
2015,412575,2
2015,412620,1
2015,412625,6
2015,412660,2
2015,412667,1
2015,412670,1
2015,412680,1
2015,412710,4
2015,412740,3
2015,412750,2
2015,412760,1
2015,412770,17
2015,412785,1
2015,412788,1
2015,412800,3
2015,412810,5
2015,412820,4
2015,412853,2
2015,412865,1
2015,412870,1
2015,420000,1
2015,420040,1
2015,420060,1
2015,420070,1
2015,420080,1
2015,420090,1
2015,420120,1
2015,420125,1
2015,420127,1
2015,420130,1
2015,420140,5
2015,420150,2
2015,420180,2
2015,420200,9
2015,420205,2
2015,420207,2
2015,420208,1
2015,420210,3
2015,420220,3
2015,420230,2
2015,420240,36
2015,420243,1
2015,420245,5
2015,420253,1
2015,420257,1
2015,420260,2
2015,420270,1
2015,420280,7
2015,420290,13
2015,420300,9
2015,420320,4
2015,420325,1
2015,420330,4
2015,420350,1
2015,420360,3
2015,420380,4
2015,420390,2
2015,420395,3
2015,420400,4
2015,420410,1
2015,420419,1
2015,420420,13
2015,420425,3
2015,420430,8
2015,420435,1
2015,420440,2
2015,420445,1
2015,420450,4
2015,420460,19
2015,420470,4
2015,420480,7
2015,420490,1
2015,420500,1
2015,420517,1
2015,420530,1
2015,420540,21
2015,420545,3
2015,420550,2
2015,420570,2
2015,420590,8
2015,420610,2
2015,420620,1
2015,420630,4
2015,420640,2
2015,420650,1
2015,420670,2
2015,420690,3
2015,420700,2
2015,420720,2
2015,420730,2
2015,420740,1
2015,420750,7
2015,420760,4
2015,420770,1
2015,420780,1
2015,420785,1
2015,420800,1
2015,420810,2
2015,420820,9
2015,420830,8
2015,420840,1
2015,420845,3
2015,420850,4
2015,420860,1
2015,420870,1
2015,420880,1
2015,420890,12
2015,420900,2
2015,420910,28
2015,420915,3
2015,420930,15
2015,420940,4
2015,420950,4
2015,420960,4
2015,420985,1
2015,420990,2
2015,421003,2
2015,421005,1
2015,421010,6
2015,421030,2
2015,421050,7
2015,421090,1
2015,421100,2
2015,421105,1
2015,421120,1
2015,421130,5
2015,421150,4
2015,421160,3
2015,421170,4
2015,421175,2
2015,421180,1
2015,421190,10
2015,421210,2
2015,421220,1
2015,421225,2
2015,421240,1
2015,421250,2
2015,421265,3
2015,421270,1
2015,421280,2
2015,421290,3
2015,421320,5
2015,421330,1
2015,421340,1
2015,421350,6
2015,421360,8
2015,421370,5
2015,421380,2
2015,421390,1
2015,421400,2
2015,421415,3
2015,421420,1
2015,421440,3
2015,421470,1
2015,421480,6
2015,421490,1
2015,421500,1
2015,421510,3
2015,421520,1
2015,421530,1
2015,421540,1
2015,421545,1
2015,421550,4
2015,421560,1
2015,421565,1
2015,421568,1
2015,421570,1
2015,421580,3
2015,421600,1
2015,421605,1
2015,421610,2
2015,421620,2
2015,421630,3
2015,421640,1
2015,421650,7
2015,421660,9
2015,421670,2
2015,421680,1
2015,421690,5
2015,421700,3
2015,421715,2
2015,421720,9
2015,421730,3
2015,421740,1
2015,421750,2
2015,421760,1
2015,421770,4
2015,421780,4
2015,421790,1
2015,421795,1
2015,421800,3
2015,421820,7
2015,421825,3
2015,421850,2
2015,421860,2
2015,421870,5
2015,421880,1
2015,421885,1
2015,421890,2
2015,421895,1
2015,421900,2
2015,421917,1
2015,421930,5
2015,421935,1
2015,421940,1
2015,421950,3
2015,421960,1
2015,421970,2
2015,421985,1
2015,422000,5
2015,430003,1
2015,430020,1
2015,430030,1
2015,430040,6
2015,430047,3
2015,430050,3
2015,430055,1
2015,430060,14
2015,430063,2
2015,430064,3
2015,430066,1
2015,430070,2
2015,430080,1
2015,430087,1
2015,430100,9
2015,430105,1
2015,430110,2
2015,430120,6
2015,430130,2
2015,430160,13
2015,430163,1
2015,430170,1
2015,430180,1
2015,430185,1
2015,430187,1
2015,430190,2
2015,430200,3
2015,430210,15
2015,430220,1
2015,430222,1
2015,430230,1
2015,430235,1
2015,430237,1
2015,430240,1
2015,430245,1
2015,430250,3
2015,430265,1
2015,430270,1
2015,430280,14
2015,430300,11
2015,430310,10
2015,430320,2
2015,430340,1
2015,430350,4
2015,430370,1
2015,430380,1
2015,430390,3
2015,430400,1
2015,430420,3
2015,430430,3
2015,430435,1
2015,430440,4
2015,430450,4
2015,430460,23
2015,430462,1
2015,430463,4
2015,430465,2
2015,430466,2
2015,430468,1
2015,430469,1
2015,430470,2
2015,430471,1
2015,430490,1
2015,430495,1
2015,430500,1
2015,430510,40
2015,430513,2
2015,430515,1
2015,430520,2
2015,430530,1
2015,430535,1
2015,430543,3
2015,430545,1
2015,430550,2
2015,430558,1
2015,430580,3
2015,430585,2
2015,430587,1
2015,430595,1
2015,430597,1
2015,430600,4
2015,430607,1
2015,430610,7
2015,430620,2
2015,430630,1
2015,430632,1
2015,430637,1
2015,430640,3
2015,430650,4
2015,430660,10
2015,430673,2
2015,430680,1
2015,430690,5
2015,430693,3
2015,430700,8
2015,430710,1
2015,430720,1
2015,430745,1
2015,430750,3
2015,430760,7
2015,430770,8
2015,430780,6
2015,430783,3
2015,430790,5
2015,430805,1
2015,430807,1
2015,430810,2
2015,430820,4
2015,430840,1
2015,430843,2
2015,430850,1
2015,430860,3
2015,430870,3
2015,430880,2
2015,430890,1
2015,430900,4
2015,430905,2
2015,430910,2
2015,430912,1
2015,430915,1
2015,430920,16
2015,430930,3
2015,430940,2
2015,430950,2
2015,430955,2
2015,430960,3
2015,430980,1
2015,430990,3
2015,431000,2
2015,431010,3
2015,431020,8
2015,431033,6
2015,431036,2
2015,431043,2
2015,431050,3
2015,431060,4
2015,431070,1
2015,431080,3
2015,431100,6
2015,431110,1
2015,431115,1
2015,431120,4
2015,431125,3
2015,431130,3
2015,431140,9
2015,431160,2
2015,431162,3
2015,431170,1
2015,431171,2
2015,431173,1
2015,431175,1
2015,431177,1
2015,431179,1
2015,431180,1
2015,431190,1
2015,431198,1
2015,431205,2
2015,431210,1
2015,431215,3
2015,431225,3
2015,431240,7
2015,431247,1
2015,431262,2
2015,431265,3
2015,431267,1
2015,431300,1
2015,431306,2
2015,431320,5
2015,431330,2
2015,431337,2
2015,431339,1
2015,431340,8
2015,431342,2
2015,431346,1
2015,431350,11
2015,431365,2
2015,431370,2
2015,431380,1
2015,431390,5
2015,431395,2
2015,431402,1
2015,431405,6
2015,431407,1
2015,431410,35
2015,431415,1
2015,431417,1
2015,431420,1
2015,431440,22
2015,431442,1
2015,431449,1
2015,431460,3
2015,431470,2
2015,431475,1
2015,431477,1
2015,431480,2
2015,431490,98
2015,431500,2
2015,431514,1
2015,431515,1
2015,431517,1
2015,431530,1
2015,431535,2
2015,431540,3
2015,431550,4
2015,431555,1
2015,431560,18
2015,431570,2
2015,431575,1
2015,431580,1
2015,431590,1
2015,431600,1
2015,431610,2
2015,431620,1
2015,431640,7
2015,431643,1
2015,431645,3
2015,431650,2
2015,431660,1
2015,431670,4
2015,431675,2
2015,431680,11
2015,431690,33
2015,431695,1
2015,431700,1
2015,431710,5
2015,431720,10
2015,431725,1
2015,431730,8
2015,431740,8
2015,431750,8
2015,431760,3
2015,431790,1
2015,431795,1
2015,431800,10
2015,431805,1
2015,431810,1
2015,431820,2
2015,431830,10
2015,431840,2
2015,431846,1
2015,431849,1
2015,431850,3
2015,431860,1
2015,431870,19
2015,431880,8
2015,431890,1
2015,431900,4
2015,431912,1
2015,431915,1
2015,431930,2
2015,431935,1
2015,431936,1
2015,431940,4
2015,431960,3
2015,431971,1
2015,431975,1
2015,431980,1
2015,431990,10
2015,432000,6
2015,432010,2
2015,432040,5
2015,432045,1
2015,432050,1
2015,432055,1
2015,432067,2
2015,432070,1
2015,432080,5
2015,432085,1
2015,432090,5
2015,432100,2
2015,432110,2
2015,432120,6
2015,432130,1
2015,432135,1
2015,432143,3
2015,432145,4
2015,432147,1
2015,432150,6
2015,432160,7
2015,432162,2
2015,432166,1
2015,432170,4
2015,432180,6
2015,432190,4
2015,432195,1
2015,432200,1
2015,432215,3
2015,432220,3
2015,432225,1
2015,432230,3
2015,432235,1
2015,432240,6
2015,432250,3
2015,432253,1
2015,432260,15
2015,432270,4
2015,432280,1
2015,432300,20
2015,432330,1
2015,432340,2
2015,432350,1
2015,432375,1
2015,500060,17
2015,500070,4
2015,500085,1
2015,500090,1
2015,500100,4
2015,500110,10
2015,500124,2
2015,500150,1
2015,500190,1
2015,500200,3
2015,500210,3
2015,500220,2
2015,500230,2
2015,500240,2
2015,500260,6
2015,500270,49
2015,500315,5
2015,500320,5
2015,500330,4
2015,500345,1
2015,500348,1
2015,500350,1
2015,500370,19
2015,500375,2
2015,500380,2
2015,500400,1
2015,500410,1
2015,500450,1
2015,500460,2
2015,500470,3
2015,500480,3
2015,500490,2
2015,500500,5
2015,500510,1
2015,500515,1
2015,500520,2
2015,500525,3
2015,500540,3
2015,500568,1
2015,500580,3
2015,500625,1
2015,500630,6
2015,500635,4
2015,500660,8
2015,500690,1
2015,500720,2
2015,500730,1
2015,500740,3
2015,500770,2
2015,500780,2
2015,500790,1
2015,500793,1
2015,500795,4
2015,500830,13
2015,500840,1
2015,510000,1
2015,510020,3
2015,510025,4
2015,510050,1
2015,510060,1
2015,510125,1
2015,510140,1
2015,510170,1
2015,510180,7
2015,510185,1
2015,510190,2
2015,510250,7
2015,510270,2
2015,510285,1
2015,510310,3
2015,510320,1
2015,510325,2
2015,510337,2
2015,510340,22
2015,510345,1
2015,510360,1
2015,510380,1
2015,510420,1
2015,510455,1
2015,510460,1
2015,510490,1
2015,510515,2
2015,510523,1
2015,510525,1
2015,510560,1
2015,510562,1
2015,510622,1
2015,510623,1
2015,510624,1
2015,510625,2
2015,510628,1
2015,510630,1
2015,510637,1
2015,510642,4
2015,510650,2
2015,510675,4
2015,510682,1
2015,510700,3
2015,510704,2
2015,510706,3
2015,510730,2
2015,510760,8
2015,510770,1
2015,510780,1
2015,510790,5
2015,510792,4
2015,510794,1
2015,510795,2
2015,510830,1
2015,510840,12
2015,510850,2
2015,510860,3
2015,520000,2
2015,520005,1
2015,520010,2
2015,520017,1
2015,520025,4
2015,520030,1
2015,520080,2
2015,520090,1
2015,520110,16
2015,520130,3
2015,520140,35
2015,520160,1
2015,520170,1
2015,520180,1
2015,520310,1
2015,520330,3
2015,520340,1
2015,520350,2
2015,520355,1
2015,520380,1
2015,520400,1
2015,520420,1
2015,520425,1
2015,520440,3
2015,520450,5
2015,520465,1
2015,520480,1
2015,520490,2
2015,520510,4
2015,520549,3
2015,520551,3
2015,520580,1
2015,520590,2
2015,520620,4
2015,520640,2
2015,520650,1
2015,520670,2
2015,520735,3
2015,520740,2
2015,520760,1
2015,520790,1
2015,520800,9
2015,520840,1
2015,520860,9
2015,520870,88
2015,520880,1
2015,520890,1
2015,520910,2
2015,520920,2
2015,520995,1
2015,521000,6
2015,521010,2
2015,521020,2
2015,521040,2
2015,521056,1
2015,521060,1
2015,521100,2
2015,521130,1
2015,521140,2
2015,521150,7
2015,521160,1
2015,521170,1
2015,521180,2
2015,521190,7
2015,521220,1
2015,521230,1
2015,521250,7
2015,521270,1
2015,521308,2
2015,521310,4
2015,521350,1
2015,521370,1
2015,521375,3
2015,521377,1
2015,521380,2
2015,521390,1
2015,521400,4
2015,521405,1
2015,521460,3
2015,521483,2
2015,521490,2
2015,521520,1
2015,521523,7
2015,521530,2
2015,521570,2
2015,521580,1
2015,521680,2
2015,521710,2
2015,521730,3
2015,521740,3
2015,521760,7
2015,521770,2
2015,521800,5
2015,521830,2
2015,521850,2
2015,521860,1
2015,521878,1
2015,521880,12
2015,521890,4
2015,521900,1
2015,521910,2
2015,521925,1
2015,521930,2
2015,521935,1
2015,521970,1
2015,521971,1
2015,521973,1
2015,521975,2
2015,522010,6
2015,522026,1
2015,522040,2
2015,522045,8
2015,522060,4
2015,522100,1
2015,522140,14
2015,522155,1
2015,522160,6
2015,522185,7
2015,522190,1
2015,522205,1
2015,530010,130
2016,110000,1
2016,110001,2
2016,110002,6
2016,110003,1
2016,110004,9
2016,110005,2
2016,110009,1
2016,110010,1
2016,110011,1
2016,110012,7
2016,110013,1
2016,110014,3
2016,110015,2
2016,110018,4
2016,110020,29
2016,110025,1
2016,110028,5
2016,110030,4
2016,110034,1
2016,110037,2
2016,110045,4
2016,110060,1
2016,110080,4
2016,110090,1
2016,110100,1
2016,110110,1
2016,110143,1
2016,110150,3
2016,110170,3
2016,110180,1
2016,120001,1
2016,120020,11
2016,120025,1
2016,120030,1
2016,120032,1
2016,120033,1
2016,120034,4
2016,120038,1
2016,120039,1
2016,120040,19
2016,120042,1
2016,120045,1
2016,120050,2
2016,120060,5
2016,120070,2
2016,120080,4
2016,130002,2
2016,130006,3
2016,130014,2
2016,130020,2
2016,130030,4
2016,130050,1
2016,130060,8
2016,130080,3
2016,130100,3
2016,130120,2
2016,130130,1
2016,130140,6
2016,130150,1
2016,130165,1
2016,130170,4
2016,130180,1
2016,130185,4
2016,130190,1
2016,130220,2
2016,130250,5
2016,130255,1
2016,130260,90
2016,130270,2
2016,130300,1
2016,130310,2
2016,130340,2
2016,130370,2
2016,130380,15
2016,130390,4
2016,130395,1
2016,130406,9
2016,130410,1
2016,130420,6
2016,130423,1
2016,130426,1
2016,140002,5
2016,140005,3
2016,140010,36
2016,140017,2
2016,140020,4
2016,140023,1
2016,140040,1
2016,140047,1
2016,140050,1
2016,140070,5
2016,150010,3
2016,150013,1
2016,150020,1
2016,150030,5
2016,150040,1
2016,150050,1
2016,150060,6
2016,150080,6
2016,150085,3
2016,150095,1
2016,150100,1
2016,150110,1
2016,150120,3
2016,150125,1
2016,150140,35
2016,150145,1
2016,150157,1
2016,150170,5
2016,150178,2
2016,150180,2
2016,150210,1
2016,150215,4
2016,150220,1
2016,150230,1
2016,150240,3
2016,150250,1
2016,150270,4
2016,150275,1
2016,150290,2
2016,150293,2
2016,150295,1
2016,150307,4
2016,150310,2
2016,150320,3
2016,150330,1
2016,150350,1
2016,150360,9
2016,150370,1
2016,150375,2
2016,150380,4
2016,150390,4
2016,150400,1
2016,150410,1
2016,150420,10
2016,150440,1
2016,150442,3
2016,150470,1
2016,150475,2
2016,150480,3
2016,150495,1
2016,150503,3
2016,150506,7
2016,150510,1
2016,150520,3
2016,150530,1
2016,150540,1
2016,150543,2
2016,150548,2
2016,150550,4
2016,150553,15
2016,150570,1
2016,150580,4
2016,150590,1
2016,150600,3
2016,150613,3
2016,150616,1
2016,150618,1
2016,150619,2
2016,150620,2
2016,150630,2
2016,150650,1
2016,150658,1
2016,150660,1
2016,150680,22
2016,150690,1
2016,150710,1
2016,150720,2
2016,150730,1
2016,150745,2
2016,150760,6
2016,150770,2
2016,150775,1
2016,150795,3
2016,150800,4
2016,150808,2
2016,150810,5
2016,150815,2
2016,150830,2
2016,150835,4
2016,160015,1
2016,160023,1
2016,160027,3
2016,160030,24
2016,160040,1
2016,160060,6
2016,170030,1
2016,170040,2
2016,170070,1
2016,170130,2
2016,170190,3
2016,170210,11
2016,170220,1
2016,170240,1
2016,170255,2
2016,170290,2
2016,170310,1
2016,170380,1
2016,170386,1
2016,170390,1
2016,170550,3
2016,170610,2
2016,170700,1
2016,170720,2
2016,170755,1
2016,170820,1
2016,170825,1
2016,170900,1
2016,170930,2
2016,170950,4
2016,171050,1
2016,171110,1
2016,171150,1
2016,171190,5
2016,171195,1
2016,171200,1
2016,171320,3
2016,171330,3
2016,171380,1
2016,171610,4
2016,171620,2
2016,171650,1
2016,171720,1
2016,171750,2
2016,171780,2
2016,171820,3
2016,172010,1
2016,172020,1
2016,172049,1
2016,172090,3
2016,172100,12
2016,172120,2
2016,172210,1
2016,210000,1
2016,210005,8
2016,210010,1
2016,210043,3
2016,210055,1
2016,210060,2
2016,210070,1
2016,210080,3
2016,210090,1
2016,210095,1
2016,210100,1
2016,210110,1
2016,210120,7
2016,210130,2
2016,210140,13
2016,210160,3
2016,210170,5
2016,210177,1
2016,210193,1
2016,210203,4
2016,210207,1
2016,210210,2
2016,210215,1
2016,210230,2
2016,210232,1
2016,210240,1
2016,210255,2
2016,210275,1
2016,210280,3
2016,210290,1
2016,210300,13
2016,210320,5
2016,210330,4
2016,210340,3
2016,210350,5
2016,210355,1
2016,210360,3
2016,210370,3
2016,210380,1
2016,210400,1
2016,210405,3
2016,210420,2
2016,210430,1
2016,210440,1
2016,210460,1
2016,210467,2
2016,210470,1
2016,210480,1
2016,210530,12
2016,210540,1
2016,210545,2
2016,210547,1
2016,210550,2
2016,210560,2
2016,210570,1
2016,210580,1
2016,210590,1
2016,210596,1
2016,210598,2
2016,210650,1
2016,210660,3
2016,210670,1
2016,210680,3
2016,210690,1
2016,210700,2
2016,210750,2
2016,210770,1
2016,210780,1
2016,210800,3
2016,210810,1
2016,210820,2
2016,210825,1
2016,210850,1
2016,210860,4
2016,210870,1
2016,210900,3
2016,210910,1
2016,210923,1
2016,210927,1
2016,210940,1
2016,210945,3
2016,210950,2
2016,210960,1
2016,210975,2
2016,210980,1
2016,210990,1
2016,211000,5
2016,211003,1
2016,211020,2
2016,211050,3
2016,211070,2
2016,211100,2
2016,211102,1
2016,211105,3
2016,211110,1
2016,211120,4
2016,211130,36
2016,211150,1
2016,211170,2
2016,211176,1
2016,211180,1
2016,211190,1
2016,211200,1
2016,211210,1
2016,211220,16
2016,211223,4
2016,211230,2
2016,211290,3
2016,211300,3
2016,211400,1
2016,220000,1
2016,220005,1
2016,220010,1
2016,220020,3
2016,220025,3
2016,220030,2
2016,220040,2
2016,220050,1
2016,220060,1
2016,220080,1
2016,220105,2
2016,220110,1
2016,220115,1
2016,220120,2
2016,220130,1
2016,220150,5
2016,220155,1
2016,220160,3
2016,220170,1
2016,220190,1
2016,220191,1
2016,220192,1
2016,220198,1
2016,220200,2
2016,220208,1
2016,220220,5
2016,220230,5
2016,220240,1
2016,220260,5
2016,220270,2
2016,220271,3
2016,220275,1
2016,220277,1
2016,220285,1
2016,220290,2
2016,220300,1
2016,220310,2
2016,220320,1
2016,220323,2
2016,220325,1
2016,220327,4
2016,220330,2
2016,220340,1
2016,220345,3
2016,220350,1
2016,220385,1
2016,220390,11
2016,220410,1
2016,220435,1
2016,220450,5
2016,220465,1
2016,220470,2
2016,220480,1
2016,220490,1
2016,220500,1
2016,220510,2
2016,220520,2
2016,220527,1
2016,220540,4
2016,220551,1
2016,220553,1
2016,220555,1
2016,220558,1
2016,220570,2
2016,220580,2
2016,220590,3
2016,220595,1
2016,220605,2
2016,220610,2
2016,220650,2
2016,220660,2
2016,220672,1
2016,220700,6
2016,220720,3
2016,220750,1
2016,220760,1
2016,220770,13
2016,220777,1
2016,220780,2
2016,220785,1
2016,220790,3
2016,220800,15
2016,220820,3
2016,220830,6
2016,220840,8
2016,220850,2
2016,220860,2
2016,220865,1
2016,220880,3
2016,220887,1
2016,220900,1
2016,220910,3
2016,220915,1
2016,220920,1
2016,220935,1
2016,220937,4
2016,220950,1
2016,220965,1
2016,220980,1
2016,220990,2
2016,220995,2
2016,221000,5
2016,221005,1
2016,221020,1
2016,221030,1
2016,221040,1
2016,221050,1
2016,221063,1
2016,221065,1
2016,221070,1
2016,221080,3
2016,221100,70
2016,221110,2
2016,221130,1
2016,221135,1
2016,221160,2
2016,230015,1
2016,230020,2
2016,230030,6
2016,230060,1
2016,230070,1
2016,230075,1
2016,230090,1
2016,230100,3
2016,230110,5
2016,230120,1
2016,230140,2
2016,230150,1
2016,230160,2
2016,230190,4
2016,230195,3
2016,230205,1
