,SUICIDE_RATE,CODMUNRES
0,11.793843613633683,110001
1,9.315757603987144,110002
2,5.649270679155321,110004
3,5.576000892160143,110005
4,10.83012942004657,110006
5,9.08265213442325,110009
6,8.42974858274852,110010
7,8.949186518945428,110011
8,3.7688347516714784,110012
9,2.5900696728742005,110013
10,4.598335402584265,110014
11,7.5454614049649145,110015
12,13.140259125909962,110018
13,6.160527957245936,110020
14,4.51997830410414,110025
15,10.512667764656412,110028
16,5.228484785109275,110030
17,4.135478268061701,110032
18,6.922571042885328,110033
19,7.1199715201139195,110037
20,4.781028877414419,110040
21,2.561212990472288,110045
22,19.898517560441746,110050
23,15.479876160990713,110060
24,13.808340237503453,110070
25,7.915776141850709,110080
26,9.440196356084208,110092
27,4.45573229960344,110094
28,8.157937673356177,110130
29,6.178178672927221,110140
30,5.077688636132833,110149
31,20.27986209693774,110155
32,8.81057268722467,110160
33,7.630093087135663,110170
34,20.695364238410598,120013
35,7.261988332405412,120020
36,11.534025374855824,120025
37,12.360939431396787,120030
38,5.583472920156337,120033
39,56.268287193337834,120034
40,8.084643610653995,120040
41,9.272352163935185,120050
42,9.994003597841296,120060
43,22.009464069549907,120070
44,5.727704908643107,120080
45,6.286145335680161,130002
46,35.580857498665715,130006
47,9.34317481080071,130014
48,20.99296735593576,130020
49,7.20902570017662,130040
50,3.1703760065943825,130050
51,24.196085073435118,130060
52,5.410377103284099,130068
53,5.852059925093633,130070
54,7.057910152803755,130100
55,2.359547910620325,130120
56,20.064205457463885,130140
57,10.260619741432382,130150
58,5.084142559357365,130160
59,3.746511061573909,130170
60,7.067387540195766,130180
61,2.1093931275971904,130185
62,3.004386404150059,130190
63,24.606299212598426,130195
64,23.781212841854934,130210
65,7.165376898824879,130220
66,12.639029322548028,130230
67,4.458215376384834,130240
68,3.1100974497200915,130250
69,4.17788593338666,130260
70,3.214813862277374,130290
71,5.489830089758722,130310
72,4.39243797877574,130340
73,2.89234685023428,130353
74,4.207868714496107,130360
75,26.00216684723727,130370
76,44.89035530716226,130380
77,2.628328120482561,130390
78,22.000471438673685,130406
79,11.154489682097045,130410
80,4.8370713145547475,130420
81,5.893446487505893,130430
82,43.25259515570934,140002
83,18.828845791752965,140005
84,7.228480212035421,140010
85,33.48681456676434,140015
86,17.775671031581442,140017
87,23.736055067647758,140030
88,16.161616161616163,140045
89,3.54421407052986,140047
90,26.326181387389756,140060
91,20.3334688897926,140070
92,1.3039509714434738,150010
93,1.8485655131617862,150020
94,1.8100857980668281,150040
95,9.03750564844103,150050
96,8.973841252748239,150060
97,2.7128786161218628,150080
98,2.2354361335896633,150090
99,3.2818089330839157,150095
100,2.168726957276079,150120
101,3.300602359930687,150130
102,2.8231567712726586,150140
103,5.797437532610586,150145
104,1.6396130513198885,150150
105,6.054368226675546,150157
106,1.6105134316820202,150170
107,27.231261488188444,150172
108,3.115555970963018,150178
109,6.00624649635621,150180
110,3.0351777096549,150195
111,4.47427293064877,150210
