,SUICIDE_RATE,CODMUNRES
0,10.45465510713842,110001
1,6.5903067170818375,110002
2,15.790687197645935,110003
3,7.589847104779294,110004
4,9.27741274583492,110005
5,7.152938748596417,110006
6,2.001881768862731,110008
7,10.666579691656334,110010
8,4.776441610725912,110011
9,3.285453462187448,110012
10,8.797334676509497,110018
11,6.662807566640969,110020
12,9.408921895705946,110028
13,7.813720893889671,110029
14,4.6175433432686726,110030
15,2.7712698141968644,110032
16,5.930712086758877,110033
17,3.925697903730949,110034
18,5.2023932477094155,110045
19,6.946896347334719,110070
20,14.932436209423003,110080
21,6.6174561102970655,110110
22,6.159721580584557,110120
23,13.751375137513753,110146
24,10.92358949150691,110148
25,13.224810217715545,110150
26,8.81212562151342,110160
27,1.3976826421792667,120010
28,10.467716265928422,120013
29,7.705926658743993,120020
30,7.7933959689385714,120025
31,11.325708215193854,120030
32,8.776571417992473,120032
33,5.702065612199124,120033
34,41.68326964972925,120034
35,3.653554451674548,120038
36,5.903814823193312,120040
37,3.133555228604184,120045
38,6.25802851557127,120050
39,8.41724218755792,120060
40,13.679930232988887,120080
41,27.058609829538323,130006
42,2.7056277056277054,130008
43,9.51303808422677,130014
44,5.332017935028027,130030
45,4.833171752183444,130040
46,7.564750033864694,130050
47,20.572812164274286,130060
48,1.8344248160989123,130063
49,3.355557336269802,130080
50,2.7845262555676817,130120
51,3.7105659307074217,130130
52,23.268120505993565,130140
53,8.710229089156181,130150
54,3.3017594729886297,130160
55,5.095096488960021,130170
56,5.007830773951865,130185
57,5.1151816910248415,130190
58,3.723146803678469,130200
59,9.82291285630865,130220
60,8.23270628709595,130230
61,5.616619850295965,130250
62,2.3097809454675304,130255
63,4.866128891714243,130260
64,1.8653904101899146,130270
65,3.618665074454034,130280
66,2.1830306359078615,130290
67,3.252892943607127,130300
68,1.3708958804578792,130330
69,5.341882769997652,130340
70,2.1836445026749645,130356
71,2.890452459078301,130360
72,14.333437384925645,130370
73,36.42644062342899,130380
74,13.574151218153185,130390
75,20.33830750200789,130406
76,11.075046225259193,130410
77,5.8938643407449804,130420
78,3.906644566122155,130430
79,41.301003101762625,140002
80,18.687645180028255,140005
81,8.788053812407187,140010
82,22.520422415289392,140015
83,20.282270030009883,140017
84,11.427937689210404,140020
85,3.229974160206718,140028
86,8.186443994304257,140045
87,4.825422550046832,140047
88,8.804275758590235,140050
89,13.275641309409835,140060
90,27.537169496959375,140070
91,5.303052015436611,150030
92,5.012885602112487,150050
93,5.733150041811192,150060
94,1.2103606874848705,150070
95,1.8893940282734147,150080
96,5.11809164831659,150085
97,4.559027910281223,150090
98,3.3356308668049253,150095
99,4.470871927409644,150120
100,2.539724937540242,150130
101,2.720370949352988,150140
102,5.833321435811491,150145
103,3.53887485472254,150170
104,3.0142753066084276,150180
105,1.4848471349874528,150200
106,2.2523873208714305,150210
107,7.65829443413271,150215
108,1.9944742627868053,150220
109,1.8968861670752852,150230
110,3.0997474858405965,150240
111,2.853392683901158,150260
112,8.607908926009092,150270
113,2.108652839922281,150275
114,2.6831951487831707,150276
115,3.7921734059758108,150277
116,2.45784790837143,150285
117,3.5001865378776635,150290
118,3.494557887656646,150293
119,8.568049645761718,150304
120,6.576905658141814,150307
121,4.358137486709758,150309
122,3.134233213376712,150310
123,5.322057824428172,150320
124,1.1017727679791829,150330
125,3.015772490123345,150340
126,3.1581941238677396,150350
127,10.830396339561998,150360
128,1.9310488419202947,150370
129,15.112010885667837,150375
130,5.261170191876921,150380
131,2.290264303164574,150405
132,4.60705715690291,150420
133,1.1632235250325702,150430
134,6.067510713561872,150440
135,2.1217191395579187,150442
136,2.2001696782994173,150445
137,4.436701118777528,150460
138,2.1337520192487456,150470
139,6.44585295307176,150475
140,4.726575733990201,150480
141,4.209817293929444,150497
142,10.624762495086891,150503
143,7.403636889816785,150506
144,3.297732874573537,150510
145,7.441386048942708,150520
