,SUICIDES,ANO,MUNCOD,MUNNOME,LATITUDE,LONGITUDE
5058,1,2016,411060,Iporã,-24.003,-53.704
5059,1,2017,411060,Iporã,-24.003,-53.704
5060,9,2015,411070,Irati,-25.467,-50.651
5061,2,2016,411070,Irati,-25.467,-50.651
5062,6,2017,411070,Irati,-25.467,-50.651
5063,2,2015,411080,Iretama,-24.424,-52.106
5064,2,2017,411080,Iretama,-24.424,-52.106
5065,2,2015,411095,Itaipulândia,-25.137,-54.302
5066,1,2017,411095,Itaipulândia,-25.137,-54.302
5067,2,2015,411110,Itambé,-23.661,-51.99
5068,2,2017,411110,Itambé,-23.661,-51.99
5069,2,2015,411120,Itapejara d'Oeste,-25.965,-52.816
5070,2,2016,411120,Itapejara d'Oeste,-25.965,-52.816
5071,1,2017,411120,Itapejara d'Oeste,-25.965,-52.816
5072,2,2015,411125,Itaperuçu,-25.22,-49.348
5073,1,2016,411125,Itaperuçu,-25.22,-49.348
5074,3,2017,411125,Itaperuçu,-25.22,-49.348
5075,3,2015,411130,Itaúna do Sul,-22.731,-52.887
5076,1,2015,411140,Ivaí,-25.011,-50.859
5077,1,2017,411140,Ivaí,-25.011,-50.859
5078,3,2015,411150,Ivaiporã,-24.248,-51.685
5079,4,2016,411150,Ivaiporã,-24.248,-51.685
5080,3,2017,411150,Ivaiporã,-24.248,-51.685
5081,1,2015,411155,Ivaté,-23.409,-53.369
5082,1,2016,411155,Ivaté,-23.409,-53.369
5083,3,2015,411180,Jacarezinho,-23.161,-49.969
5084,3,2017,411180,Jacarezinho,-23.161,-49.969
5085,1,2015,411190,Jaguapitã,-23.113,-51.532
5086,1,2016,411190,Jaguapitã,-23.113,-51.532
5087,1,2015,411250,Jardim Alegre,-24.179,-51.692
5088,1,2016,411250,Jardim Alegre,-24.179,-51.692
5089,2,2017,411250,Jardim Alegre,-24.179,-51.692
5090,1,2015,411275,Jesuítas,-24.385,-53.388
5091,2,2016,411275,Jesuítas,-24.385,-53.388
5092,1,2017,411275,Jesuítas,-24.385,-53.388
5093,1,2015,411280,Joaquim Távora,-23.499,-49.905
5094,3,2016,411280,Joaquim Távora,-23.499,-49.905
5095,2,2017,411280,Joaquim Távora,-23.499,-49.905
5096,1,2015,411310,Kaloré,-23.817,-51.668
5097,5,2015,411320,Lapa,-25.77,-49.716
5098,3,2017,411320,Lapa,-25.77,-49.716
5099,2,2015,411330,Laranjeiras do Sul,-25.408,-52.416
5100,2,2016,411330,Laranjeiras do Sul,-25.408,-52.416
5101,7,2017,411330,Laranjeiras do Sul,-25.408,-52.416
5102,1,2015,411342,Lidianópolis,-24.109,-51.653
5103,1,2017,411342,Lidianópolis,-24.109,-51.653
5104,1,2015,411350,Loanda,-22.923,-53.137
5105,1,2016,411350,Loanda,-22.923,-53.137
5106,30,2015,411370,Londrina,-23.31,-51.163
5107,40,2016,411370,Londrina,-23.31,-51.163
5108,47,2017,411370,Londrina,-23.31,-51.163
5109,1,2015,411375,Lunardelli,-24.079,-51.738
5110,1,2015,411390,Mallet,-25.878,-50.821
5111,2,2016,411390,Mallet,-25.878,-50.821
5112,3,2017,411390,Mallet,-25.878,-50.821
5113,1,2015,411400,Mamborê,-24.319,-52.53
5114,2,2016,411400,Mamborê,-24.319,-52.53
5115,1,2015,411410,Mandaguaçu,-23.347,-52.095
5116,1,2016,411410,Mandaguaçu,-23.347,-52.095
5117,2,2017,411410,Mandaguaçu,-23.347,-52.095
5118,1,2015,411420,Mandaguari,-23.548,-51.671
5119,1,2017,411420,Mandaguari,-23.548,-51.671
5120,1,2015,411430,Mandirituba,-25.779,-49.326
5121,2,2016,411430,Mandirituba,-25.779,-49.326
5122,1,2017,411430,Mandirituba,-25.779,-49.326
5123,1,2015,411440,Mangueirinha,-25.941,-52.176
5124,1,2017,411440,Mangueirinha,-25.941,-52.176
5125,1,2015,411450,Manoel Ribas,-24.516,-51.668
5126,2,2017,411450,Manoel Ribas,-24.516,-51.668
5127,8,2015,411460,Marechal Cândido Rondon,-24.556,-54.057
5128,5,2016,411460,Marechal Cândido Rondon,-24.556,-54.057
5129,9,2017,411460,Marechal Cândido Rondon,-24.556,-54.057
5130,1,2015,411470,Maria Helena,-23.616,-53.205
5131,1,2017,411470,Maria Helena,-23.616,-53.205
5132,5,2015,411480,Marialva,-23.485,-51.792
5133,5,2016,411480,Marialva,-23.485,-51.792
5134,1,2017,411480,Marialva,-23.485,-51.792
5135,2,2015,411490,Marilândia do Sul,-23.745,-51.308
5136,1,2016,411490,Marilândia do Sul,-23.745,-51.308
5137,20,2015,411520,Maringá,-23.425,-51.939
5138,17,2016,411520,Maringá,-23.425,-51.939
5139,27,2017,411520,Maringá,-23.425,-51.939
5140,3,2015,411540,Marmeleiro,-26.149,-53.026
5141,2,2016,411540,Marmeleiro,-26.149,-53.026
5142,1,2017,411540,Marmeleiro,-26.149,-53.026
5143,1,2015,411560,Matelândia,-25.241,-53.996
5144,1,2017,411560,Matelândia,-25.241,-53.996
5145,3,2015,411570,Matinhos,-25.818,-48.543
5146,4,2016,411570,Matinhos,-25.818,-48.543
5147,4,2017,411570,Matinhos,-25.818,-48.543
5148,1,2015,411575,Mauá da Serra,-23.901,-51.229
5149,1,2016,411575,Mauá da Serra,-23.901,-51.229
5150,3,2017,411575,Mauá da Serra,-23.901,-51.229
5151,5,2015,411580,Medianeira,-25.295,-54.094
5152,9,2016,411580,Medianeira,-25.295,-54.094
5153,8,2017,411580,Medianeira,-25.295,-54.094
5154,1,2015,411585,Mercedes,-24.454,-54.162
5155,3,2015,411605,Missal,-25.092,-54.248
5156,1,2015,411610,Moreira Sales,-24.062,-53.007
5157,2,2016,411610,Moreira Sales,-24.062,-53.007
5158,2,2015,411620,Morretes,-25.477,-48.834
5159,1,2016,411620,Morretes,-25.477,-48.834
5160,2,2017,411620,Morretes,-25.477,-48.834
5161,1,2015,411630,Munhoz de Melo,-23.148,-51.774
5162,1,2016,411630,Munhoz de Melo,-23.148,-51.774
5163,1,2015,411680,Nova Cantu,-24.673,-52.569
5164,1,2016,411680,Nova Cantu,-24.673,-52.569
5165,1,2017,411680,Nova Cantu,-24.673,-52.569
5166,2,2015,411690,Nova Esperança,-23.184,-52.205
5167,2,2016,411690,Nova Esperança,-23.184,-52.205
5168,1,2017,411690,Nova Esperança,-23.184,-52.205
5169,1,2015,411695,Nova Esperança do Sudoeste,-25.907,-53.263
5170,1,2015,411705,Nova Laranjeiras,-25.307,-52.541
5171,3,2015,411722,Nova Santa Rosa,-24.466,-53.953
5172,1,2016,411722,Nova Santa Rosa,-24.466,-53.953
5173,1,2017,411722,Nova Santa Rosa,-24.466,-53.953
5174,2,2015,411725,Nova Prata do Iguaçu,-25.633,-53.347
5175,2,2017,411725,Nova Prata do Iguaçu,-25.633,-53.347
5176,1,2015,411730,Ortigueira,-24.208,-50.949
5177,1,2015,411750,Paiçandu,-23.458,-52.049
5178,3,2017,411750,Paiçandu,-23.458,-52.049
5179,3,2015,411760,Palmas,-26.484,-51.991
5180,7,2016,411760,Palmas,-26.484,-51.991
5181,4,2017,411760,Palmas,-26.484,-51.991
5182,3,2015,411770,Palmeira,-25.429,-50.006
5183,3,2016,411770,Palmeira,-25.429,-50.006
5184,2,2017,411770,Palmeira,-25.429,-50.006
5185,3,2015,411780,Palmital,-24.893,-52.203
5186,2,2016,411780,Palmital,-24.893,-52.203
5187,3,2015,411790,Palotina,-24.284,-53.84
5188,3,2016,411790,Palotina,-24.284,-53.84
5189,1,2017,411790,Palotina,-24.284,-53.84
5190,1,2015,411810,Paranacity,-22.93,-52.151
5191,6,2015,411820,Paranaguá,-25.52,-48.509
5192,4,2016,411820,Paranaguá,-25.52,-48.509
5193,2,2017,411820,Paranaguá,-25.52,-48.509
5194,5,2015,411840,Paranavaí,-23.073,-52.465
5195,7,2016,411840,Paranavaí,-23.073,-52.465
5196,1,2017,411840,Paranavaí,-23.073,-52.465
5197,2,2015,411845,Pato Bragado,-24.626,-54.225
5198,2,2016,411845,Pato Bragado,-24.626,-54.225
5199,8,2015,411850,Pato Branco,-26.229,-52.671
5200,9,2016,411850,Pato Branco,-26.229,-52.671
5201,12,2017,411850,Pato Branco,-26.229,-52.671
5202,1,2015,411880,Peabiru,-23.913,-52.343
5203,2,2016,411880,Peabiru,-23.913,-52.343
5204,1,2017,411880,Peabiru,-23.913,-52.343
5205,1,2015,411890,Pérola,-23.805,-53.684
5206,1,2016,411890,Pérola,-23.805,-53.684
5207,1,2017,411890,Pérola,-23.805,-53.684
5208,1,2015,411900,Pérola d'Oeste,-25.824,-53.74
5209,2,2016,411900,Pérola d'Oeste,-25.824,-53.74
5210,1,2017,411900,Pérola d'Oeste,-25.824,-53.74
5211,5,2015,411915,Pinhais,-25.445,-49.193
5212,8,2016,411915,Pinhais,-25.445,-49.193
5213,4,2017,411915,Pinhais,-25.445,-49.193
5214,1,2015,411920,Pinhalão,-23.793,-50.056
5215,1,2016,411920,Pinhalão,-23.793,-50.056
5216,1,2015,411925,Pinhal de São Bento,-26.03,-53.483
5217,2,2016,411925,Pinhal de São Bento,-26.03,-53.483
5218,3,2015,411940,Piraí do Sul,-24.526,-49.949
5219,2,2016,411940,Piraí do Sul,-24.526,-49.949
5220,1,2017,411940,Piraí do Sul,-24.526,-49.949
5221,6,2015,411950,Piraquara,-25.442,-49.063
5222,4,2016,411950,Piraquara,-25.442,-49.063
5223,6,2017,411950,Piraquara,-25.442,-49.063
5224,3,2015,411960,Pitanga,-24.757,-51.761
5225,4,2016,411960,Pitanga,-24.757,-51.761
5226,2,2017,411960,Pitanga,-24.757,-51.761
5227,2,2015,411980,Planalto,-25.716,-53.766
5228,2,2016,411980,Planalto,-25.716,-53.766
5229,3,2017,411980,Planalto,-25.716,-53.766
5230,17,2015,411990,Ponta Grossa,-25.095,-50.162
5231,18,2016,411990,Ponta Grossa,-25.095,-50.162
5232,19,2017,411990,Ponta Grossa,-25.095,-50.162
5233,1,2015,411995,Pontal do Paraná,-25.674,-48.511
5234,2,2016,411995,Pontal do Paraná,-25.674,-48.511
5235,1,2017,411995,Pontal do Paraná,-25.674,-48.511
5236,1,2015,412000,Porecatu,-22.756,-51.379
5237,1,2015,412010,Porto Amazonas,-25.545,-49.89
5238,1,2015,412015,Porto Barreiro,-25.547,-52.408
5239,1,2017,412015,Porto Barreiro,-25.547,-52.408
5240,1,2015,412020,Porto Rico,-22.772,-53.267
5241,1,2015,412035,Pranchita,-26.02,-53.74
5242,1,2016,412035,Pranchita,-26.02,-53.74
5243,1,2017,412035,Pranchita,-26.02,-53.74
5244,5,2015,412060,Prudentópolis,-25.213,-50.978
5245,3,2016,412060,Prudentópolis,-25.213,-50.978
5246,7,2017,412060,Prudentópolis,-25.213,-50.978
5247,1,2015,412065,Quarto Centenário,-24.279,-53.076
5248,4,2015,412090,Quedas do Iguaçu,-25.45,-52.908
5249,1,2016,412090,Quedas do Iguaçu,-25.45,-52.908
5250,3,2017,412090,Quedas do Iguaçu,-25.45,-52.908
5251,1,2015,412120,Quitandinha,-25.872,-49.498
5252,1,2017,412120,Quitandinha,-25.872,-49.498
5253,1,2015,412140,Realeza,-25.767,-53.527
5254,2,2017,412140,Realeza,-25.767,-53.527
5255,1,2015,412150,Rebouças,-25.621,-50.693
5256,2,2016,412150,Rebouças,-25.621,-50.693
5257,3,2015,412170,Reserva,-24.65,-50.851
5258,2,2016,412170,Reserva,-24.65,-50.851
5259,4,2017,412170,Reserva,-24.65,-50.851
5260,1,2015,412175,Reserva do Iguaçu,-25.839,-52.028
5261,2,2015,412190,Ribeirão do Pinhal,-23.408,-50.357
5262,3,2016,412190,Ribeirão do Pinhal,-23.408,-50.357
5263,1,2017,412190,Ribeirão do Pinhal,-23.408,-50.357
5264,1,2015,412215,Rio Bonito do Iguaçu,-25.491,-52.526
5265,1,2015,412217,Rio Branco do Ivaí,-24.324,-51.313
5266,2,2015,412220,Rio Branco do Sul,-25.19,-49.314
5267,1,2016,412220,Rio Branco do Sul,-25.19,-49.314
5268,1,2017,412220,Rio Branco do Sul,-25.19,-49.314
5269,2,2015,412230,Rio Negro,-26.106,-49.798
5270,2,2016,412230,Rio Negro,-26.106,-49.798
5271,1,2017,412230,Rio Negro,-26.106,-49.798
5272,2,2015,412240,Rolândia,-23.31,-51.369
5273,4,2016,412240,Rolândia,-23.31,-51.369
5274,6,2017,412240,Rolândia,-23.31,-51.369
5275,1,2015,412260,Rondon,-23.411,-52.761
5276,2,2016,412260,Rondon,-23.411,-52.761
5277,1,2017,412260,Rondon,-23.411,-52.761
5278,1,2015,412280,Salgado Filho,-26.17,-53.361
5279,1,2016,412280,Salgado Filho,-26.17,-53.361
5280,1,2017,412280,Salgado Filho,-26.17,-53.361
5281,5,2015,412300,Salto do Lontra,-25.784,-53.309
5282,2,2016,412300,Salto do Lontra,-25.784,-53.309
5283,1,2015,412340,Santa Fé,-23.038,-51.805
5284,1,2017,412340,Santa Fé,-23.038,-51.805
5285,2,2015,412350,Santa Helena,-24.86,-54.333
5286,2,2016,412350,Santa Helena,-24.86,-54.333
5287,3,2015,412380,Santa Izabel do Oeste,-25.821,-53.484
5288,1,2016,412380,Santa Izabel do Oeste,-25.821,-53.484
5289,2,2017,412380,Santa Izabel do Oeste,-25.821,-53.484
5290,1,2015,412390,Santa Mariana,-23.151,-50.519
5291,1,2015,412402,Santa Tereza do Oeste,-25.052,-53.633
5292,1,2017,412402,Santa Tereza do Oeste,-25.052,-53.633
5293,3,2015,412405,Santa Terezinha de Itaipu,-25.447,-54.401
5294,1,2016,412405,Santa Terezinha de Itaipu,-25.447,-54.401
5295,1,2017,412405,Santa Terezinha de Itaipu,-25.447,-54.401
5296,3,2015,412410,Santo Antônio da Platina,-23.295,-50.077
5297,5,2016,412410,Santo Antônio da Platina,-23.295,-50.077
5298,1,2017,412410,Santo Antônio da Platina,-23.295,-50.077
5299,1,2015,412470,São Jerônimo da Serra,-23.728,-50.741
5300,1,2017,412470,São Jerônimo da Serra,-23.728,-50.741
5301,2,2015,412480,São João,-25.828,-52.725
5302,2,2016,412480,São João,-25.828,-52.725
5303,2,2015,412510,São João do Triunfo,-25.683,-50.297
5304,1,2016,412510,São João do Triunfo,-25.683,-50.297
5305,2,2015,412520,São Jorge d'Oeste,-25.706,-52.918
5306,1,2017,412520,São Jorge d'Oeste,-25.706,-52.918
5307,1,2015,412535,São Jorge do Patrocínio,-23.741,-53.927
5308,1,2017,412535,São Jorge do Patrocínio,-23.741,-53.927
5309,6,2015,412550,São José dos Pinhais,-25.535,-49.206
5310,14,2016,412550,São José dos Pinhais,-25.535,-49.206
5311,13,2017,412550,São José dos Pinhais,-25.535,-49.206
5312,2,2015,412560,São Mateus do Sul,-25.874,-50.383
5313,4,2016,412560,São Mateus do Sul,-25.874,-50.383
5314,7,2017,412560,São Mateus do Sul,-25.874,-50.383
5315,1,2015,412570,São Miguel do Iguaçu,-25.348,-54.238
5316,4,2016,412570,São Miguel do Iguaçu,-25.348,-54.238
5317,1,2017,412570,São Miguel do Iguaçu,-25.348,-54.238
5318,2,2015,412575,São Pedro do Iguaçu,-24.936,-53.855
5319,2,2016,412575,São Pedro do Iguaçu,-24.936,-53.855
5320,1,2015,412620,Sapopema,-23.911,-50.58
5321,1,2016,412620,Sapopema,-23.911,-50.58
5322,1,2017,412620,Sapopema,-23.911,-50.58
5323,6,2015,412625,Sarandi,-23.444,-51.874
5324,8,2016,412625,Sarandi,-23.444,-51.874
5325,10,2017,412625,Sarandi,-23.444,-51.874
5326,2,2015,412660,Siqueira Campos,-23.689,-49.834
5327,2,2016,412660,Siqueira Campos,-23.689,-49.834
5328,2,2017,412660,Siqueira Campos,-23.689,-49.834
5329,1,2015,412667,Tamarana,-23.723,-51.097
5330,2,2016,412667,Tamarana,-23.723,-51.097
5331,1,2015,412670,Tamboara,-23.2,-52.469
5332,1,2016,412670,Tamboara,-23.2,-52.469
5333,1,2015,412680,Tapejara,-23.733,-52.873
5334,1,2017,412680,Tapejara,-23.733,-52.873
5335,4,2015,412710,Telêmaco Borba,-24.324,-50.616
5336,4,2016,412710,Telêmaco Borba,-24.324,-50.616
5337,1,2017,412710,Telêmaco Borba,-24.324,-50.616
5338,3,2015,412740,Terra Roxa,-24.157,-54.097
5339,2,2016,412740,Terra Roxa,-24.157,-54.097
5340,2,2017,412740,Terra Roxa,-24.157,-54.097
5341,2,2015,412750,Tibagi,-24.509,-50.414
5342,3,2016,412750,Tibagi,-24.509,-50.414
5343,2,2017,412750,Tibagi,-24.509,-50.414
5344,1,2015,412760,Tijucas do Sul,-25.928,-49.199
5345,1,2016,412760,Tijucas do Sul,-25.928,-49.199
5346,17,2015,412770,Toledo,-24.714,-53.743
5347,12,2016,412770,Toledo,-24.714,-53.743
5348,15,2017,412770,Toledo,-24.714,-53.743
5349,1,2015,412785,Três Barras do Paraná,-25.419,-53.181
5350,1,2016,412785,Três Barras do Paraná,-25.419,-53.181
5351,4,2017,412785,Três Barras do Paraná,-25.419,-53.181
5352,1,2015,412788,Tunas do Paraná,-24.974,-49.086
5353,1,2016,412788,Tunas do Paraná,-24.974,-49.086
5354,1,2017,412788,Tunas do Paraná,-24.974,-49.086
5355,3,2015,412800,Ubiratã,-24.545,-52.988
5356,1,2016,412800,Ubiratã,-24.545,-52.988
5357,5,2015,412810,Umuarama,-23.766,-53.325
5358,7,2016,412810,Umuarama,-23.766,-53.325
5359,6,2017,412810,Umuarama,-23.766,-53.325
5360,4,2015,412820,União da Vitória,-26.23,-51.086
5361,9,2016,412820,União da Vitória,-26.23,-51.086
5362,7,2017,412820,União da Vitória,-26.23,-51.086
5363,2,2015,412853,Ventania,-24.246,-50.243
5364,1,2015,412865,Virmond,-25.381,-52.199
5365,1,2016,412865,Virmond,-25.381,-52.199
5366,1,2017,412865,Virmond,-25.381,-52.199
5367,1,2015,412870,Vitorino,-26.277,-52.784
5368,1,2015,420040,Água Doce,-26.998,-51.556
5369,1,2016,420040,Água Doce,-26.998,-51.556
5370,1,2015,420060,Águas Mornas,-27.694,-48.824
5371,2,2017,420060,Águas Mornas,-27.694,-48.824
5372,1,2015,420070,Alfredo Wagner,-27.7,-49.334
5373,1,2016,420070,Alfredo Wagner,-27.7,-49.334
5374,1,2015,420080,Anchieta,-26.534,-53.331
5375,2,2016,420080,Anchieta,-26.534,-53.331
5376,1,2015,420090,Angelina,-27.569,-48.985
5377,1,2016,420090,Angelina,-27.569,-48.985
5378,1,2017,420090,Angelina,-27.569,-48.985
5379,1,2015,420120,Antônio Carlos,-27.517,-48.768
5380,1,2015,420125,Apiúna,-27.036,-49.39
5381,1,2016,420125,Apiúna,-27.036,-49.39
5382,2,2017,420125,Apiúna,-27.036,-49.39
5383,1,2015,420127,Arabutã,-27.16,-52.142
5384,2,2016,420127,Arabutã,-27.16,-52.142
5385,2,2017,420127,Arabutã,-27.16,-52.142
5386,1,2015,420130,Araquari,-26.37,-48.722
5387,3,2016,420130,Araquari,-26.37,-48.722
5388,2,2017,420130,Araquari,-26.37,-48.722
5389,5,2015,420140,Araranguá,-28.935,-49.486
5390,9,2016,420140,Araranguá,-28.935,-49.486
5391,13,2017,420140,Araranguá,-28.935,-49.486
5392,2,2015,420150,Armazém,-28.262,-49.018
5393,1,2017,420150,Armazém,-28.262,-49.018
5394,2,2015,420180,Atalanta,-27.42,-49.781
5395,1,2017,420180,Atalanta,-27.42,-49.781
5396,9,2015,420200,Balneário Camboriú,-26.991,-48.635
5397,11,2016,420200,Balneário Camboriú,-26.991,-48.635
5398,8,2017,420200,Balneário Camboriú,-26.991,-48.635
5399,2,2015,420205,Balneário Barra do Sul,-26.456,-48.612
5400,1,2017,420205,Balneário Barra do Sul,-26.456,-48.612
5401,2,2015,420207,Balneário Gaivota,-29.157,-49.579
5402,1,2016,420207,Balneário Gaivota,-29.157,-49.579
5403,2,2017,420207,Balneário Gaivota,-29.157,-49.579
5404,1,2015,420208,Bandeirante,-26.769,-53.638
5405,1,2016,420208,Bandeirante,-26.769,-53.638
5406,1,2017,420208,Bandeirante,-26.769,-53.638
5407,3,2015,420210,Barra Velha,-26.632,-48.685
5408,5,2016,420210,Barra Velha,-26.632,-48.685
5409,2,2017,420210,Barra Velha,-26.632,-48.685
5410,3,2015,420220,Benedito Novo,-26.783,-49.364
5411,3,2016,420220,Benedito Novo,-26.783,-49.364
5412,2,2015,420230,Biguaçu,-27.494,-48.656
5413,4,2016,420230,Biguaçu,-27.494,-48.656
5414,7,2017,420230,Biguaçu,-27.494,-48.656
5415,36,2015,420240,Blumenau,-26.919,-49.066
5416,35,2016,420240,Blumenau,-26.919,-49.066
5417,39,2017,420240,Blumenau,-26.919,-49.066
5418,1,2015,420243,Bocaina do Sul,-27.744,-49.944
5419,1,2016,420243,Bocaina do Sul,-27.744,-49.944
5420,1,2017,420243,Bocaina do Sul,-27.744,-49.944
5421,5,2015,420245,Bombinhas,-27.138,-48.517
5422,2,2016,420245,Bombinhas,-27.138,-48.517
5423,1,2015,420253,Bom Jesus,-26.734,-52.394
5424,1,2017,420253,Bom Jesus,-26.734,-52.394
5425,1,2015,420257,Bom Jesus do Oeste,-26.69,-53.098
5426,1,2016,420257,Bom Jesus do Oeste,-26.69,-53.098
5427,2,2015,420260,Bom Retiro,-27.797,-49.489
5428,2,2017,420260,Bom Retiro,-27.797,-49.489
5429,1,2015,420270,Botuverá,-27.199,-49.075
5430,7,2015,420280,Braço do Norte,-28.275,-49.166
5431,5,2016,420280,Braço do Norte,-28.275,-49.166
5432,12,2017,420280,Braço do Norte,-28.275,-49.166
5433,13,2015,420290,Brusque,-27.098,-48.918
5434,16,2016,420290,Brusque,-27.098,-48.918
5435,7,2017,420290,Brusque,-27.098,-48.918
5436,9,2015,420300,Caçador,-26.775,-51.015
5437,4,2016,420300,Caçador,-26.775,-51.015
5438,9,2017,420300,Caçador,-26.775,-51.015
5439,4,2015,420320,Camboriú,-27.025,-48.654
5440,4,2016,420320,Camboriú,-27.025,-48.654
5441,4,2017,420320,Camboriú,-27.025,-48.654
5442,1,2015,420325,Capão Alto,-27.937,-50.512
5443,4,2015,420330,Campo Alegre,-26.193,-49.266
5444,1,2017,420330,Campo Alegre,-26.193,-49.266
5445,1,2015,420350,Campo Erê,-26.394,-53.078
5446,1,2016,420350,Campo Erê,-26.394,-53.078
5447,3,2015,420360,Campos Novos,-27.402,-51.225
5448,3,2016,420360,Campos Novos,-27.402,-51.225
5449,9,2017,420360,Campos Novos,-27.402,-51.225
5450,4,2015,420380,Canoinhas,-26.177,-50.39
5451,4,2016,420380,Canoinhas,-26.177,-50.39
5452,3,2017,420380,Canoinhas,-26.177,-50.39
5453,2,2015,420390,Capinzal,-27.344,-51.612
5454,2,2016,420390,Capinzal,-27.344,-51.612
5455,2,2017,420390,Capinzal,-27.344,-51.612
5456,3,2015,420395,Capivari de Baixo,-28.445,-48.958
5457,2,2016,420395,Capivari de Baixo,-28.445,-48.958
5458,4,2017,420395,Capivari de Baixo,-28.445,-48.958
5459,4,2015,420400,Catanduvas,-27.071,-51.662
5460,1,2017,420400,Catanduvas,-27.071,-51.662
5461,1,2015,420410,Caxambu do Sul,-27.161,-52.879
5462,1,2015,420419,Chapadão do Lageado,-27.591,-49.554
5463,13,2015,420420,Chapecó,-27.096,-52.618
5464,24,2016,420420,Chapecó,-27.096,-52.618
5465,16,2017,420420,Chapecó,-27.096,-52.618
5466,3,2015,420425,Cocal do Sul,-28.601,-49.326
5467,3,2016,420425,Cocal do Sul,-28.601,-49.326
5468,1,2017,420425,Cocal do Sul,-28.601,-49.326
5469,8,2015,420430,Concórdia,-27.234,-52.028
5470,12,2016,420430,Concórdia,-27.234,-52.028
5471,10,2017,420430,Concórdia,-27.234,-52.028
5472,1,2015,420435,Cordilheira Alta,-26.984,-52.607
5473,1,2017,420435,Cordilheira Alta,-26.984,-52.607
5474,2,2015,420440,Coronel Freitas,-26.909,-52.703
5475,2,2017,420440,Coronel Freitas,-26.909,-52.703
5476,1,2015,420445,Coronel Martins,-26.512,-52.669
5477,4,2015,420450,Corupá,-26.425,-49.243
5478,5,2016,420450,Corupá,-26.425,-49.243
5479,19,2015,420460,Criciúma,-28.678,-49.37
5480,19,2016,420460,Criciúma,-28.678,-49.37
5481,27,2017,420460,Criciúma,-28.678,-49.37
5482,4,2015,420470,Cunha Porã,-26.894,-53.168
5483,5,2016,420470,Cunha Porã,-26.894,-53.168
5484,2,2017,420470,Cunha Porã,-26.894,-53.168
5485,7,2015,420480,Curitibanos,-27.283,-50.584
5486,5,2016,420480,Curitibanos,-27.283,-50.584
5487,6,2017,420480,Curitibanos,-27.283,-50.584
5488,1,2015,420490,Descanso,-26.826,-53.502
5489,1,2016,420490,Descanso,-26.826,-53.502
5490,1,2015,420500,Dionísio Cerqueira,-26.255,-53.64
5491,1,2016,420500,Dionísio Cerqueira,-26.255,-53.64
5492,1,2015,420517,Entre Rios,-26.724,-52.561
5493,1,2016,420517,Entre Rios,-26.724,-52.561
5494,1,2015,420530,Faxinal dos Guedes,-26.853,-52.26
5495,2,2017,420530,Faxinal dos Guedes,-26.853,-52.26
5496,21,2015,420540,Florianópolis,-27.597,-48.549
5497,38,2016,420540,Florianópolis,-27.597,-48.549
5498,45,2017,420540,Florianópolis,-27.597,-48.549
5499,3,2015,420545,Forquilhinha,-28.747,-49.472
5500,3,2016,420545,Forquilhinha,-28.747,-49.472
5501,2,2017,420545,Forquilhinha,-28.747,-49.472
5502,2,2015,420550,Fraiburgo,-27.026,-50.921
5503,7,2016,420550,Fraiburgo,-27.026,-50.921
5504,4,2017,420550,Fraiburgo,-27.026,-50.921
5505,2,2015,420570,Garopaba,-28.023,-48.613
5506,4,2017,420570,Garopaba,-28.023,-48.613
5507,8,2015,420590,Gaspar,-26.931,-48.959
5508,4,2016,420590,Gaspar,-26.931,-48.959
5509,7,2017,420590,Gaspar,-26.931,-48.959
5510,2,2015,420610,Grão Pará,-28.185,-49.215
5511,2,2016,420610,Grão Pará,-28.185,-49.215
5512,1,2017,420610,Grão Pará,-28.185,-49.215
5513,1,2015,420620,Gravatal,-28.331,-49.035
5514,3,2017,420620,Gravatal,-28.331,-49.035
5515,4,2015,420630,Guabiruba,-27.086,-48.981
5516,5,2016,420630,Guabiruba,-27.086,-48.981
5517,3,2017,420630,Guabiruba,-27.086,-48.981
5518,2,2015,420640,Guaraciaba,-26.599,-53.518
5519,1,2016,420640,Guaraciaba,-26.599,-53.518
5520,1,2015,420650,Guaramirim,-26.473,-49.003
5521,1,2016,420650,Guaramirim,-26.473,-49.003
5522,3,2017,420650,Guaramirim,-26.473,-49.003
5523,2,2015,420670,Herval d'Oeste,-27.194,-51.495
5524,2,2016,420670,Herval d'Oeste,-27.194,-51.495
5525,3,2017,420670,Herval d'Oeste,-27.194,-51.495
5526,3,2015,420690,Ibirama,-27.057,-49.518
5527,3,2016,420690,Ibirama,-27.057,-49.518
5528,6,2017,420690,Ibirama,-27.057,-49.518
5529,2,2015,420700,Içara,-28.713,-49.3
5530,6,2016,420700,Içara,-28.713,-49.3
5531,6,2017,420700,Içara,-28.713,-49.3
5532,2,2015,420720,Imaruí,-28.341,-48.82
5533,1,2017,420720,Imaruí,-28.341,-48.82
5534,2,2015,420730,Imbituba,-28.24,-48.67
5535,3,2016,420730,Imbituba,-28.24,-48.67
5536,4,2017,420730,Imbituba,-28.24,-48.67
5537,1,2015,420740,Imbuia,-27.493,-49.424
5538,1,2016,420740,Imbuia,-27.493,-49.424
5539,7,2015,420750,Indaial,-26.898,-49.232
5540,10,2016,420750,Indaial,-26.898,-49.232
5541,9,2017,420750,Indaial,-26.898,-49.232
5542,4,2015,420760,Ipira,-27.404,-51.773
5543,1,2016,420760,Ipira,-27.404,-51.773
