,ANO,CODMUNRES,RATE
0,2016,110001,7.841292244961969
1,2016,110002,5.66593639042079
2,2016,110003,15.90077913817777
3,2016,110004,10.241587673680257
4,2016,110005,11.13647753215658
5,2016,110009,3.0569821472242604
6,2016,110010,2.1254888624383605
7,2016,110011,1.791922015553883
8,2016,110012,5.320766190331407
9,2016,110013,2.6385920472835696
10,2016,110014,13.844023996308259
11,2016,110015,5.020080321285141
12,2016,110018,10.585931297305882
13,2016,110020,5.6727156072055225
14,2016,110025,4.476876930653177
15,2016,110028,8.823944656219116
16,2016,110030,4.266894234359166
17,2016,110034,5.916459590580996
18,2016,110037,14.29286071607232
19,2016,110045,10.403120936280885
20,2016,110060,15.590894917368257
21,2016,110080,16.181884380436102
22,2016,110090,27.909572983533355
23,2016,110100,10.067451927917043
24,2016,110110,9.847365829640571
25,2016,110143,12.827090815802975
26,2016,110150,23.777443132281842
27,2016,110170,22.73071677526898
28,2016,110180,12.28803145736053
29,2016,120001,7.082152974504249
30,2016,120020,13.402375875723425
31,2016,120025,5.869233478107759
32,2016,120030,3.0890893364636103
33,2016,120032,13.012361743656474
34,2016,120033,5.699629524080935
35,2016,120034,45.636052481460354
36,2016,120038,5.453752181500873
37,2016,120039,9.042408897730356
38,2016,120040,5.039025929766587
39,2016,120042,5.726065048098946
40,2016,120045,4.679676166409284
41,2016,120050,4.7113142211019765
42,2016,120060,12.68166484896137
43,2016,120070,11.176930814798256
44,2016,120080,23.376775173864765
45,2016,130002,12.71536652043995
46,2016,130006,27.156694125101836
47,2016,130014,9.509771290000476
48,2016,130020,10.753266304640036
49,2016,130030,10.595465140919687
50,2016,130050,3.2149172158816914
51,2016,130060,19.793651186381968
52,2016,130080,7.5216246709289205
53,2016,130100,10.671978940628223
54,2016,130120,2.3829665550644
55,2016,130130,3.66260117935758
56,2016,130140,17.41098633237573
57,2016,130150,5.22384161312229
58,2016,130165,6.216972334473112
59,2016,130170,7.640294915383733
60,2016,130180,3.6248957842462026
61,2016,130185,8.564760293771277
62,2016,130190,1.0151975066749235
63,2016,130220,14.726456078344746
64,2016,130250,5.24493863421798
65,2016,130255,3.409827121764926
66,2016,130260,4.297191880599181
67,2016,130270,3.7112636852848397
68,2016,130300,4.846604953230262
69,2016,130310,5.58659217877095
70,2016,130340,1.7743709854856453
71,2016,130370,8.555051758063136
72,2016,130380,34.22235404166001
73,2016,130390,10.723860589812332
74,2016,130395,7.630675314765356
75,2016,130406,14.4355692426138
76,2016,130410,5.543544542380398
77,2016,130420,9.641651936365097
78,2016,130423,5.367110347788751
79,2016,130426,7.532389273877674
80,2016,140002,44.30660168365086
81,2016,140005,18.688095683049898
82,2016,140010,11.028769771367475
83,2016,140017,12.10946960523129
84,2016,140020,19.47704143740566
85,2016,140023,10.716964955524595
86,2016,140040,9.672115291614276
87,2016,140047,3.6028246144977665
88,2016,140050,13.107877834578582
89,2016,140070,51.7384105960265
90,2016,150010,1.9745415772638117
91,2016,150013,13.929516645772392
92,2016,150020,1.849112426035503
93,2016,150030,13.235216263433744
94,2016,150040,1.819505094614265
95,2016,150050,3.0046271257736916
96,2016,150060,5.457621568520439
97,2016,150080,1.174549853768543
98,2016,150085,11.419435879867534
99,2016,150095,3.3343336334233604
100,2016,150100,6.269592476489028
101,2016,150110,3.440564252537416
102,2016,150120,6.673191565085861
103,2016,150125,30.93102381688834
104,2016,150140,2.4203999607203666
105,2016,150145,5.832604257801108
106,2016,150157,6.106870229007633
107,2016,150170,4.068977303244603
108,2016,150178,3.1879114398202018
109,2016,150180,2.0185708518368997
110,2016,150210,0.7546315511451533
111,2016,150215,11.476773878862652
112,2016,150220,1.4979253733578994
113,2016,150230,1.8950879320800487
114,2016,150240,1.557866968546666
115,2016,150250,4.381928925112835
116,2016,150270,8.604926320318382
117,2016,150275,3.136369338853344
118,2016,150290,5.2095543226276995
119,2016,150293,3.4933887617683537
120,2016,150295,3.050640634533252
121,2016,150307,15.782205563227462
122,2016,150310,6.240444319635559
123,2016,150320,7.989985884358271
124,2016,150330,1.6481252575195713
125,2016,150350,3.1581606872157657
126,2016,150360,9.138447479311571
127,2016,150370,1.930278346137513
128,2016,150375,22.593764121102577
129,2016,150380,7.044609992779275
130,2016,150390,7.249134634553001
131,2016,150400,3.602305475504323
132,2016,150410,12.05109664979513
133,2016,150420,3.746272458903391
134,2016,150440,3.640202395253176
135,2016,150442,2.3916769641647067
136,2016,150470,1.2717953935570845
137,2016,150475,12.863390789812195
138,2016,150480,5.319997872000851
139,2016,150495,4.824624885415159
140,2016,150503,11.951238945103976
141,2016,150506,9.675591247736602
142,2016,150510,1.9764408253616885
143,2016,150520,9.597850081581726
144,2016,150530,1.4271239171697279
145,2016,150540,5.801473574287869
