,ANO,CODMUNRES,RATE
0,2015,110001,11.72882946281961
1,2015,110002,4.789226156837578
2,2015,110003,31.471282454760033
3,2015,110004,6.878682961502304
4,2015,110005,11.119759813188036
5,2015,110006,10.62868682574268
6,2015,110008,6.0056453065881925
7,2015,110010,21.444501629782124
8,2015,110011,3.588216297678424
9,2015,110012,0.7667594445594583
10,2015,110018,2.6658136063126467
11,2015,110020,8.155179135471448
12,2015,110028,8.89015326624231
13,2015,110029,23.441162681669013
14,2015,110030,4.357251010337578
15,2015,110032,4.178331174528893
16,2015,110033,10.869565217391305
17,2015,110034,5.86063412061185
18,2015,110045,2.6428458163750728
19,2015,110070,7.032348804500703
20,2015,110080,20.6996481059822
21,2015,110110,10.005002501250626
22,2015,110120,18.47916474175367
23,2015,110146,41.254125412541256
24,2015,110148,32.77076847452073
25,2015,110150,15.896987520864794
26,2015,110160,17.62580417731559
27,2015,120010,4.1930479265378
28,2015,120013,10.707784559374666
29,2015,120020,2.4534157681031417
30,2015,120025,5.97692905385213
31,2015,120030,18.527095877721166
32,2015,120032,13.317352510320948
33,2015,120033,5.8230943923601
34,2015,120034,23.14546927438954
35,2015,120038,5.506911173522771
36,2015,120040,4.587774929159358
37,2015,120045,4.7209895194032665
38,2015,120050,4.790419161676647
39,2015,120060,2.5760581158710942
40,2015,120080,11.935310616458795
41,2015,130006,18.43827786484742
42,2015,130008,8.116883116883116
43,2015,130014,9.686168151879118
44,2015,130030,5.400588664164394
45,2015,130040,7.290489556373711
46,2015,130050,16.30895687911801
47,2015,130060,17.728700233005775
48,2015,130063,5.503274448296737
49,2015,130080,2.5450473378804848
50,2015,130120,3.6110643010183203
51,2015,130130,7.469096612764686
52,2015,130140,32.329169728141075
53,2015,130150,10.646225912913872
54,2015,130160,4.821135859608524
55,2015,130170,3.89848348992242
56,2015,130185,4.349338900487126
57,2015,130190,11.325961162249541
58,2015,130200,11.169440411035406
59,2015,130220,7.576905591756327
60,2015,130230,12.059089538739826
61,2015,130250,8.494823466949827
62,2015,130255,3.5195157146376657
63,2015,130260,6.123308861156888
64,2015,130270,1.8849075452849038
65,2015,130280,10.855995223362102
66,2015,130290,3.3342780454462098
67,2015,130300,4.912073877591119
68,2015,130330,4.112687641373638
69,2015,130340,9.858839345731571
70,2015,130356,6.550933508024893
71,2015,130360,4.463488662738796
72,2015,130370,8.44309354947653
73,2015,130380,30.166612521464703
74,2015,130390,27.37026494416466
75,2015,130406,24.57888182473619
76,2015,130410,16.527104451300133
77,2015,130420,3.2028697713150986
78,2015,130430,5.826487210860572
79,2015,140002,36.34381246592768
80,2015,140005,18.5459940652819
81,2015,140010,8.106911453818666
82,2015,140015,34.07445267910384
83,2015,140017,30.961669453216917
84,2015,140020,14.806771630225557
85,2015,140028,9.689922480620154
86,2015,140045,8.397715821296607
87,2015,140047,7.32922896511287
88,2015,140050,13.304949441192123
89,2015,140060,13.500742540839745
90,2015,140070,10.539629005059021
91,2015,150030,2.6739397828760896
92,2015,150050,2.9965240321227378
93,2015,150060,2.767987304164898
94,2015,150070,3.6310820624546114
95,2015,150080,1.7807536149298384
96,2015,150085,3.9348390650822385
97,2015,150090,11.441647597254006
98,2015,150095,3.3907500339075
99,2015,150120,4.570697259866993
100,2015,150130,4.318572452690039
101,2015,150140,2.9175561160659393
102,2015,150145,5.869922517022776
