,ANO,CODMUNRES,RATE
0,2017,110001,11.793843613633683
1,2017,110002,9.315757603987144
2,2017,110004,5.649270679155321
3,2017,110005,5.576000892160143
4,2017,110006,10.83012942004657
5,2017,110009,9.08265213442325
6,2017,110010,8.42974858274852
7,2017,110011,8.949186518945428
8,2017,110012,3.7688347516714784
9,2017,110013,2.5900696728742005
10,2017,110014,4.598335402584265
11,2017,110015,7.5454614049649145
12,2017,110018,13.140259125909962
13,2017,110020,6.160527957245936
14,2017,110025,4.51997830410414
15,2017,110028,10.512667764656412
16,2017,110030,5.228484785109275
17,2017,110032,4.135478268061701
18,2017,110033,6.922571042885328
19,2017,110037,7.1199715201139195
20,2017,110040,4.781028877414419
21,2017,110045,2.561212990472288
22,2017,110050,19.898517560441746
23,2017,110060,15.479876160990713
24,2017,110070,13.808340237503453
25,2017,110080,7.915776141850709
26,2017,110092,9.440196356084208
27,2017,110094,4.45573229960344
28,2017,110130,8.157937673356177
29,2017,110140,6.178178672927221
30,2017,110149,5.077688636132833
31,2017,110155,20.27986209693774
32,2017,110160,8.81057268722467
33,2017,110170,7.630093087135663
34,2017,120013,20.695364238410598
35,2017,120020,7.261988332405412
36,2017,120025,11.534025374855824
37,2017,120030,12.360939431396787
38,2017,120033,5.583472920156337
39,2017,120034,56.268287193337834
40,2017,120040,8.084643610653995
41,2017,120050,9.272352163935185
42,2017,120060,9.994003597841296
43,2017,120070,22.009464069549907
44,2017,120080,5.727704908643107
45,2017,130002,6.286145335680161
46,2017,130006,35.580857498665715
47,2017,130014,9.34317481080071
48,2017,130020,20.99296735593576
49,2017,130040,7.20902570017662
50,2017,130050,3.1703760065943825
51,2017,130060,24.196085073435118
52,2017,130068,5.410377103284099
53,2017,130070,5.852059925093633
54,2017,130100,7.057910152803755
55,2017,130120,2.359547910620325
56,2017,130140,20.064205457463885
57,2017,130150,10.260619741432382
58,2017,130160,5.084142559357365
59,2017,130170,3.746511061573909
60,2017,130180,7.067387540195766
61,2017,130185,2.1093931275971904
62,2017,130190,3.004386404150059
63,2017,130195,24.606299212598426
64,2017,130210,23.781212841854934
65,2017,130220,7.165376898824879
66,2017,130230,12.639029322548028
67,2017,130240,4.458215376384834
68,2017,130250,3.1100974497200915
69,2017,130260,4.17788593338666
70,2017,130290,3.214813862277374
71,2017,130310,5.489830089758722
72,2017,130340,4.39243797877574
73,2017,130353,2.89234685023428
74,2017,130360,4.207868714496107
75,2017,130370,26.00216684723727
76,2017,130380,44.89035530716226
77,2017,130390,2.628328120482561
78,2017,130406,22.000471438673685
79,2017,130410,11.154489682097045
80,2017,130420,4.8370713145547475
81,2017,130430,5.893446487505893
82,2017,140002,43.25259515570934
83,2017,140005,18.828845791752965
84,2017,140010,7.228480212035421
85,2017,140015,33.48681456676434
86,2017,140017,17.775671031581442
87,2017,140030,23.736055067647758
88,2017,140045,16.161616161616163
89,2017,140047,3.54421407052986
90,2017,140060,26.326181387389756
91,2017,140070,20.3334688897926
92,2017,150010,1.3039509714434738
93,2017,150020,1.8485655131617862
94,2017,150040,1.8100857980668281
95,2017,150050,9.03750564844103
96,2017,150060,8.973841252748239
97,2017,150080,2.7128786161218628
98,2017,150090,2.2354361335896633
99,2017,150095,3.2818089330839157
100,2017,150120,2.168726957276079
101,2017,150130,3.300602359930687
102,2017,150140,2.8231567712726586
103,2017,150145,5.797437532610586
104,2017,150150,1.6396130513198885
105,2017,150157,6.054368226675546
106,2017,150170,1.6105134316820202
107,2017,150172,27.231261488188444
108,2017,150178,3.115555970963018
109,2017,150180,6.00624649635621
110,2017,150195,3.0351777096549
111,2017,150210,4.47427293064877
112,2017,150215,5.551392011546895
113,2017,150220,2.9784065524944157
114,2017,150240,5.633716255320021
115,2017,150270,6.4417770715681435
116,2017,150277,5.72967398155045
117,2017,150280,2.985965959988056
118,2017,150293,3.444059857760328
119,2017,150295,12.161011796181443
120,2017,150304,10.128633647320976
121,2017,150309,2.541166903842244
122,2017,150320,5.297592244324955
123,2017,150345,1.6067612513456626
124,2017,150350,3.157263284185268
125,2017,150360,13.194888503192148
126,2017,150375,12.408487405385284
127,2017,150380,6.95337760317074
128,2017,150390,5.326231691078561
129,2017,150405,3.4176349965823647
130,2017,150420,6.259342989904048
131,2017,150440,7.254525009974972
132,2017,150442,2.346352985343115
133,2017,150445,3.2545726746078243
134,2017,150460,9.908511411302309
135,2017,150470,1.252740369558409
136,2017,150480,7.083908900931535
137,2017,150495,19.24094473038626
138,2017,150500,6.692544505420961
139,2017,150503,11.966016513102788
140,2017,150506,4.064930489688627
141,2017,150510,1.9713367634593018
142,2017,150520,9.487966096334482
