,MUNCOD,RATE_18,RATE_17,RATE_16,RATE_15,RATE_14,RATE_13,RATE_11,RATE_10,RATE_09,RATE_08
0,110010,0.0,0.0,0.0,0.0,0.0,2.1852669303555428,0.0,0.0,0.0,0.0
1,110120,0.0,9.301460329271697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,140002,0.0,0.0,8.861320336730174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,160060,0.0,0.0,0.0,0.0,0.0,0.0,0.9721857652560251,0.0,2.057189878625797,0.0
4,171190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,210927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,211010,0.0,3.947264545669851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,240100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8052064631956912
8,250400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25955418972373057,0.0,0.0
9,260620,0.0,0.0,0.0,0.0,1.2773512843767165,0.0,0.0,0.0,0.0,0.0
10,260960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251719242425768,0.0
11,261110,0.0,0.0,0.0,0.30124928076734214,0.0,0.0,0.0,0.0,0.0,0.0
12,261160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,270670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6559307158588485,0.0,0.0
14,290040,0.0,0.0,0.0,5.867511588335387,0.0,0.0,0.0,0.0,0.0,0.0
15,291480,0.47005734699633356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,292600,2.4271844660194177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,310620,0.03997479988615177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,313020,0.0,9.481369109699441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,313670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920816270082134
20,314600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1665611146295127,0.0,0.0
21,316720,0.0,0.4233198435409858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,320130,0.0,0.0,0.0,0.2619158621484434,0.0,0.0,0.0,0.0,0.0,0.0
23,330190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,330240,0.0,0.0,0.4175870982290131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,330455,0.0,0.0,0.0,0.01544012620141552,0.0,0.0,0.0,0.0,0.0,0.0
26,351380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,351880,0.0,0.0,0.07478944900369236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,353380,0.0,38.71467286101432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,354140,0.0,0.0,0.4469293717513821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,354730,0.0,0.7582248439952384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,354870,0.12001344150544863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,355220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17351712266966504
33,355540,0.0,1.1323361226546487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,410040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.202255553602994
35,410275,0.0,0.0,0.0,25.987525987525988,0.0,0.0,0.0,0.0,0.0,0.0
36,410425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.286694101508916
37,412190,0.0,0.0,7.352400558782443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,421820,2.2996964400699107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,430060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,431870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46683161383688904,0.0,0.0
41,500500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159387738124948
42,510340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,520810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,521880,0.0,0.0,0.0,0.4824019759184934,0.0,0.0,0.0,0.0,0.0,0.0
45,530010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
