,MUNCOD,RATE_18,RATE_17,RATE_16,RATE_15,RATE_13,RATE_12,RATE_11,RATE_10,RATE_09,RATE_08
70,330240,0.0,0.4096027263157463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,330330,0.0,0.0,0.200850400596124,0.40266078245043246,0.0,0.0,0.0,0.0,0.0,0.0
72,330350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,330390,0.0,0.0,0.3353926441685281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,330455,0.0,0.0,0.0,0.06176050480566208,0.0,0.0,0.0,0.0,0.0,0.0
75,330630,0.0,0.0,0.0,0.3802715138608967,0.0,0.0,0.0,0.0,0.0,0.0
76,350450,1.1103338773969331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,350570,0.0,0.0,0.0,0.0,0.0,0.0,0.4111132123564187,0.0,0.0,0.0
78,351100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553704320781962,0.0,0.0
79,351300,0.0,0.0,0.0,0.4356387335110739,0.0,0.0,0.0,0.0,0.0,0.0
80,351380,0.0,0.0,0.48171877258056744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,351510,0.0,0.0,1.4751873487932967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,351570,0.0,0.0,0.5353089803434542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,351880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07696552637108313,0.0
84,352530,0.6730335641838459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,353650,0.9365400464523863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,354130,2.272417397627596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,354870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13068427593723494,0.0,0.0
88,355030,0.0,0.016519478116647338,0.0,0.0,0.0,0.008789906725904779,0.0,0.0,0.009059946312570141,0.0
89,355280,0.0,0.0,0.0,0.3674079734878406,0.0,0.0,0.0,0.0,0.0,0.0
90,355650,0.0,0.0,0.0,0.857625577825233,0.0,0.0,0.0,0.0,0.0,0.0
91,411330,0.0,0.0,0.0,3.112065477857654,0.0,0.0,0.0,0.0,0.0,0.0
92,411620,0.0,0.0,6.06501698204755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,411730,0.0,4.310344827586206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,420519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,421205,0.0,38.669760247486465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,432000,0.0,0.716969227680748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,510250,0.0,0.0,1.100340005061564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,510340,0.0,0.0,0.17083299878537736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,510623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,510840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,520025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,520110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,520870,0.0,0.0,0.0,0.0,0.07175788888290907,0.0,0.0,0.0,0.0,0.0
104,521308,0.0,0.0,0.0,0.0,0.0,0.0,3.229348317509527,0.0,0.0,0.0
105,522045,0.0,0.9482358072805546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,530010,0.0,0.03290075421688966,0.06717685246888369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
