,MUNCOD,RATE_15,RATE_14,RATE_13,RATE_12,RATE_11,RATE_10,RATE_09,RATE_08
0,110001,3.9096098209398704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110002,0.0,0.9721952167995334,3.949876072638221,1.0782019903608742,0.0,4.427031454058481,0.0,1.1822986249866991
2,110004,1.146447160250384,0.0,0.0,0.0,0.0,0.0,0.0,1.277742994774031
3,110008,24.02258122635277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,110009,0.0,3.120416887696196,0.0,0.0,0.0,0.0,0.0,3.4944263899080963
5,110010,0.0,10.821808107698633,2.1852669303555428,0.0,0.0,0.0,0.0,2.466638711427937
6,110011,1.794108148839212,0.0,3.597316401964135,3.863614411281754,11.56448162211129,0.0,0.0,1.853396348809193
7,110012,0.7667594445594583,0.0,1.5621826816427913,0.0,0.0,1.7154571264377676,0.0,0.9032852484486076
8,110013,5.381117658137595,2.7463473580138418,5.612774675160666,0.0,0.0,0.0,0.0,0.0
9,110015,12.52379521090071,0.0,12.46913888126886,0.0,2.652379184128163,5.271342347328747,0.0,0.0
10,110018,7.99744081893794,2.686005909213,0.0,0.0,0.0,0.0,0.0,0.0
11,110020,0.3978136163644609,0.40484764570972825,1.4433227764581684,0.9035443787115909,1.147494331378003,0.46886941517917846,1.044852923890301,0.0
12,110025,0.0,0.0,4.344614849893557,0.0,0.0,0.0,0.0,0.0
13,110028,1.778030653248462,3.583779812568316,0.0,1.9553400336318485,0.0,0.0,0.0,0.0
14,110030,0.0,1.113622949541744,0.0,1.2560289389067525,0.0,0.0,0.0,0.0
15,110032,0.0,0.0,0.0,4.560587403657591,0.0,0.0,0.0,0.0
16,110033,3.6231884057971016,0.0,7.625729210355741,4.216029343564231,0.0,0.0,0.0,0.0
17,110037,0.0,0.0,0.0,0.0,0.0,7.796663028223921,0.0,0.0
18,110040,0.0,5.040068544932211,0.0,0.0,0.0,0.0,0.0,0.0
19,110045,2.6428458163750728,0.0,5.471207769115032,2.9942809234362366,0.0,0.0,0.0,0.0
20,110050,0.0,9.62186086789185,0.0,0.0,0.0,0.0,0.0,0.0
21,110080,4.13992962119644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,110090,0.0,0.0,0.0,28.74389192296637,0.0,0.0,0.0,0.0
23,110094,0.0,0.0,0.0,5.793071486502144,0.0,6.3000063000063,0.0,0.0
24,110100,0.0,9.683354313934347,9.493070058857034,0.0,0.0,0.0,0.0,0.0
25,110110,0.0,0.0,0.0,11.325028312570781,0.0,0.0,0.0,0.0
26,110140,0.0,0.0,0.0,6.9866554880178855,0.0,14.194464158978,0.0,0.0
27,110145,0.0,89.46144211844695,36.51634106262553,40.08016032064128,0.0,0.0,0.0,0.0
28,110146,0.0,41.118421052631575,0.0,0.0,0.0,0.0,0.0,0.0
29,110149,0.0,5.364806866952789,0.0,0.0,0.0,0.0,0.0,6.214654154496301
30,110160,8.812902088657795,0.0,0.0,18.912529550827426,9.423294383716547,0.0,0.0,0.0
31,120001,0.0,0.0,0.0,0.0,7.825338445887785,7.975753708725475,0.0,0.0
32,120017,0.0,9.83284169124877,0.0,0.0,0.0,0.0,0.0,0.0
33,120020,0.0,1.2352846713525132,0.0,0.0,0.0,0.0,2.5972676744065244,0.0
34,120030,0.0,0.0,3.0853722501619822,6.142506142506142,0.0,0.0,0.0,6.209251785159888
35,120033,11.6461887847202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,120034,0.0,0.0,0.0,0.0,12.338062924120914,25.034422330704718,0.0,13.504388926401079
37,120038,0.0,5.562044607597753,0.0,11.372036163074998,5.746796161140164,17.438818810672558,0.0,0.0
38,120039,9.294544102611766,0.0,0.0,0.0,0.0,0.0,22.58610954263128,0.0
39,120040,0.8096073404398867,0.0,0.8398797292227753,0.0,0.0,0.5955997093473419,0.3268465194114148,1.990723229749368
