,MUNCOD,RATE_17,RATE_16,RATE_15
0,150610,9.493070058857034,0.0,0.0
1,250400,0.0,0.24524590807202382,0.0
2,291790,0.0,0.0,9.039139473922083
3,330170,0.11223382345844038,0.0,0.0
4,330350,0.0,0.1254020703881821,0.0
5,330455,0.0,0.0,0.0
6,352590,0.0,0.0,0.0
7,420910,0.0,0.0,0.0
