,COUNTS,MUNCOD
0,1,110001
1,1,110040
2,2,110034
3,24,110002
4,2,110045
5,1,110060
6,4,110004
7,4,110080
8,4,110005
9,1,110094
10,5,110009
11,12,110010
12,2,110110
13,5,110011
14,14,110012
15,5,110013
16,8,110033
17,1,110050
18,9,110015
19,6,110018
20,183,110020
21,7,110025
22,1,110026
23,5,110028
24,1,110029
25,1,110160
26,14,110030
27,2,120001
28,1,120005
29,2,120010
30,1,120013
31,5,120020
32,2,120033
33,2,120034
34,3,120038
35,70,120040
36,8,120050
37,4,120045
38,3,120060
39,2,120070
40,1,130010
41,1,130014
42,1,130020
43,8,130030
44,1,130040
45,4,130050
46,4,130060
47,2,130063
48,2,130068
49,3,130080
50,5,130110
51,1,130115
52,6,130120
53,2,130130
54,2,130140
55,2,130150
56,2,130160
57,9,130170
58,8,130185
59,20,130190
60,3,130200
61,1,130210
62,3,130230
63,3,130240
64,12,130250
65,2,130255
66,1,130260
67,2,130280
68,6,130290
69,5,130300
70,3,130310
71,1,130320
72,1,130330
73,21,130340
74,5,130353
75,3,130356
76,2,130380
77,2,130390
78,1,130400
79,4,130406
80,1,130410
81,8,130420
82,3,130423
83,1,130426
84,3,130440
85,2,140005
86,2,140002
87,196,140010
88,4,140015
89,2,140017
90,4,140020
91,4,140023
92,1,140028
93,2,140030
94,1,140040
95,6,140045
96,9,140047
97,2,140050
98,21,150010
99,9,150020
100,3,150030
101,5,150040
102,2,150050
103,18,150060
104,2,150070
105,187,150080
106,2,150085
107,14,150090
108,1,150095
109,5,150120
110,1,150125
111,27,150130
112,833,150140
113,2,150145
114,17,150150
115,33,150170
116,1,150172
117,5,150178
118,11,150180
119,9,150190
120,3,150200
121,5,150195
122,13,150210
123,24,150215
124,15,150220
125,6,150230
126,55,150240
127,6,150250
128,2,150260
129,5,150270
130,3,150275
131,2,150276
132,6,150277
133,3,150280
134,1,150285
135,13,150290
136,10,150293
137,6,150295
138,2,150304
139,6,150307
140,7,150309
141,4,150310
142,3,150320
143,3,150330
144,1,150340
145,4,150345
146,2,150350
147,34,150360
148,11,150370
149,4,150375
150,7,150380
151,5,150390
152,2,150400
153,7,150405
154,2,150410
155,65,150420
156,3,150430
157,7,150440
158,54,150442
159,3,150445
160,2,150460
161,17,150470
162,9,150480
163,5,150490
164,3,150495
165,3,150497
166,7,150503
167,13,150506
168,16,150510
169,2,150520
170,5,150530
171,1,150540
172,7,150543
173,5,150548
174,21,150550
175,73,150553
176,4,150560
177,1,150565
178,4,150570
179,2,150580
180,3,150600
181,2,150610
182,1,150611
183,19,150613
184,1,150616
185,1,150618
186,4,150619
187,11,150620
188,10,150630
189,7,150635
190,2,150640
191,29,150650
192,1,150655
193,1,150658
194,9,150660
195,3,150670
196,140,150680
197,5,150700
198,7,150710
199,2,150715
200,2,150720
201,6,150730
202,1,150740
203,1,150745
204,6,150747
205,3,150750
206,14,150760
207,2,150770
208,13,150790
209,18,150795
210,4,150796
211,1,150797
212,18,150800
213,6,150803
214,3,150805
215,5,150808
216,37,150810
217,6,150812
218,2,150815
219,18,150820
220,6,150830
221,6,150840
222,2,150000
223,1,160010
224,2,160020
225,1,160021
226,1,160025
227,15,160027
228,171,160030
229,2,160040
230,4,160050
231,2,160053
232,22,160060
233,1,160070
234,1,160080
235,4,170030
236,1,170070
237,3,170100
238,1,170110
239,2,170200
240,44,170210
241,2,170220
242,1,170240
243,1,170255
244,2,170290
245,1,170300
246,1,170320
247,1,170330
248,1,170382
249,1,170384
250,1,170389
251,6,170550
252,1,171670
253,1,170650
254,2,170700
255,2,170740
256,1,170765
257,1,170770
258,3,170820
259,3,170930
260,15,170950
261,7,171190
262,2,171250
263,2,171320
264,1,171330
265,1,171420
266,81,172100
267,2,171380
268,3,171610
269,1,171650
270,1,171660
271,1,171665
272,1,171720
273,1,171800
274,2,171830
275,1,171845
276,1,171850
277,1,171870
278,1,171886
279,1,172010
280,1,172020
281,2,172030
282,1,172049
283,1,172090
284,1,172097
285,1,172110
286,3,172120
287,4,172208
288,6,172210
289,15,210005
290,2,210010
291,1,210015
292,4,210020
293,3,210030
294,2,210040
295,8,210043
296,4,210047
297,1,210050
298,1,210060
299,3,210070
300,6,210083
301,1,210087
302,2,210090
303,3,210095
304,6,210100
305,1,210110
306,39,210120
307,1,210125
308,3,210130
309,1,210135
310,18,210140
311,2,210150
312,18,210160
313,7,210170
314,3,210190
315,1,210193
316,1,210197
317,1,210200
318,6,210203
319,2,210210
320,1,210220
321,4,210230
322,14,210232
323,1,210235
324,1,210250
325,3,210255
326,3,210260
327,5,210280
328,7,210290
329,31,210300
330,6,210310
331,3,210315
332,5,210320
333,1,210325
334,45,210330
335,9,210340
336,3,210350
337,3,210355
338,12,210360
339,8,210370
340,3,210380
341,2,210390
342,3,210400
343,6,210405
344,2,210409
345,2,210420
346,1,210430
347,1,210440
348,2,210455
349,3,210460
350,1,210465
351,5,210467
352,10,210480
353,2,210490
354,1,210500
355,2,210510
356,2,210520
357,80,210530
358,1,210535
359,11,210540
360,3,210542
361,2,210560
362,2,210570
363,1,210610
364,4,210632
365,2,210635
366,1,210640
367,3,210650
368,1,210660
369,2,210663
370,1,210667
371,6,210675
372,1,210700
373,2,210740
374,31,210750
375,1,210770
376,1,210790
377,3,210800
378,1,210805
379,2,210810
380,14,210820
381,1,210825
382,6,210830
383,1,210840
384,7,210845
385,4,210850
386,18,210860
387,9,210870
388,6,210880
389,1,210890
390,3,210900
391,4,210910
392,2,210927
393,3,210930
394,2,210940
395,11,210945
396,1,210950
397,1,210955
398,10,210960
399,1,210970
400,12,210980
401,15,210990
402,13,211000
403,1,211003
404,2,211010
405,4,211020
406,2,211023
407,2,211030
408,1,211040
409,5,211050
410,4,211060
411,1,211065
412,5,211070
413,1,211107
414,6,211110
415,62,211120
416,483,211130
417,4,211140
418,9,211150
419,3,211153
420,2,211160
421,1,211163
422,3,211170
423,1,211172
424,3,211176
425,2,211178
426,1,211180
427,7,211210
428,21,211220
429,3,211223
430,1,211227
431,5,211230
432,8,211240
433,3,211245
434,6,211250
435,4,211260
436,4,211270
437,8,211280
438,1,211285
439,12,211290
440,6,211300
441,4,211400
442,2,220020
443,1,220025
444,13,220040
445,1,220050
446,1,220070
447,2,220080
448,1,220100
449,4,220120
450,1,220157
451,1,220190
452,1,220191
453,3,220200
454,1,220213
455,7,220220
456,1,220230
457,3,220240
458,1,220253
459,1,220260
460,2,220275
461,1,220290
462,4,220330
463,1,220335
464,6,220350
465,2,220370
466,8,220390
467,1,220450
468,2,220470
469,4,220480
470,2,220550
471,1,220553
472,1,220554
473,3,220570
474,4,220580
475,6,220620
476,1,220640
477,1,220660
478,1,220795
479,1,220690
480,5,220700
481,1,220730
482,1,220750
483,1,220755
484,22,220770
485,3,220790
486,3,220800
487,1,220820
488,6,220830
489,20,220840
490,2,220850
491,3,220880
492,1,220900
493,1,220937
494,1,220955
495,1,220975
496,1,220980
497,2,220987
498,3,220995
499,1,220997
500,1,221005
501,1,221037
502,1,221040
503,2,221050
504,1,221060
505,1,221065
506,1,221070
507,3,221080
508,200,221100
509,1,221120
510,1,221130
511,1,221140
512,2,230015
513,3,230020
514,1,230030
515,23,230100
516,19,230110
517,4,230120
518,3,230130
519,3,230140
520,2,230170
521,2,230185
522,3,230190
523,2,230195
524,1,230200
525,3,230205
526,4,230210
527,7,230220
528,2,230230
529,3,230240
530,4,230250
531,5,230260
532,1,230270
533,7,230280
534,2,230290
535,1,230310
536,2,230320
537,15,230350
538,1,230360
539,80,230370
540,1,230380
541,1,230390
542,1,230393
543,2,230395
544,1,230400
545,9,230410
546,11,230420
547,16,230428
548,3,230435
549,697,230440
550,3,230445
551,1,230465
552,1,230470
553,3,230490
554,4,230495
555,3,230500
556,10,230523
557,1,230530
558,1,230533
559,4,230535
560,10,230550
561,1,230560
562,2,230570
563,2,230580
564,4,230590
565,1,230610
566,1,230620
567,10,230625
568,2,230630
569,12,230640
570,4,230660
571,1,230670
572,4,230690
573,1,230700
574,3,230720
575,3,230725
576,34,230730
577,1,230750
578,5,230760
579,1,230763
580,39,230765
581,5,230770
582,1,230790
583,1,230800
584,1,230810
585,1,230835
586,1,230837
587,8,230840
588,1,230850
589,2,230860
590,6,230870
591,2,230900
592,2,230910
593,1,230920
594,2,230930
595,1,230940
596,4,230950
597,9,230960
598,10,230970
599,1,230990
600,2,231010
601,5,231020
602,5,231025
603,3,231030
604,2,231040
605,1,231050
606,1,231060
607,4,231070
608,2,231080
609,4,231085
610,1,231090
611,3,231100
612,1,231110
613,1,231120
614,1,231126
615,7,231130
616,3,231140
617,1,231150
618,8,231160
619,1,231170
620,6,231180
621,3,231220
622,1,231200
623,2,231230
624,7,231240
625,1,231260
626,1,231270
627,19,231290
628,4,231310
629,2,231320
630,1,231325
631,5,231330
632,1,231335
633,5,231340
634,6,231350
635,2,231355
636,3,231360
637,3,231375
638,5,231380
639,4,231410
640,14,240020
641,1,240040
642,1,240050
643,5,240070
644,6,240080
645,2,240100
646,4,240110
647,1,240120
648,3,240140
649,4,240145
650,2,240150
651,1,240165
652,5,240200
653,1,240210
654,10,240220
