,COUNTS,MUNCOD
0,2,110001
1,1,110002
2,3,110004
3,1,110009
4,1,110011
5,3,110012
6,1,110050
7,1,110020
8,1,110170
9,1,120010
10,4,120040
11,1,130370
12,1,140010
13,1,150060
14,1,150130
15,1,150145
16,1,150360
17,1,150430
18,1,150480
19,1,150550
20,1,150660
21,1,150680
22,2,150830
23,2,160030
24,3,170210
25,1,171330
26,2,171488
27,1,171660
28,1,210120
29,3,210140
30,1,210230
31,1,210440
32,1,210570
33,1,210950
34,4,211130
35,1,211400
36,1,220180
37,1,220200
38,1,220265
39,1,220350
40,2,220570
41,3,220770
42,1,221100
43,1,221110
44,1,230020
45,1,230100
46,1,230250
47,1,230330
48,1,230370
49,1,230410
50,1,230425
51,4,230440
52,2,230550
53,1,230600
54,1,230730
55,2,230760
56,3,230765
57,1,230930
58,1,231000
59,1,231160
60,1,231180
61,1,231290
62,2,231330
63,1,240010
64,1,240310
65,1,240330
66,6,240810
67,1,241120
68,2,241250
69,1,241310
70,1,241470
71,1,250030
72,2,250750
73,1,251250
74,1,251550
75,1,260010
76,2,260170
77,2,260290
78,1,260380
79,2,260640
80,1,260680
81,1,260720
82,6,260790
83,1,260805
84,1,260860
85,4,260960
86,2,261010
87,1,261050
88,1,261110
89,13,261160
90,1,261320
91,1,261360
92,1,261600
93,1,261640
94,1,270430
95,1,290320
96,4,290390
97,1,290410
98,1,290520
99,1,290650
100,1,291072
101,3,291080
102,1,291185
103,1,291320
104,2,291350
105,1,291360
106,1,292100
107,1,292170
108,1,292630
109,19,292740
110,2,292810
111,1,292880
112,1,293290
113,1,310160
114,8,310400
115,32,310620
116,2,310740
117,1,310950
118,1,310990
119,1,311070
120,2,311330
121,3,311410
122,1,311940
123,1,312280
124,1,312700
125,1,312860
126,1,313140
127,1,313330
128,1,313630
129,17,313670
130,2,314390
131,1,314800
132,1,314930
133,1,315200
134,1,315670
135,1,315780
136,1,315790
137,1,316255
138,2,316370
139,3,316720
140,1,316810
141,1,316920
142,1,316940
143,9,317010
144,8,317020
145,1,317040
146,1,317140
147,1,320100
148,1,320120
149,1,320310
150,9,320320
151,2,320340
152,1,320370
153,8,320390
154,2,320480
155,1,320500
156,1,320503
157,1,320520
158,1,330023
159,1,330025
160,60,330030
161,1,330040
162,1,330045
163,7,330050
164,4,330060
165,1,330090
166,1,330100
167,9,330110
168,1,330130
169,3,330170
170,12,330180
171,1,330200
172,1,330220
173,1,330225
174,2,330230
175,4,330250
176,1,330270
177,12,330280
178,12,330290
179,2,330330
180,4,330340
181,3,330350
182,1,330380
183,17,330390
184,50,330455
185,7,330490
186,2,330510
187,1,330515
188,1,330610
189,1,330615
190,33,330620
191,2,330630
192,2,350010
193,1,350080
194,2,350100
195,1,350115
196,1,350140
197,1,350160
198,1,350170
199,2,350210
200,1,350270
201,1,350320
202,2,350410
203,1,350450
204,2,350460
205,1,350535
206,1,350550
207,1,350560
208,2,350570
209,2,350590
210,1,350630
211,1,350660
212,1,350740
213,2,350780
214,1,350870
215,1,350940
216,6,350950
217,1,351000
218,1,351040
219,5,351050
220,8,351110
221,4,351130
222,1,351150
223,3,351370
224,3,351380
225,4,351410
226,1,351420
227,1,351440
228,8,351535
229,2,351570
230,1,351620
231,1,351670
232,1,351720
233,6,351750
234,1,351830
235,3,351840
236,4,351880
237,2,351930
238,3,351940
239,1,352010
240,1,352050
241,1,352240
242,1,352290
243,1,352310
244,2,352400
