,COUNTS,MUNCOD
0,2,110001
1,3,110002
2,1,110045
3,12,110004
4,1,110008
5,2,110094
6,3,110009
7,3,110010
8,1,110110
9,3,110011
10,6,110012
11,2,110013
12,3,110140
13,1,110033
14,1,110050
15,9,110015
16,16,110018
17,24,110020
18,3,110025
19,1,110147
20,2,110028
21,1,110149
22,4,110032
23,1,110170
24,1,110180
25,1,110030
26,3,120020
27,1,120025
28,1,120033
29,17,120040
30,2,120050
31,3,120060
32,5,120070
33,1,130080
34,1,130110
35,1,130150
36,1,130165
37,1,130210
38,1,130250
39,27,130260
40,5,130290
41,1,130300
42,6,130340
43,1,130356
44,2,130370
45,1,130390
46,2,130420
47,3,130426
48,3,140005
49,15,140010
50,1,140030
51,1,140040
52,1,140050
53,8,150010
54,7,150020
55,1,150030
56,1,150034
57,3,150060
58,3,150080
59,1,150110
60,13,150120
61,2,150125
62,7,150130
63,22,150140
64,9,150170
65,2,150180
66,4,150200
67,6,150215
68,5,150220
69,1,150230
70,10,150240
71,3,150277
72,1,150280
73,1,150290
74,1,150293
75,1,150307
76,3,150310
77,23,150330
78,1,150345
79,1,150350
80,1,150370
81,1,150400
82,1,150405
83,1,150420
84,10,150470
85,6,150480
86,1,150506
87,7,150540
88,6,150543
89,6,150548
90,1,150550
91,4,150553
92,2,150560
93,1,150565
94,1,150570
95,1,150590
96,2,150613
97,4,150620
98,1,150650
99,11,150660
100,3,150730
101,1,150745
102,1,150747
103,2,150750
104,9,150780
105,3,150790
106,3,150795
107,1,150797
108,2,150803
109,2,150812
110,3,150820
111,3,150830
112,1,160020
113,4,160027
114,5,160030
115,1,160053
116,1,170035
117,1,170070
118,8,170210
119,3,170220
120,9,170230
121,1,170255
122,1,170300
123,1,170305
124,2,170384
125,1,170386
126,1,170388
127,3,170550
128,2,170650
129,1,170730
130,2,170765
131,1,170770
132,2,170820
133,1,170900
134,1,170930
135,4,170950
136,1,171488
137,1,171510
138,4,172100
139,1,171575
140,7,171620
141,4,171630
142,3,171660
143,1,171720
144,15,171750
145,1,171870
146,1,171888
147,1,172015
148,1,172110
149,5,172120
150,1,172208
151,7,210005
152,1,210020
153,1,210030
154,2,210043
155,4,210047
156,19,210060
157,4,210080
158,6,210083
159,1,210090
160,4,210095
161,12,210120
162,1,210130
163,10,210140
164,1,210160
165,1,210170
166,1,210177
167,1,210180
168,2,210200
169,1,210207
170,5,210210
171,3,210230
172,1,210235
173,1,210270
174,1,210280
175,2,210300
176,1,210310
177,1,210312
178,3,210317
179,4,210330
180,129,210350
181,3,210355
182,2,210360
183,17,210370
184,2,210375
185,2,210405
186,7,210407
187,1,210408
188,1,210440
189,2,210450
190,13,210455
191,12,210465
192,7,210467
193,4,210490
194,1,210510
195,1,210515
196,1,210520
197,23,210530
198,1,210540
199,27,210545
200,1,210547
201,3,210550
202,1,210560
203,1,210580
204,1,210598
205,2,210610
206,1,210630
207,3,210632
208,5,210660
209,1,210670
210,1,210675
211,3,210680
212,3,210690
213,2,210700
214,7,210750
215,35,210770
216,7,210790
217,1,210805
218,10,210810
219,15,210820
220,1,210825
221,3,210840
222,1,210845
223,3,210850
224,4,210860
225,3,210880
226,4,210905
227,1,210910
228,3,210923
229,53,210940
230,1,210945
231,1,210950
232,2,210955
233,1,210960
234,6,210990
235,8,211000
236,3,211003
237,1,211010
238,1,211023
239,1,211030
240,1,211040
241,9,211050
242,2,211065
243,1,211080
244,1,211085
245,1,211090
246,4,211100
247,3,211110
248,4,211120
249,22,211130
250,23,211140
251,1,211157
252,12,211163
253,2,211170
254,1,211176
255,3,211178
256,5,211180
257,1,211190
258,12,211195
259,1,211200
260,10,211210
261,1,211220
262,3,211223
263,6,211250
264,1,211280
265,25,211300
266,14,211400
267,4,220025
268,1,220120
269,1,220191
270,1,220200
271,4,220208
272,2,220250
273,2,220260
274,1,220265
275,1,220300
276,10,220320
277,1,220465
278,1,220545
279,1,220550
280,2,220552
281,6,220570
282,2,220580
283,1,220595
284,1,220610
285,6,220650
286,2,220669
287,1,220675
288,1,220700
289,21,220770
290,1,220780
291,1,220810
292,1,221005
293,11,221100
294,1,221110
295,3,221120
296,1,230010
297,2,230020
298,2,230030
299,2,230040
300,2,230060
301,2,230075
302,2,230090
303,5,230100
304,1,230110
305,2,230120
306,1,230130
307,1,230140
308,4,230160
309,3,230170
310,2,230180
311,216,230190
312,1,230195
313,3,230200
314,1,230220
315,2,230240
316,13,230250
317,2,230270
318,1,230280
319,1,230290
320,20,230320
321,2,230350
322,1,230365
323,5,230370
324,2,230380
325,6,230410
326,26,230420
327,2,230428
328,37,230430
329,131,230440
330,1,230450
331,1,230465
332,1,230480
333,1,230523
334,1,230540
335,12,230550
336,1,230590
337,1,230630
338,7,230640
339,1,230650
340,1,230690
341,3,230700
342,22,230710
343,1,230720
344,65,230730
345,5,230740
346,5,230750
347,8,230760
348,7,230765
349,5,230770
350,1,230800
351,6,230810
352,19,230830
353,25,230840
354,2,230860
355,2,230870
356,1,230910
357,1,230950
358,2,230960
359,1,230970
360,3,231000
361,1,231025
362,10,231030
363,2,231050
364,1,231080
365,1,231085
366,1,231095
367,4,231110
368,1,231120
369,2,231126
370,3,231140
371,5,231160
372,1,231170
373,20,231180
374,2,231190
375,5,231195
376,2,231200
377,3,231210
378,1,231240
379,1,231260
380,1,231280
381,6,231290
382,2,231310
383,3,231320
384,2,231325
385,11,231330
386,7,231340
387,2,231350
388,1,231380
389,26,231400
390,3,240310
391,1,240420
392,1,240770
393,1,240800
394,3,240810
395,1,240325
396,1,241000
397,1,250060
398,1,250100
399,1,250310
400,4,250400
401,1,250430
402,1,250435
403,1,250480
404,1,250510
405,1,250660
406,9,250750
407,1,251080
408,3,251250
409,1,251335
410,2,251370
411,1,251630
412,21,260005
413,29,260010
414,4,260030
415,2,260040
416,2,260050
417,8,260070
418,2,260090
419,5,260105
420,15,260110
421,3,260120
422,4,260140
423,2,260160
424,2,260170
425,5,260190
426,1,260200
427,2,260210
428,4,260220
429,1,260260
430,1,260270
431,8,260280
432,41,260290
433,1,260300
434,1,260310
435,29,260345
436,3,260350
437,1,260370
438,1,260380
439,7,260390
440,1,260392
441,10,260400
442,16,260410
443,1,260415
444,1,260420
445,7,260440
446,3,260450
447,1,260510
448,2,260515
449,14,260520
450,1,260530
451,6,260540
452,1,260545
453,2,260550
454,3,260570
455,3,260600
456,2,260610
457,2,260620
458,7,260640
459,1,260650
460,1,260660
461,29,260680
462,2,260690
463,2,260760
464,1,260700
465,3,260710
466,16,260720
467,1,260730
468,1,260740
469,1,260770
470,7,260775
471,4,260780
472,114,260790
473,1,260795
474,1,260800
475,3,260810
476,1,260820
477,1,260850
478,4,260845
479,1,260860
480,1,260875
481,1,260880
482,3,260890
483,3,260900
484,2,260910
485,1,260915
486,7,260940
487,7,260950
488,91,260960
489,2,260970
490,3,261000
491,1,261010
492,1,261050
493,18,261060
494,53,261070
495,1,261080
496,4,261090
497,4,261100
498,28,261110
499,1,261120
500,5,261130
501,2,261150
502,290,261160
503,1,261170
504,8,261180
505,8,261190
506,1,261220
507,4,261250
508,1,261270
509,2,261290
510,3,261300
511,2,261330
512,3,261340
513,1,261360
514,31,261370
515,1,261380
516,13,261390
517,2,261400
518,10,261420
519,5,261450
520,5,261460
521,4,261485
522,1,261500
523,1,261520
524,6,261530
525,1,261540
526,1,261560
527,1,261580
528,1,261620
529,3,261630
530,17,261640
531,3,270030
532,1,270040
533,1,270050
534,1,270100
535,1,270110
536,1,270120
537,1,270135
538,1,270170
539,1,270200
540,12,270230
541,1,270240
542,1,270300
543,1,270340
544,1,270375
545,38,270430
546,1,270440
547,1,270450
548,1,270470
549,1,270510
550,2,270550
551,1,270630
552,1,270660
553,2,270670
554,1,270710
555,5,270770
556,1,270780
557,2,270790
558,1,270850
559,1,270860
560,1,270870
561,2,270890
562,1,270915
563,2,270930
564,1,270940
565,16,280030
566,1,280067
567,4,280130
568,1,280150
569,1,280210
570,1,280270
571,1,280280
572,1,280290
573,5,280350
574,6,280480
575,1,280510
576,2,280570
577,5,280590
578,1,280630
579,3,280670
580,2,280710
581,1,290040
582,1,290100
583,1,290110
584,1,290140
585,1,290150
586,1,290170
587,1,290205
588,1,290210
589,8,290270
590,1,290290
591,10,290320
592,2,290350
593,6,290390
594,1,290410
595,2,290440
596,2,290450
597,8,290460
598,3,290500
599,1,290520
600,1,290530
601,2,290560
602,3,290570
603,11,290590
604,2,290650
605,1,290710
606,1,290720
607,2,290750
608,1,290790
609,6,290840
610,1,290850
611,1,290940
612,1,291005
613,1,291010
614,1,291050
615,1,291070
616,7,291072
617,30,291080
618,1,291110
619,1,291140
620,2,291170
621,3,291200
622,1,291290
623,16,291300
624,1,291320
625,1,291345
626,5,291350
627,6,291360
628,1,291390
629,1,291430
630,1,291440
631,1,291450
632,1,291460
633,2,291465
634,9,291480
635,1,291490
636,1,291560
637,16,291580
638,2,291610
639,1,291733
640,1,291750
641,11,291800
642,7,291840
643,1,291880
644,3,291905
645,3,291920
646,1,291930
647,3,291940
648,1,291980
649,2,292010
650,1,292070
651,1,292100
652,1,292150
653,1,292170
654,1,292180
655,1,292210
656,3,292250
657,3,292273
658,5,292303
659,2,292320
660,1,292350
661,1,292370
662,1,292405
663,1,292440
664,1,292480
665,2,292530
666,1,292550
667,1,292595
668,1,292660
669,2,292665
670,2,292690
671,1,292720
672,69,292740
673,1,292790
674,1,292805
675,4,292840
676,1,292800
677,1,292860
678,1,292870
679,2,292880
680,1,292890
681,1,292905
682,1,292920
683,1,292930
684,1,292950
685,1,292960
686,5,292990
687,4,293010
688,1,293020
689,3,293070
690,3,293130
691,11,293135
692,1,293190
693,1,293210
694,1,293230
695,1,293260
696,1,293270
697,2,293290
698,2,293300
699,1,293315
700,8,293330
701,16,310110
702,1,310150
703,6,310160
704,1,310190
705,1,310200
706,1,310250
707,1,310285
708,1,310340
709,4,310350
710,2,310400
711,1,310430
712,1,310460
713,1,310490
714,6,310540
715,2,310560
716,103,310620
717,13,310670
718,1,310690
719,1,310730
720,6,310740
721,2,310780
722,1,310800
723,1,310840
724,1,310880
725,2,310890
726,1,310970
727,3,310270
728,1,311000
729,1,311010
730,1,311050
731,1,311090
732,1,311160
733,1,311230
734,1,311320
735,6,311330
736,9,311340
737,1,311390
738,3,311530
739,5,311550
740,7,311610
741,1,311690
742,2,311700
743,3,311730
744,1,311750
745,1,311790
746,2,311830
747,22,311860
748,1,311880
749,11,311930
750,2,311940
751,1,312100
752,1,312120
753,1,312125
754,4,312160
755,2,312200
756,1,312230
757,1,312235
758,1,312310
759,1,312352
760,4,312410
761,1,312440
762,1,312450
763,1,312510
764,1,312595
765,1,312610
766,2,312650
767,1,312710
768,1,312740
769,1,312760
770,5,312770
771,2,312780
772,1,312800
773,1,312830
774,1,312850
775,11,312870
776,1,312920
777,1,312960
778,1,312970
779,11,312980
780,1,313055
781,1,313110
782,1,313115
783,23,313130
784,2,313150
785,2,313160
786,11,313170
787,1,313220
788,18,313240
789,6,313250
790,1,313270
791,1,313375
792,3,313380
793,1,313410
794,7,313420
795,1,313460
796,1,313500
797,1,313510
798,1,313550
799,3,313630
800,1,313652
801,1,313665
802,34,313670
803,5,313710
804,1,313753
805,4,313760
806,2,313835
807,2,313867
808,3,313900
809,1,313910
810,1,313920
811,1,313940
812,1,313960
813,2,313990
814,4,314000
815,1,314030
816,1,314060
817,1,314090
818,1,314160
819,14,314180
820,1,314220
821,1,314300
822,10,314310
823,1,314340
824,3,314330
825,1,314390
826,1,314400
827,4,314410
828,1,314450
829,1,314460
830,1,314470
831,8,314480
832,1,314510
833,1,314585
834,2,314587
835,4,314590
836,13,314610
837,2,314710
838,3,314790
839,9,314800
840,1,314810
841,2,314870
842,1,314930
843,1,314970
844,1,315050
845,1,315100
846,3,315120
847,4,315150
848,2,315180
849,1,315200
850,1,315210
851,9,315250
852,2,315280
853,1,315290
854,1,315340
855,2,315430
856,13,315460
857,1,315490
858,1,315550
859,1,315560
860,1,315590
861,1,315610
862,15,315670
863,1,315680
864,5,315690
865,3,315700
866,1,315720
867,3,315725
868,1,315733
869,1,315770
870,10,315780
871,1,315800
872,1,315810
873,3,315960
874,1,315890
875,1,315895
876,1,315900
877,3,316070
878,1,316095
879,2,316100
880,2,316110
881,1,312550
882,2,316220
883,1,316230
884,12,316250
885,1,316280
886,1,316294
887,1,316553
888,1,316620
889,6,316720
890,1,316750
891,2,316800
892,2,316860
893,4,316870
894,1,316905
895,3,316935
896,2,316940
897,1,316960
898,1,316970
899,1,316990
900,45,317010
901,47,317020
902,1,317057
903,1,317110
904,8,317120
905,2,317130
906,1,320010
907,3,320020
908,1,320035
909,2,320060
910,5,320080
911,1,320100
912,1,320110
913,23,320120
914,10,320130
915,2,320140
916,1,320150
917,1,320160
918,1,320230
919,1,320240
920,1,320245
921,1,320260
922,10,320320
923,4,320332
