,COUNTS,MUNCOD
0,43,110001
1,22,110037
2,3,110040
3,6,110034
4,58,110002
5,4,110045
6,2,110003
7,2,110060
8,77,110004
9,3,110070
10,10,110080
11,1,110090
12,53,110005
13,2,110092
14,30,110006
15,4,110007
16,12,110008
17,5,110094
18,1,110009
19,1,110100
20,37,110010
21,33,110011
22,21,110012
23,13,110013
24,5,110130
25,7,110140
26,24,110014
27,7,110033
28,3,110050
29,12,110015
30,1,110145
31,25,110018
32,5,110146
33,100,110020
34,7,110025
35,2,110147
36,2,110026
37,46,110028
38,4,110029
39,5,110149
40,11,110032
41,3,110155
42,1,110170
43,3,110175
44,33,110030
45,1,120005
46,2,120010
47,2,120017
48,13,120020
49,1,120030
50,5,120033
51,12,120038
52,7,120039
53,11,120040
54,2,120042
55,2,120043
56,8,120050
57,7,120045
58,29,120060
59,9,120070
60,8,130006
61,11,130010
62,2,130014
63,1,130020
64,7,130030
65,12,130050
66,3,130063
67,3,130068
68,4,130070
69,5,130080
70,14,130090
71,2,130100
72,3,130110
73,14,130120
74,10,130130
75,4,130140
76,1,130160
77,2,130165
78,7,130170
79,3,130180
80,23,130185
81,7,130190
82,18,130230
83,1,130240
84,13,130250
85,3,130255
86,683,130260
87,6,130270
88,1,130280
89,25,130290
90,5,130320
91,1,130330
92,20,130340
93,5,130350
94,3,130353
95,6,130356
96,4,130380
97,6,130390
98,3,130395
99,3,130400
100,1,130406
101,2,130420
102,2,130426
103,5,130430
104,4,130440
105,3,140005
106,2,140002
107,66,140010
108,10,140015
109,1,140017
110,3,140023
111,1,140030
112,1,140040
113,5,140047
114,2,140050
115,1,140070
116,163,150010
117,2,150013
118,12,150020
119,24,150030
120,9,150034
121,10,150040
122,17,150050
123,15,150060
124,25,150070
125,335,150080
126,28,150085
127,88,150090
128,31,150095
129,1,150100
130,1,150110
131,50,150120
132,2,150125
133,13,150130
134,869,150140
135,10,150150
136,14,150157
137,1,150160
138,24,150170
139,68,150172
140,5,150178
141,36,150180
142,235,150190
143,8,150200
144,1,150195
145,10,150210
146,1,150215
147,4,150220
148,40,150230
149,77,150240
150,3,150250
151,10,150260
152,266,150270
153,18,150275
154,9,150276
155,27,150277
156,35,150280
157,4,150290
158,52,150293
159,12,150295
160,4,150300
161,14,150304
162,13,150307
163,68,150309
164,19,150310
165,1,150320
166,134,150330
167,1,150340
168,50,150345
169,8,150350
170,12,150360
171,5,150370
172,4,150375
173,36,150380
174,5,150390
175,142,150400
176,34,150405
177,16,150420
178,2,150430
179,1,150440
180,47,150442
181,16,150445
182,24,150450
183,97,150460
184,9,150470
185,5,150480
186,48,150490
187,11,150495
188,3,150497
189,10,150503
190,3,150506
191,36,150510
192,47,150520
193,31,150530
194,7,150540
195,204,150543
196,55,150548
197,1,150549
