,COUNTS,MUNCOD
0,1,110005
1,1,110008
2,2,110009
3,1,110015
4,2,110018
5,1,110020
6,2,110155
7,2,110030
8,1,120040
9,1,130130
10,7,130260
11,1,130340
12,1,130420
13,1,140010
14,1,150178
15,1,150307
16,1,150310
17,1,150420
18,2,150830
19,1,170210
20,1,171575
21,1,210095
22,1,210150
23,1,210180
24,1,210330
25,1,210455
26,2,210480
27,2,210580
28,1,210650
29,1,210760
30,1,210860
31,2,210990
32,3,211130
33,1,220350
34,1,220400
35,1,220770
36,1,221100
37,1,230100
38,1,230250
39,1,230420
40,1,230423
41,14,230440
42,1,230860
43,1,230945
44,4,240810
45,3,250400
46,1,251370
47,1,260290
48,2,260720
49,3,260790
50,5,260960
51,1,261030
52,14,261160
53,1,261190
54,1,261530
55,1,261630
56,1,280480
57,1,280590
58,2,290460
59,1,290520
60,1,290650
61,1,290750
62,1,291200
63,3,291300
64,1,291345
65,2,291360
66,1,291440
67,1,291460
68,1,291840
69,1,291980
70,1,292320
71,1,292700
72,7,292740
73,1,293070
74,4,293245
75,1,293330
76,1,310260
77,5,310400
78,68,310620
79,4,310670
80,1,310690
81,1,310770
82,1,311000
83,1,311070
84,1,311270
85,2,311330
86,1,311340
87,1,311730
88,1,311860
89,1,311930
90,2,312360
91,1,312410
92,1,312595
93,1,313190
94,1,313420
95,2,313510
96,2,313670
97,1,313820
98,1,314320
99,1,314340
100,5,314330
101,1,314410
102,1,315120
103,1,315170
104,1,315300
105,2,315450
106,1,315460
107,1,315670
108,1,315725
109,1,316220
110,3,316250
111,2,316370
112,1,316870
113,1,316930
114,1,317010
115,2,317020
116,1,317040
117,2,317120
118,3,320120
119,1,320140
120,1,320320
121,1,320332
122,1,320390
123,1,320460
124,1,320500
125,1,320510
126,1,320520
127,2,320530
128,2,330010
129,15,330030
130,1,330160
131,12,330180
132,1,330190
133,1,330220
134,3,330270
135,1,330290
136,1,330330
137,1,330340
138,4,330350
139,1,330370
140,4,330390
141,2,330400
142,1,330410
143,12,330455
144,1,330460
145,3,330490
146,1,330510
147,1,330580
148,1,350010
149,1,350040
150,2,350100
151,1,350280
152,2,350320
153,2,350450
154,1,350490
155,1,350530
156,1,350635
157,2,350750
158,1,350780
159,1,350940
160,5,350950
161,1,350960
162,1,351070
163,5,351110
164,1,351120
165,1,351220
166,1,351350
167,1,351380
168,2,351440
169,1,351480
170,1,355730
171,1,351560
172,2,351570
173,2,351620
174,2,351640
175,1,351750
176,5,351880
177,1,351907
178,2,351960
179,1,352260
180,1,352320
181,1,352570
182,3,352590
183,1,352600
184,1,352710
185,1,352720
186,1,352740
187,1,352760
188,2,352900
189,1,352930
190,2,352940
191,1,352990
192,1,353020
193,1,353050
194,2,353060
195,1,353080
196,1,353160
197,1,353280
198,1,353325
199,1,353390
200,1,353440
201,1,353600
202,1,353800
203,4,353870
204,1,353950
205,1,354000
206,1,354020
207,1,354140
208,9,354340
209,1,354480
210,1,354490
211,1,354560
212,1,354600
213,1,354640
214,1,354700
215,15,354780
216,1,354800
217,3,354850
218,3,354870
219,1,354890
220,1,354910
221,5,354980
222,1,354990
223,91,355030
224,1,355080
225,1,355090
226,3,355170
227,1,355220
228,1,355240
229,1,355250
230,1,355300
231,1,355410
232,2,355450
233,3,355500
234,1,355540
235,1,355620
236,1,355645
237,2,355670
238,5,410040
239,1,410110
240,1,410140
241,4,410150
242,2,410160
243,1,410337
244,1,410350
245,3,410370
246,1,410430
247,2,410490
248,1,410500
249,1,410580
250,1,410640
251,20,410690
252,1,410830
253,2,410840
254,1,410860
255,2,410895
256,2,410940
257,1,411010
258,1,411070
259,1,411130
260,1,411180
261,1,411280
262,1,411370
263,1,411520
264,1,411540
265,1,411670
266,1,411760
267,1,411770
268,4,411820
269,2,411840
270,1,411850
271,1,411885
272,1,411910
273,1,411915
274,1,411950
275,6,411990
276,2,412080
277,1,412230
278,1,412290
279,2,412635
280,1,412650
281,1,412710
282,1,412810
283,1,420200
284,7,420240
285,1,420260
286,3,420290
287,1,420380
288,1,420420
289,1,420580
290,1,420600
291,1,420730
292,4,420820
293,4,420840
294,2,420890
295,5,420910
296,1,420985
297,2,421010
298,1,421080
299,1,421100
300,1,421160
301,2,421170
302,1,421190
303,1,421220
304,2,421320
305,1,421380
306,1,421490
307,1,421507
308,1,421600
309,1,421630
310,1,421690
311,1,421790
312,1,421830
313,1,430030
314,2,430060
315,1,430087
316,1,430090
317,1,430210
318,3,430280
319,2,430310
320,2,430350
321,1,430450
322,1,430460
323,1,430470
324,3,430510
325,3,430520
326,1,430535
327,1,430610
328,4,430700
329,1,430720
330,1,430920
331,1,430925
332,1,431130
333,1,431140
334,1,431265
335,1,431340
336,1,431390
337,5,431410
338,1,431440
339,2,431460
340,2,431470
341,14,431490
342,2,431515
343,1,431531
344,1,431550
345,5,431560
346,3,431640
347,7,431680
348,1,431750
349,1,431760
350,1,431770
351,1,431820
352,1,431830
353,5,431870
354,1,431900
355,1,431910
356,1,432000
357,1,432100
358,1,432150
359,1,432170
360,1,432185
361,1,432195
362,1,432200
363,3,432252
364,3,432270
365,2,432280
366,1,500085
367,5,500270
368,2,500320
369,1,500830
370,3,510250
371,2,510340
372,2,510515
373,1,510562
374,1,510590
375,1,510626
376,1,510680
377,1,510682
378,1,510760
379,1,510792
380,1,510810
381,2,510840
382,1,520030
383,1,520110
384,2,520330
385,3,520440
386,1,520540
387,7,520870
388,2,521120
389,1,521250
390,2,521710
391,1,521730
392,2,521830
393,1,521880
394,1,522010
395,24,530010
