,COUNTS,MUNCOD
0,1,110001
1,2,110034
2,13,110002
3,5,110045
4,1,110003
5,8,110004
6,2,110070
7,2,110080
8,1,110092
9,1,110006
10,1,110007
11,2,110008
12,5,110009
13,3,110010
14,2,110110
15,6,110011
16,7,110012
17,4,110013
18,1,110014
19,2,110033
20,1,110143
21,1,110050
22,2,110018
23,55,110020
24,3,110025
25,1,110026
26,3,110028
27,1,110148
28,4,110032
29,1,110175
30,9,110030
31,1,120020
32,3,120038
33,20,120040
34,2,120050
35,2,120045
36,2,120060
37,1,130014
38,1,130050
39,2,130070
40,2,130110
41,1,130120
42,1,130165
43,2,130170
44,1,130185
45,40,130260
46,1,130320
47,4,130340
48,1,130380
49,1,130406
50,2,140005
51,3,140002
52,78,140010
53,1,140015
54,2,140017
55,1,140020
56,2,140028
57,5,140030
58,1,140045
59,3,140047
60,3,140050
61,1,140070
62,9,150010
63,7,150020
64,1,150034
65,2,150040
66,18,150060
67,34,150080
68,1,150085
69,2,150090
70,4,150095
71,1,150100
72,1,150120
73,15,150130
74,88,150140
75,2,150150
76,4,150170
77,2,150172
78,4,150178
79,6,150180
80,4,150190
81,1,150200
82,3,150210
83,4,150215
84,8,150220
85,1,150230
86,15,150240
87,1,150250
88,2,150260
89,2,150270
90,1,150275
91,1,150276
92,1,150277
93,3,150280
94,3,150290
95,3,150293
96,3,150295
97,1,150307
98,2,150309
99,1,150310
100,1,150320
101,9,150330
102,1,150340
103,1,150345
104,2,150350
105,5,150360
106,3,150370
107,3,150380
108,1,150390
109,1,150400
110,2,150405
111,19,150420
112,4,150440
113,11,150442
114,7,150445
115,2,150450
116,2,150460
117,4,150470
118,1,150475
119,2,150480
120,2,150495
121,1,150497
122,2,150506
123,1,150510
124,1,150540
125,1,150543
126,3,150548
127,1,150549
128,13,150550
129,9,150553
130,1,150555
131,1,150560
132,1,150570
133,7,150580
134,1,150590
135,1,150610
136,12,150613
137,3,150618
138,2,150619
139,6,150620
140,3,150635
141,9,150650
142,2,150655
143,1,150658
144,14,150680
145,3,150700
146,1,150710
147,1,150720
148,1,150730
149,1,150745
150,2,150747
151,4,150760
152,1,150780
153,9,150795
154,1,150797
155,8,150800
156,1,150805
157,6,150808
158,5,150810
159,3,150812
160,12,150815
161,4,150820
162,1,150830
163,3,150840
164,2,160023
165,10,160030
166,1,160015
167,1,160053
168,2,160060
169,2,170035
170,2,170070
171,1,170100
172,2,170110
173,9,170210
174,1,170220
175,2,170255
176,1,170310
177,1,170320
178,1,170330
179,1,170380
180,1,170386
181,2,170610
182,2,170650
183,4,170700
184,1,170755
