,COUNTS,MUNCOD
0,37,110001
1,7,110037
2,7,110040
3,9,110034
4,82,110002
5,23,110045
6,1,110003
7,1,110060
8,50,110004
9,13,110070
10,10,110080
11,3,110090
12,8,110005
13,2,110092
14,3,110006
15,3,110007
16,19,110008
17,11,110094
18,15,110009
19,3,110100
20,10,110010
21,2,110110
22,17,110011
23,91,110012
24,15,110013
25,2,110120
26,1,110130
27,7,110140
28,10,110014
29,14,110033
30,1,110050
31,13,110015
32,1,110145
33,30,110018
34,1,110146
35,263,110020
36,14,110025
37,1,110147
38,1,110026
39,39,110028
40,2,110029
41,2,110148
42,10,110149
43,10,110032
44,5,110150
45,3,110155
46,2,110160
47,6,110170
48,3,110175
49,2,110180
50,100,110030
51,6,120001
52,2,120005
53,4,120010
54,1,120013
55,1,120017
56,27,120020
57,2,120025
58,2,120030
59,6,120033
60,2,120035
61,3,120038
62,5,120080
63,57,120040
64,3,120042
65,2,120043
66,6,120050
67,8,120045
68,24,120060
69,4,120070
70,3,130002
71,1,130006
72,3,130010
73,5,130014
74,1,130020
75,3,130030
76,2,130040
77,8,130050
78,2,130060
79,1,130063
80,3,130068
81,6,130070
82,18,130080
83,1,130083
84,10,130100
85,54,130110
86,2,130115
87,29,130120
88,1,130130
89,8,130140
90,6,130160
91,2,130165
92,13,130170
93,12,130180
94,13,130185
95,25,130190
96,1,130195
97,1,130200
98,1,130210
99,1,130220
100,11,130230
101,11,130240
102,27,130250
103,1,130255
104,697,130260
105,5,130270
106,5,130290
107,3,130300
108,8,130310
109,3,130320
110,3,130330
111,101,130340
112,6,130350
113,3,130353
114,2,130356
115,5,130360
116,2,130370
117,1,130380
118,7,130390
119,2,130395
120,1,130400
121,8,130406
122,38,130420
123,4,130430
124,2,130440
125,8,140005
126,2,140002
127,191,140010
128,2,140015
129,9,140017
130,4,140020
131,5,140023
132,1,140028
133,5,140030
134,2,140040
135,4,140045
136,6,140047
137,1,140050
138,1,140070
139,48,150010
140,11,150013
141,18,150020
142,30,150034
143,91,150040
144,30,150050
145,119,150060
146,2,150070
147,141,150080
148,42,150085
149,12,150090
150,9,150095
151,2,150100
152,7,150110
153,10,150120
154,3,150125
155,45,150130
156,454,150140
157,13,150145
158,20,150150
159,46,150157
160,2,150160
161,32,150170
162,39,150172
163,3,150175
164,11,150178
165,58,150180
166,11,150190
167,21,150200
168,8,150195
169,25,150210
170,27,150215
171,19,150220
172,37,150230
173,65,150240
174,25,150270
175,19,150275
176,13,150276
177,20,150277
178,16,150280
179,4,150285
180,13,150290
181,38,150293
182,18,150295
183,1,150300
184,32,150304
185,24,150307
186,12,150309
187,16,150310
188,25,150320
189,24,150330
190,71,150345
191,10,150350
192,213,150360
193,15,150370
194,9,150375
195,10,150380
196,13,150390
197,2,150400
198,29,150405
199,174,150420
200,18,150430
201,8,150440
202,53,150442
203,72,150445
204,8,150450
205,7,150460
206,29,150470
207,5,150475
208,34,150480
209,65,150490
210,14,150495
211,8,150497
212,6,150500
213,44,150503
214,28,150506
215,39,150510
216,5,150520
217,26,150530
218,13,150540
219,47,150543
220,30,150548
221,3,150549
222,47,150550
223,122,150553
224,8,150555
225,1,150560
226,11,150563
227,94,150565
228,3,150570
229,13,150580
230,10,150590
231,17,150600
232,6,150610
233,2,150611
234,130,150613
235,21,150616
236,49,150618
237,49,150619
238,15,150620
239,9,150630
240,9,150635
241,21,150650
242,7,150655
243,6,150658
244,22,150660
245,40,150670
246,167,150680
247,1,150690
248,10,150700
249,23,150715
250,16,150720
251,187,150730
252,9,150740
253,22,150745
254,3,150747
255,9,150750
256,26,150760
257,13,150770
258,10,150780
259,32,150790
260,57,150795
261,5,150796
262,33,150797
263,29,150800
264,11,150803
265,9,150805
266,91,150808
267,29,150810
268,57,150812
269,33,150815
270,11,150820
271,25,150830
272,17,150835
273,94,150840
274,1,160020
275,1,160021
276,1,160025
277,46,160027
278,101,160030
279,5,160040
280,6,160050
281,1,160015
282,2,160053
283,11,160060
284,2,160070
285,6,160080
286,2,170030
287,2,170035
288,2,170070
289,4,170100
290,4,170105
291,2,170110
292,2,170130
293,4,170190
294,6,170200
295,119,170210
296,4,170215
297,12,170220
298,9,170230
299,1,170240
300,10,170255
301,7,170290
302,3,170300
303,5,170305
304,3,170307
305,3,170310
306,5,170320
307,1,170330
308,1,170360
309,5,170370
310,7,170380
311,5,170384
312,2,170386
313,2,170388
314,1,170410
315,23,170550
316,3,171670
317,3,170555
318,2,170560
319,3,170600
320,6,170650
321,5,170700
322,2,170710
323,1,170720
324,3,170730
325,3,170740
326,3,170755
327,1,170765
328,8,170820
329,3,170825
330,4,170830
331,4,170900
332,15,170930
333,40,170950
334,2,170980
335,6,171050
336,1,171090
337,4,171150
338,1,171180
339,7,171190
340,1,171195
341,1,171240
342,2,171245
