,COUNTS,MUNCOD
0,12,110001
1,2,110037
2,2,110040
3,2,110034
4,10,110002
5,3,110045
6,1,110003
7,62,110004
8,2,110070
9,14,110080
10,1,110090
11,1,110005
12,4,110092
13,3,110006
14,5,110008
15,5,110094
16,53,110009
17,9,110010
18,17,110011
19,37,110012
20,4,110013
21,3,110120
22,1,110130
23,7,110140
24,5,110014
25,4,110033
26,2,110143
27,4,110050
28,10,110015
29,43,110018
30,210,110020
31,8,110025
32,4,110147
33,26,110028
34,8,110029
35,8,110149
36,5,110032
37,1,110160
38,1,110170
39,2,110175
40,1,110180
41,72,110030
42,8,120010
43,2,120017
44,10,120020
45,2,120025
46,3,120032
47,3,120033
48,1,120034
49,2,120035
50,1,120038
51,2,120039
52,40,120040
53,3,120042
54,1,120043
55,5,120050
56,1,120045
57,11,120060
58,1,120070
59,4,130006
60,2,130010
61,2,130014
62,3,130040
63,6,130050
64,2,130060
65,2,130063
66,1,130068
67,2,130070
68,3,130080
69,1,130083
70,3,130100
71,4,130110
72,1,130115
73,1,130120
74,1,130130
75,3,130140
76,3,130150
77,7,130170
78,5,130180
79,6,130185
80,7,130190
81,1,130200
82,2,130220
83,2,130230
84,3,130240
85,6,130250
86,398,130260
87,5,130270
88,1,130280
89,3,130290
90,4,130310
91,12,130340
92,8,130350
93,1,130353
94,2,130356
95,1,130360
96,3,130380
97,1,130390
98,3,130406
99,1,130410
100,5,130420
101,2,130426
102,1,130430
103,3,140005
104,4,140002
105,80,140010
106,4,140015
107,3,140017
108,2,140020
109,3,140023
110,2,140028
111,3,140040
112,6,140045
113,2,140047
114,1,140060
115,1,140070
116,8,150010
117,4,150020
118,3,150030
119,10,150034
120,13,150040
121,2,150050
122,28,150060
123,4,150070
124,14,150080
125,6,150085
126,6,150090
127,5,150095
128,12,150120
129,1,150125
130,6,150130
131,93,150140
132,3,150145
133,1,150157
134,1,150160
135,20,150170
136,1,150172
137,2,150178
138,8,150180
139,1,150190
140,8,150200
141,9,150210
142,1,150215
143,11,150220
144,4,150230
145,10,150240
146,3,150250
147,1,150270
148,4,150275
149,12,150277
150,8,150280
151,1,150290
152,7,150293
153,22,150295
154,6,150304
155,4,150307
156,2,150310
157,4,150320
158,20,150330
159,1,150340
160,13,150345
161,3,150350
162,11,150360
163,13,150370
164,7,150375
165,1,150380
166,1,150400
167,1,150405
168,1,150410
169,93,150420
170,3,150430
171,2,150442
172,5,150445
173,5,150450
174,1,150460
175,7,150470
176,2,150475
177,13,150480
178,15,150490
179,2,150495
180,1,150500
181,30,150503
182,4,150506
183,7,150510
184,4,150520
185,12,150530
186,2,150540
187,32,150543
188,13,150548
189,1,150549
190,12,150550
191,23,150553
192,6,150555
193,5,150563
194,17,150565
195,13,150570
196,2,150580
197,4,150590
198,1,150600
199,2,150610
200,39,150613
201,24,150616
202,15,150618
203,7,150619
204,1,150620
205,2,150635
206,2,150650
207,11,150658
208,4,150660
209,6,150670
210,35,150680
211,1,150690
212,2,150700
213,9,150715
214,7,150720
215,15,150730
216,3,150745
217,2,150747
218,3,150750
219,3,150760
220,1,150770
221,1,150775
222,6,150790
223,14,150795
224,5,150797
225,2,150800
226,5,150803
227,6,150805
228,3,150808
229,6,150810
230,6,150812
231,34,150815
232,1,150820
233,16,150830
234,1,150835
235,38,150840
236,4,160020
237,1,160023
238,2,160025
239,6,160027
240,88,160030
241,4,160040
242,6,160050
243,1,160015
244,8,160060
245,1,160005
246,3,160070
247,3,160080
248,1,170030
249,4,170035
250,1,170040
251,8,170070
252,1,170100
253,9,170110
254,1,170130
255,3,170190
256,2,170200
257,82,170210
258,1,170215
259,1,170220
260,1,170240
261,3,170255
262,1,170290
263,2,170305
264,1,170307
265,1,170320
266,1,170330
267,3,170370
268,2,170384
269,3,170386
270,1,170388
271,9,170550
272,8,171670
273,2,170560
274,3,170600
275,2,170625
276,2,170650
277,2,170700
278,1,170710
279,1,170720
280,1,170730
281,4,170740
282,3,170765
283,3,170820
284,1,170830
285,5,170930
286,33,170950
287,3,171050
288,1,171180
289,4,171190
290,2,171195
291,2,171270
292,5,171320
293,3,171330
294,1,171360
295,1,171420
296,5,171488
297,1,171510
298,1,171515
299,1,171525
300,72,172100
301,2,171380
302,1,171575
303,2,171610
304,4,171620
305,3,171630
306,3,171650
307,5,171660
308,1,171700
309,8,171750
310,6,171790
311,24,171820
312,1,171845
313,2,171855
314,1,171875
315,2,171886
316,1,171888
317,1,171900
318,1,172015
319,1,172020
320,1,172025
321,1,172030
322,1,172080
323,1,172085
324,2,172090
325,7,172120
326,7,172208
327,6,172210
328,14,210005
329,1,210015
330,2,210030
331,5,210043
332,15,210047
333,3,210050
334,1,210055
335,13,210060
336,1,210070
337,2,210080
338,2,210083
339,2,210087
340,4,210090
341,6,210095
342,1,210100
343,4,210110
344,11,210120
345,2,210125
346,2,210130
347,6,210140
348,6,210150
349,6,210160
350,10,210170
351,2,210180
352,5,210190
353,2,210197
354,11,210200
355,2,210203
356,1,210210
357,1,210215
358,1,210220
359,20,210230
360,5,210232
361,2,210235
362,3,210240
363,7,210255
364,1,210260
365,2,210275
366,5,210280
367,3,210290
368,26,210300
369,3,210310
370,5,210312
371,4,210320
372,13,210325
373,21,210330
374,3,210340
375,35,210350
376,3,210360
