,QUANTIDADE,MUNCOD
0,55,110001
1,31,110037
2,9,110040
3,68,110002
4,3,110045
5,2,110060
6,60,110004
7,9,110070
8,5,110080
9,55,110005
10,1,110092
11,23,110006
12,6,110007
13,9,110008
14,5,110094
15,3,110009
16,47,110010
17,1,110110
18,21,110011
19,13,110012
20,2,110013
21,2,110120
22,6,110130
23,3,110140
24,64,110014
25,4,110033
26,4,110143
27,4,110050
28,14,110015
29,2,110145
30,20,110018
31,1,110146
32,81,110020
33,1,110025
34,4,110026
35,90,110028
36,2,110029
37,3,110148
38,3,110149
39,6,110032
40,2,110155
41,1,110160
42,4,110170
43,1,110175
44,2,110180
45,33,110030
46,1,120001
47,1,120010
48,7,120020
49,1,120025
50,1,120030
51,3,120033
52,1,120038
53,1,120080
54,11,120039
55,8,120040
56,3,120042
57,14,120050
58,3,120045
59,22,120060
60,6,120070
61,1,130002
62,4,130006
63,1,130008
64,4,130010
65,4,130014
66,4,130030
67,1,130040
68,4,130050
69,6,130068
70,7,130070
71,13,130080
72,1,130083
73,11,130090
74,12,130100
75,26,130120
76,10,130130
77,7,130140
78,2,130150
79,9,130160
80,4,130165
81,22,130170
82,1,130180
83,21,130185
84,10,130190
85,10,130230
86,1,130240
87,18,130250
88,2,130255
89,631,130260
90,6,130270
91,12,130290
92,1,130310
93,5,130330
94,17,130340
95,5,130353
96,2,130356
97,1,130370
98,2,130380
99,1,130390
100,2,130395
101,8,130420
102,6,130426
103,4,130430
104,1,140005
105,1,140002
106,100,140010
107,1,140015
108,1,140017
109,2,140020
110,3,140023
111,1,140028
112,1,140030
113,2,140040
114,2,140045
115,3,140047
116,16,140050
117,1,140070
118,182,150010
119,8,150013
120,24,150020
121,22,150030
122,19,150034
123,9,150050
124,24,150060
125,12,150070
126,361,150080
127,26,150085
128,91,150090
129,25,150095
130,25,150120
131,20,150130
132,1827,150140
133,3,150145
134,7,150150
135,18,150157
136,2,150160
137,34,150170
138,63,150172
139,1,150178
140,38,150180
141,270,150190
142,3,150200
143,35,150210
144,2,150215
145,12,150220
146,73,150230
147,84,150240
148,1,150250
149,2,150260
150,274,150270
151,10,150275
152,24,150276
153,13,150277
154,85,150280
155,1,150285
156,5,150290
157,52,150293
158,24,150295
159,2,150300
160,12,150304
161,20,150307
162,93,150309
163,8,150310
164,3,150320
165,208,150330
166,1,150340
167,73,150345
168,35,150350
169,95,150360
170,14,150370
171,3,150375
172,8,150380
173,3,150390
174,237,150400
175,48,150405
176,1,150410
177,6,150420
178,6,150430
179,1,150440
180,34,150442
181,17,150445
182,12,150450
183,191,150460
184,65,150470
185,5,150480
186,49,150490
187,21,150495
188,2,150497
189,16,150503
190,4,150506
191,37,150510
192,11,150520
193,43,150530
194,6,150540
195,237,150543
196,57,150548
197,2,150549
198,12,150550
199,12,150553
200,3,150555
201,28,150563
202,20,150565
203,13,150570
204,11,150580
205,83,150590
206,7,150600
207,1,150610
208,1,150611
209,3,150613
210,12,150616
211,263,150618
212,18,150619
213,4,150620
214,3,150635
215,10,150640
216,8,150650
217,1,150655
218,1,150658
219,27,150660
220,20,150670
221,2,150680
222,671,150700
223,10,150710
224,34,150715
225,29,150720
226,81,150730
227,4,150740
228,26,150745
229,2,150747
230,12,150750
231,5,150760
232,6,150770
233,3,150775
234,35,150780
235,21,150790
236,16,150795
237,10,150797
238,16,150800
239,76,150803
240,16,150805
241,158,150808
242,1,150810
243,255,150812
244,208,150815
245,43,150820
246,88,150830
247,1,150835
248,12,150840
249,1,160010
250,2,160020
251,2,160023
252,10,160027
253,81,160030
254,2,160040
255,4,160050
256,2,160053
257,20,160060
258,2,160070
259,1,160080
260,1,170025
261,1,170030
262,1,170035
263,25,170070
264,3,170100
265,5,170110
266,1,170130
267,9,170200
268,49,170210
269,3,170215
270,14,170220
271,5,170230
272,2,170240
273,1,170255
274,1,170300
275,1,170360
276,6,170370
277,1,170380
278,1,170390
279,4,170510
280,7,170550
281,1,171670
282,2,170600
283,2,170610
284,1,170625
285,1,170650
286,4,170755
287,2,170770
288,2,170820
289,1,170825
290,10,170900
291,8,170930
292,12,170950
293,2,170980
294,1,171050
295,1,171110
296,26,171190
297,3,171195
298,1,171200
299,1,171270
300,49,171320
301,7,171330
302,4,171360
303,4,171420
304,6,171488
305,1,171500
306,1,171510
307,1,171525
308,2,171550
309,42,172100
310,3,171570
311,1,171380
312,1,171575
313,3,171610
314,4,171620
315,1,171630
316,6,171650
317,11,171660
318,1,171665
319,2,171700
320,2,171720
321,3,171750
322,1,171790
323,48,171820
324,1,171855
325,1,171865
326,1,171870
327,5,171884
328,2,171890
329,1,172015
330,1,172020
331,4,172065
332,1,172080
333,1,172090
334,3,172097
335,23,172110
336,8,172120
337,1,172208
338,3,172210
339,19,210005
340,1,210010
341,1,210015
342,17,210020
343,316,210030
344,19,210047
345,6,210050
346,2,210055
347,21,210060
348,15,210070
349,14,210080
350,61,210083
351,18,210087
352,37,210090
353,86,210095
354,6,210100
355,85,210110
356,231,210120
357,2,210125
358,26,210130
359,4,210135
360,130,210140
361,15,210150
362,16,210160
363,3,210170
364,24,210177
365,1,210173
366,14,210180
367,85,210190
368,3,210193
369,2,210197
370,39,210200
371,40,210203
372,2,210207
373,134,210210
374,16,210220
375,65,210230
376,28,210232
377,15,210237
378,15,210240
379,4,210250
380,2,210255
381,2,210260
382,88,210270
383,16,210280
384,11,210290
385,27,210300
386,36,210310
387,2,210312
388,2,210315
389,5,210317
390,19,210320
391,24,210325
392,9,210330
393,16,210340
394,63,210350
395,2,210355
396,1,210360
397,43,210370
398,166,210380
399,193,210390
400,4,210400
401,1,210405
402,17,210407
403,2,210408
404,14,210409
405,6,210410
406,4,210420
407,2,210430
408,79,210440
409,18,210450
410,2,210455
411,23,210460
412,12,210462
413,1,210465
414,9,210467
