,QUANTIDADE,MUNCOD
0,113,110001
1,1,110037
2,2,110040
3,26,110034
4,39,110002
5,2,110003
6,32,110004
7,6,110070
8,2,110090
9,2,110005
10,1,110092
11,5,110006
12,5,110007
13,21,110008
14,10,110094
15,1,110009
16,5,110010
17,1,110110
18,40,110011
19,133,110012
20,8,110013
21,22,110120
22,7,110130
23,1,110140
24,23,110014
25,21,110033
26,1,110143
27,8,110050
28,42,110015
29,2,110145
30,103,110018
31,1,110146
32,17,110020
33,21,110025
34,7,110147
35,1,110026
36,79,110028
37,71,110029
38,1,110148
39,16,110149
40,32,110032
41,27,110150
42,2,110170
43,2,110175
44,4,110180
45,68,110030
46,1,120001
47,7,120010
48,13,120020
49,4,120025
50,11,120034
51,4,120038
52,8,120040
53,2,120042
54,12,120050
55,3,120045
56,25,120060
57,1,130002
58,3,130006
59,3,130008
60,27,130014
61,2,130020
62,3,130030
63,7,130050
64,1,130060
65,5,130063
66,1,130070
67,42,130080
68,1,130090
69,7,130100
70,1,130110
71,2,130115
72,2,130120
73,4,130130
74,6,130140
75,15,130150
76,5,130160
77,1,130165
78,7,130170
79,2,130180
80,3,130185
81,32,130190
82,4,130200
83,2,130210
84,28,130230
85,13,130250
86,358,130260
87,8,130270
88,4,130280
89,4,130290
90,5,130300
91,1,130310
92,2,130320
93,9,130330
94,37,130340
95,3,130353
96,1,130356
97,1,130360
98,6,130370
99,7,130380
100,7,130390
101,3,130395
102,5,130400
103,3,130406
104,6,130420
105,7,130426
106,3,130440
107,4,140005
108,116,140010
109,3,140015
110,4,140017
111,9,140020
112,18,140023
113,2,140028
114,4,140030
115,2,140040
116,10,140045
117,7,140047
118,3,140050
119,6,140060
120,1,140070
121,56,150010
122,9,150013
123,12,150020
124,18,150030
125,11,150034
126,19,150040
127,21,150050
128,18,150060
129,27,150070
130,192,150080
131,2,150085
132,33,150090
133,68,150095
134,51,150120
135,9,150125
136,12,150130
137,170,150140
138,5,150145
139,10,150150
140,55,150157
141,1,150160
142,68,150170
143,17,150172
144,3,150175
145,4,150178
146,13,150180
147,1,150190
148,34,150200
149,30,150210
150,6,150215
151,13,150220
152,33,150230
153,12,150240
154,5,150250
155,1,150260
156,1,150270
157,6,150275
158,33,150276
159,20,150277
160,62,150280
161,3,150285
162,12,150290
163,48,150293
164,50,150295
165,24,150300
166,61,150304
167,6,150307
168,26,150309
169,1,150310
170,5,150320
171,72,150330
172,131,150345
173,190,150350
174,5,150360
175,6,150370
176,23,150375
177,58,150380
178,24,150390
