,QUANTIDADE,MUNCOD
384,1,230500
385,1,230510
386,3,230530
387,5,230550
388,1,230580
389,2,230590
390,1,230625
391,1,230640
392,1,230725
393,5,230730
394,8,230760
395,15,230765
396,3,230770
397,2,230830
398,1,230835
399,3,230840
400,2,230870
401,1,230900
402,1,230930
403,2,230950
404,1,230960
405,1,230970
406,4,230980
407,2,231000
408,2,231025
409,3,231030
410,1,231080
411,1,231085
412,1,231090
413,1,231095
414,1,231110
415,3,231140
416,3,231170
417,1,231180
418,1,231195
419,4,231220
420,1,231200
421,6,231230
422,1,231240
423,2,231250
424,2,231280
425,9,231290
426,6,231310
427,20,231330
428,1,231355
429,1,231360
430,1,231390
431,18,231400
432,1,231410
433,1,240100
434,3,240110
435,5,240200
436,1,240250
437,1,240260
438,1,240350
439,3,240360
440,1,240510
441,1,240760
442,3,240800
443,15,240810
444,1,240820
445,8,240325
446,1,240990
447,1,241200
448,1,241230
449,1,241105
450,1,241430
451,1,241440
452,1,250010
453,1,250040
454,1,250050
455,1,250090
456,1,250100
457,2,250157
458,1,250180
459,1,250250
460,3,250370
461,1,250390
462,11,250400
463,1,250460
464,2,250510
465,1,250520
466,1,250580
467,1,250600
468,1,250610
469,2,250700
470,1,250720
471,18,250750
472,1,250840
473,1,250920
474,2,250970
475,1,251090
476,1,251130
477,2,251140
478,1,251160
479,2,251280
480,2,251290
481,2,251315
482,1,251370
483,2,250070
484,3,251450
485,1,251530
486,1,251600
487,1,251620
488,2,251650
489,1,251690
490,11,260005
491,1,260010
492,2,260030
493,1,260040
494,1,260050
495,2,260070
496,1,260080
497,1,260090
498,1,260105
499,37,260110
500,4,260120
501,3,260130
502,4,260140
503,7,260170
504,1,260180
505,2,260190
506,1,260210
507,1,260220
508,1,260230
509,2,260280
510,17,260290
511,1,260300
512,1,260340
513,14,260345
514,4,260400
515,15,260410
516,1,260420
517,1,260440
518,2,260460
519,1,260490
520,3,260510
521,5,260520
522,1,260530
523,2,260540
524,2,260545
525,2,260560
526,2,260580
527,1,260590
528,5,260600
529,1,260610
530,4,260620
531,2,260640
532,1,260650
533,1,260670
534,14,260680
535,1,260690
536,4,260760
537,2,260720
538,2,260730
539,2,260765
540,4,260775
541,37,260790
542,1,260800
543,1,260805
544,3,260810
545,1,260820
546,1,260830
547,1,260870
548,1,260880
549,1,260890
550,1,260900
551,2,260910
552,2,260940
553,1,260950
554,27,260960
555,2,260990
556,1,261000
557,1,261050
558,1,261060
559,17,261070
560,4,261090
561,3,261100
562,10,261110
563,1,261120
564,2,261150
565,119,261160
566,3,261220
567,2,261240
568,3,261250
569,1,261310
570,2,261320
571,2,261330
572,2,261340
573,4,261360
574,11,261370
575,1,261390
576,1,261410
577,2,261420
578,3,261450
579,3,261460
580,1,261480
581,2,261485
582,2,261500
583,7,261530
584,3,261550
585,1,261570
586,1,261600
587,1,261620
588,2,261630
589,10,261640
590,1,270010
591,11,270030
592,2,270050
593,1,270100
594,2,270130
595,2,270140
596,1,270160
597,1,270230
598,2,270235
599,1,270240
600,1,270290
601,2,270300
602,2,270310
603,2,270320
604,1,270390
605,1,270400
606,1,270410
607,1,270420
608,52,270430
609,3,270450
610,1,270460
611,4,270470
612,4,270550
613,1,270590
614,2,270610
615,1,270630
616,1,270640
617,1,270660
618,2,270690
619,2,270700
620,2,270720
621,1,270730
622,1,270740
623,2,270750
624,7,270770
625,1,270820
626,1,270830
627,1,270840
628,7,270860
629,1,270890
630,1,270895
631,2,270930
632,20,280030
633,2,280050
634,2,280060
635,2,280067
636,10,280130
637,1,280150
638,3,280200
639,2,280290
640,3,280350
641,3,280360
642,1,280380
643,1,280400
644,1,280440
645,1,280460
646,7,280480
647,1,280580
648,15,280590
649,2,280650
650,1,280660
651,6,280670
652,1,280740
653,1,290020
654,1,290035
655,2,290080
656,2,290100
657,1,290110
658,21,290160
659,1,290180
660,5,290270
661,2,290280
662,1,290290
663,8,290320
664,1,290340
665,2,290350
666,17,290390
667,1,290410
668,3,290450
669,6,290460
670,1,290475
671,1,290485
672,1,290510
673,2,290570
674,1,290580
675,14,290590
676,4,290600
677,1,290640
678,2,290650
679,1,290689
680,2,290750
681,2,290780
682,3,290840
683,2,290850
684,5,290900
685,1,290920
686,2,290990
687,2,291005
688,29,291072
689,10,291080
690,1,291110
691,1,291180
692,3,291200
693,1,291290
694,47,291300
695,1,291310
696,6,291320
697,1,291350
698,93,291360
699,2,291450
700,5,291465
701,1,291470
702,9,291480
703,1,291530
704,1,291540
705,14,291560
706,3,291580
707,4,291610
708,5,291640
709,2,291720
710,2,291735
711,11,291750
712,3,291800
713,5,291810
714,1,291835
715,1,291840
716,1,291915
717,5,291920
718,3,291940
719,5,291955
720,1,291960
721,2,291980
722,1,291992
723,1,292010
724,1,292020
725,1,292030
726,1,292045
727,1,292060
728,1,292070
729,1,292090
730,4,292100
731,1,292120
732,2,292160
733,2,292170
734,9,292180
735,1,292220
736,3,292225
737,1,292250
738,1,292265
739,1,292270
740,12,292303
741,13,292305
742,2,292320
743,1,292335
744,1,292340
745,4,292400
746,1,292420
747,1,292470
748,2,292480
749,2,292500
750,1,292510
751,22,292530
752,1,292550
753,2,292580
754,2,292595
755,1,292610
756,6,292630
757,1,292670
758,1,292700
759,3,292720
760,85,292740
761,2,292770
762,1,292790
763,3,292810
764,8,292840
765,1,292830
766,2,292860
767,5,292870
768,2,292890
769,2,292910
770,2,292905
771,1,292920
772,2,292925
773,1,292930
774,1,292970
775,3,292990
776,6,293010
777,2,293015
778,1,293030
779,1,293050
780,1,293070
781,15,293076
782,1,293077
783,27,293135
784,1,293150
785,1,293200
786,3,293210
787,3,293250
788,1,293260
789,4,293270
790,6,293320
791,13,293330
792,3,293350
793,6,293360
794,1,310020
795,6,310110
796,9,310160
797,1,310190
798,3,310205
799,2,310230
800,1,310240
801,1,310250
802,3,310260
803,2,310280
804,1,310285
805,2,310290
806,1,310300
807,8,310340
808,5,310350
809,2,310375
810,5,310400
811,2,310410
812,1,310430
813,1,310445
814,2,310450
815,3,310460
816,1,310470
817,10,310490
818,5,310510
819,1,310540
820,1,310550
821,14,310560
822,1,310570
823,4,310590
824,1,310600
825,212,310620
826,3,310630
827,16,310670
828,1,310690
829,3,310710
830,7,310740
831,2,310750
832,1,310770
833,1,310780
834,2,310800
835,1,310810
836,2,310855
837,2,310860
838,2,310900
839,2,310910
840,2,310930
841,4,310940
842,1,310980
843,1,310990
844,2,311000
845,1,311040
846,2,311060
847,2,311070
848,1,311100
849,3,311120
850,2,311130
851,1,311140
852,3,311150
853,1,311160
854,1,311205
855,2,311210
856,2,311230
857,5,311240
858,1,311260
859,1,311270
860,2,311320
861,14,311330
862,5,311340
863,2,311350
864,1,311370
865,1,311380
866,2,311420
867,4,311430
868,6,311440
869,2,311450
870,15,311510
871,22,311530
872,4,311535
873,3,311550
874,1,311590
875,1,311600
876,2,311610
877,1,311630
878,2,311660
879,2,311670
880,2,311710
881,2,311730
882,3,311750
883,1,311760
884,2,311800
885,6,311830
886,1,311840
887,37,311860
888,1,311880
889,2,311910
890,1,311920
891,11,311940
892,1,311950
893,2,311990
894,4,312010
895,13,312080
896,4,312083
897,1,312087
898,4,312090
899,2,312120
900,1,312125
901,24,312160
902,3,312200
903,5,312230
904,4,312300
905,1,312310
906,1,312320
907,1,312360
908,2,312370
909,1,312380
910,2,312400
911,3,312410
912,11,312420
913,2,312450
914,1,312470
915,1,312510
916,1,312530
917,1,312570
918,1,312595
919,2,312610
920,3,312670
921,1,312707
922,11,312710
923,3,312740
924,1,312750
925,3,312760
926,33,312770
927,2,312810
928,1,312825
929,7,312830
930,1,312850
931,17,312870
932,1,312880
933,4,312890
934,2,312900
935,1,312910
936,1,312920
937,1,312930
938,5,312950
939,8,312980
940,1,313005
941,3,313010
942,1,313040
943,1,313050
944,3,313055
945,1,313060
946,1,313070
947,2,313115
948,1,313120
949,23,313130
950,3,313150
951,28,313170
952,1,313210
953,1,313230
954,4,313240
955,14,313250
956,2,313270
957,1,313290
958,1,313350
959,7,313380
960,1,313400
961,2,313410
962,5,313420
963,2,313460
964,3,313490
965,5,313505
966,1,313510
967,1,313520
968,1,313535
969,1,313545
970,3,313550
971,1,313600
972,6,313620
973,8,313630
974,2,313657
975,3,313665
976,71,313670
977,1,313690
978,1,313710
979,2,313740
980,1,313750
981,1,313760
982,3,313780
983,1,313800
984,15,313820
985,18,313840
986,2,313860
987,1,313865
988,2,313880
989,2,313900
990,1,313910
991,3,313930
992,4,313950
993,2,313960
994,5,313980
995,12,314000
996,1,314050
997,3,314060
998,1,314070
999,1,314085
1000,1,314090
1001,2,314100
1002,3,314130
1003,3,314180
1004,4,314220
1005,2,314230
1006,3,314260
1007,1,314270
1008,1,314290
1009,1,314300
1010,1,314310
1011,4,314340
1012,24,314330
1013,13,314390
1014,1,314400
1015,1,314410
1016,1,314430
1017,1,314435
1018,1,314450
1019,2,314460
1020,1,314467
1021,1,314470
1022,7,314480
1023,2,314510
1024,1,314520
1025,4,314560
1026,1,314587
1027,7,314590
1028,16,314600
1029,5,314610
1030,1,314625
1031,2,314670
1032,1,314690
1033,11,314710
1034,5,314700
1035,2,314720
1036,4,314730
1037,2,314740
1038,9,314790
1039,9,314800
1040,13,314810
1041,1,314875
1042,1,314880
1043,1,314900
1044,2,314910
1045,4,314930
1046,1,315040
1047,1,315050
1048,1,315110
1049,2,315120
1050,1,315130
1051,5,315140
1052,10,315150
1053,1,315160
1054,10,315180
1055,16,315200
1056,9,315210
1057,5,315220
1058,2,315230
1059,13,315250
1060,1,315280
1061,1,315290
1062,1,315310
1063,6,315340
1064,2,315360
1065,4,315400
1066,3,315410
1067,1,315420
1068,13,315430
1069,2,315450
1070,14,315460
1071,1,315470
1072,1,315490
1073,1,315530
1074,1,315540
1075,2,315560
1076,1,315570
1077,5,315580
1078,2,315650
1079,1,315660
1080,6,315670
1081,1,315680
1082,3,315690
1083,3,315700
1084,4,315720
1085,3,315733
1086,1,315765
1087,11,315780
1088,2,315790
1089,1,315800
1090,2,315820
1091,1,315920
1092,4,315950
1093,4,315960
1094,2,315840
1095,1,316020
1096,1,316040
1097,3,316050
1098,2,316070
1099,1,316095
1100,1,316100
1101,1,316110
1102,1,316140
1103,4,316200
1104,1,316210
1105,1,316230
1106,1,316240
1107,26,316250
1108,3,316255
1109,1,316257
1110,3,316260
1111,1,316265
1112,2,316310
1113,5,316370
1114,5,316380
1115,1,316390
1116,1,316420
1117,4,316430
1118,1,316450
1119,1,316470
1120,1,316520
1121,1,316553
1122,2,316557
1123,1,316570
1124,2,316680
1125,1,316700
1126,15,316720
1127,1,316750
1128,1,316760
1129,1,316790
1130,5,316800
1131,1,316805
1132,5,316860
1133,7,316870
1134,3,316880
1135,2,316900
1136,1,316920
1137,2,316930
1138,9,316935
1139,6,316940
1140,3,316950
1141,1,316960
1142,2,316970
1143,11,316990
1144,1,317005
1145,13,317010
1146,24,317020
1147,5,317040
1148,3,317050
1149,1,317057
1150,1,317065
1151,5,317070
1152,1,317075
1153,2,317080
1154,1,317090
1155,4,317103
1156,7,317120
1157,20,317130
1158,1,317140
1159,1,317200
1160,1,317210
1161,7,320010
1162,49,320020
1163,2,320030
1164,4,320035
1165,3,320040
1166,1,320050
1167,2,320060
1168,1,320070
1169,2,320080
1170,1,320090
1171,1,320100
1172,1,320110
1173,3,320115
1174,30,320120
1175,44,320130
1176,6,320140
1177,9,320150
1178,1,320160
1179,1,320180
1180,21,320190
1181,1,320220
1182,6,320230
1183,9,320240
1184,5,320245
1185,2,320250
1186,4,320255
1187,2,320260
1188,2,320265
1189,1,320290
1190,1,320305
1191,2,320310
1192,10,320320
1193,1,320330
1194,4,320334
1195,7,320340
1196,1,320350
1197,2,320370
1198,1,320380
1199,3,320390
1200,6,320410
1201,1,320420
1202,1,320425
1203,2,320435
1204,2,320440
1205,2,320450
1206,13,320455
1207,2,320460
1208,6,320470
1209,4,320480
1210,10,320490
1211,1,320495
1212,41,320500
1213,1,320501
1214,4,320503
1215,3,320506
1216,6,320510
1217,2,320515
1218,44,320520
1219,54,320530
1220,6,330010
1221,4,330015
1222,5,330020
1223,1,330022
1224,5,330023
1225,4,330025
1226,5,330030
1227,22,330040
1228,17,330045
1229,29,330060
1230,4,330070
1231,3,330080
1232,13,330090
1233,21,330100
1234,9,330110
1235,1,330093
1236,2,330115
1237,2,330120
1238,1,330140
1239,1,330150
1240,2,330160
1241,33,330170
1242,5,330185
1243,14,330190
1244,7,330200
1245,3,330205
1246,4,330210
1247,39,330220
1248,15,330225
1249,1,330230
1250,71,330240
1251,1,330245
1252,7,330250
1253,1,330260
1254,11,330270
1255,3,330285
1256,5,330290
1257,2,330310
1258,5,330320
1259,20,330330
1260,7,330340
1261,28,330350
1262,2,330370
1263,10,330380
1264,9,330385
1265,31,330390
1266,4,330395
1267,7,330400
1268,3,330410
1269,10,330411
1270,10,330412
1271,9,330414
1272,5,330415
1273,52,330420
1274,5,330430
1275,1,330440
1276,1,330450
1277,6,330452
1278,227,330455
1279,8,330460
1280,23,330470
1281,6,330480
1282,1,330475
1283,38,330490
1284,1,330500
1285,18,330510
1286,3,330520
1287,4,330550
1288,2,330555
1289,1,330560
1290,40,330580
1291,5,330600
1292,1,330610
1293,2,330615
1294,1,330620
1295,28,330630
1296,18,350010
1297,2,350020
1298,3,350040
1299,3,350050
1300,1,350055
1301,4,350070
1302,2,350080
1303,17,350100
1304,1,350115
1305,1,350120
1306,5,350130
1307,11,350160
1308,4,350170
1309,1,350180
1310,11,350190
1311,9,350210
1312,4,350220
1313,1,350230
1314,2,350240
1315,1,350250
1316,2,350260
1317,2,350270
1318,21,350280
1319,1,350290
1320,1,350300
1321,7,350320
1322,7,350330
1323,2,350335
1324,2,350360
1325,2,350380
1326,7,350390
1327,1,350395
1328,15,350400
1329,10,350410
1330,1,350420
1331,1,350430
1332,1,350440
1333,16,350450
1334,3,350460
1335,1,350480
1336,1,350490
1337,1,350500
1338,1,350510
1339,6,350520
1340,8,350530
1341,1,350540
1342,67,350550
1343,10,350560
1344,27,350570
1345,21,350580
1346,10,350590
1347,21,350600
1348,12,350610
1349,4,350630
1350,6,350635
1351,14,350650
1352,3,350660
1353,2,350670
1354,2,350680
1355,1,350700
1356,2,350710
1357,1,350730
1358,3,350740
1359,11,350750
1360,8,350760
1361,4,350780
1362,3,350790
1363,1,350810
1364,1,350820
1365,4,350830
1366,3,350840
1367,5,350850
1368,2,350860
1369,8,350870
1370,2,350880
1371,1,350890
1372,5,350900
1373,4,350920
1374,6,350925
1375,1,350930
1376,19,350940
1377,66,350950
1378,5,350960
1379,7,350970
1380,7,350990
1381,2,351000
1382,1,351010
1383,2,351020
1384,3,351040
1385,10,351050
1386,31,351060
1387,2,351070
1388,25,351080
1389,1,351100
1390,11,351110
1391,4,351130
1392,10,351140
1393,1,351150
1394,2,351160
1395,3,351200
1396,2,351210
1397,13,351220
1398,2,351230
1399,1,351240
1400,2,351260
1401,4,351280
1402,4,351290
1403,17,351300
1404,6,351310
1405,3,351320
1406,6,351340
1407,1,351350
1408,3,351360
1409,2,351370
1410,57,351380
1411,3,351390
1412,17,351400
1413,4,351410
1414,22,351440
1415,6,351450
1416,2,351460
1417,7,351480
1418,2,351490
1419,21,351500
1420,3,351510
1421,2,351515
1422,15,351518
1423,6,355730
1424,11,351520
1425,5,351535
1426,3,351540
1427,1,351560
1428,31,351550
1429,18,351570
1430,2,351580
1431,10,351600
1432,70,351620
1433,9,351630
1434,10,351640
1435,2,351670
1436,1,351680
1437,4,351690
1438,1,351700
1439,1,351720
1440,1,351730
1441,12,351740
1442,6,351750
1443,6,351770
1444,11,351780
1445,3,351820
1446,2,351830
1447,33,351840
1448,1,351850
1449,8,351860
1450,13,351870
1451,104,351880
1452,1,351885
1453,4,351900
1454,11,351907
1455,3,351920
1456,1,351930
1457,5,351940
1458,2,351960
1459,2,351970
1460,2,351980
1461,2,351990
1462,2,352000
1463,5,352010
1464,1,352020
1465,5,352030
1466,4,352042
1467,17,352044
1468,5,352040
1469,1,352050
1470,2,352060
1471,1,352080
1472,8,352090
1473,3,352115
1474,1,352120
1475,1,352130
1476,10,352190
1477,1,352200
1478,21,352220
1479,9,352230
1480,3,352240
1481,10,352250
1482,8,352260
1483,36,352270
1484,4,352280
1485,5,352290
1486,1,352300
1487,33,352310
1488,15,352320
1489,21,352340
1490,2,352360
1491,1,352370
1492,4,352390
1493,1,352400
1494,14,352410
1495,1,352420
1496,9,352430
1497,11,352440
1498,5,352450
1499,3,352460
1500,3,352470
1501,9,352480
1502,1,352500
1503,7,352510
1504,2,352520
1505,73,352530
1506,17,352570
1507,42,352590
1508,3,352600
1509,2,352610
1510,1,352630
1511,2,352640
1512,4,352650
1513,1,352660
1514,8,352670
1515,11,352680
1516,13,352690
1517,13,352710
1518,7,352720
1519,3,352725
1520,3,352740
1521,2,352760
1522,1,352780
1523,1,352800
1524,3,352810
1525,2,352820
1526,1,352830
1527,1,352840
1528,6,352850
1529,1,352860
1530,1,352885
1531,12,352900
1532,24,352920
1533,52,352930
1534,63,352940
1535,1,352950
1536,7,352970
1537,4,352980
1538,1,352990
1539,4,353010
1540,7,353020
1541,11,353030
1542,2,353040
1543,151,353050
1544,38,353060
1545,88,353070
1546,7,353080
1547,12,353110
1548,5,353130
1549,7,353140
1550,3,353150
1551,1,353160
1552,4,353180
1553,2,353170
1554,12,353190
1555,1,353200
1556,3,353210
1557,1,353220
1558,1,353240
1559,6,353250
1560,6,353260
1561,1,353270
1562,2,353280
1563,37,353300
1564,1,353310
1565,3,353340
1566,2,353325
1567,2,353350
1568,1,353370
1569,10,353390
1570,2,353400
1571,1,353410
1572,3,353430
1573,46,353440
1574,1,353450
1575,4,353460
1576,14,353470
1577,3,353490
1578,2,353520
1579,2,353530
1580,5,353540
1581,2,353550
1582,2,353560
1583,1,353570
1584,1,353580
1585,2,353600
1586,1,353610
1587,22,353620
1588,2,353625
1589,7,353630
1590,1,353640
1591,8,353650
1592,1,353657
1593,1,353660
1594,3,353670
1595,1,353690
1596,6,353700
1597,3,353710
1598,7,353730
1599,2,353740
1600,1,353750
1601,1,353760
1602,4,353790
1603,22,353800
1604,3,353830
1605,1,353850
1606,18,353870
1607,3,353880
1608,3,353890
1609,9,353900
1610,3,353910
1611,5,353920
1612,12,353930
1613,2,353940
1614,17,353950
1615,2,353960
1616,2,353980
1617,6,354000
1618,4,354020
1619,9,354070
1620,1,354075
1621,5,354080
1622,3,354090
1623,5,354100
1624,5,354120
1625,3,354130
1626,81,354140
1627,6,354150
1628,2,354160
1629,1,354170
1630,2,354180
1631,12,354220
1632,13,354240
1633,1,354250
1634,19,354260
1635,3,354270
1636,2,354290
1637,1,354300
1638,2,354310
1639,1,354320
1640,8,354323
1641,12,354330
1642,98,354340
1643,1,354380
1644,6,354390
1645,1,354400
1646,4,354410
1647,20,354425
1648,1,354450
1649,2,354470
1650,1,354480
1651,2,354490
1652,1,354510
1653,5,354520
1654,5,354530
1655,6,354540
1656,2,354550
1657,2,354560
1658,1,354570
1659,4,354580
1660,1,354620
1661,1,354625
1662,6,354630
1663,2,354640
1664,7,354650
1665,5,354660
1666,1,354670
1667,1,354680
1668,4,354710
1669,21,354750
1670,5,354760
1671,26,354730
1672,72,354770
1673,74,354780
1674,1,354790
1675,2,354800
1676,3,354810
1677,31,354850
1678,88,354870
1679,9,354880
1680,32,354890
1681,1,354900
1682,10,354910
1683,1,354930
1684,8,354940
1685,4,354970
1686,78,354980
1687,92,354990
1688,1,354995
1689,3,355010
1690,8,355020
1691,745,355030
1692,3,355040
1693,7,355070
1694,3,355080
1695,4,355090
1696,18,355100
1697,1,355140
1698,6,355160
1699,6,355150
1700,64,355170
1701,10,355190
1702,1,355200
1703,7,355210
1704,14,355220
1705,2,355230
1706,29,355240
1707,1,355255
1708,21,355250
1709,8,355260
1710,2,355270
1711,35,355280
1712,1,355290
1713,8,355300
1714,1,355330
1715,5,355340
1716,1,355360
1717,1,355365
1718,167,355370
1719,29,355380
1720,4,355390
1721,1,355395
1722,5,355400
1723,24,355410
1724,1,355420
1725,12,355430
1726,4,355440
1727,1,355460
1728,4,355470
1729,2,355480
1730,1,355490
1731,105,355500
1732,3,355510
1733,1,355530
1734,2,355535
1735,4,355540
1736,1,355560
1737,4,355580
1738,2,355600
1739,8,355610
1740,8,355620
1741,1,355630
1742,1,355640
1743,12,355645
1744,3,355650
1745,8,355670
1746,2,355680
1747,2,355700
1748,28,355710
1749,1,355715
1750,2,410030
1751,12,410040
1752,2,410070
1753,6,410050
1754,1,410080
1755,1,410100
1756,4,410110
1757,2,410120
1758,40,410140
1759,9,410150
1760,5,410160
1761,15,410180
1762,4,410190
1763,2,410200
1764,4,410210
1765,5,410230
1766,1,410250
1767,1,410260
1768,4,410280
1769,1,410290
1770,4,410300
1771,2,410304
1772,1,410320
1773,5,410330
1774,1,410335
1775,1,410347
1776,2,410360
1777,13,410370
1778,3,410380
1779,1,410390
1780,2,410400
1781,1,410405
1782,1,410410
1783,48,410420
1784,6,410425
1785,6,410430
1786,3,410445
1787,2,410450
1788,1,410460
1789,3,410465
1790,2,410470
1791,21,410480
1792,18,410490
1793,1,410510
1794,2,410530
1795,4,410540
1796,8,410550
1797,2,410560
1798,2,410570
1799,14,410580
1800,3,410590
1801,2,410620
1802,1,410630
1803,4,410640
1804,4,410645
1805,5,410650
1806,3,410680
1807,1,410657
1808,2,410660
1809,1,410685
1810,139,410690
1811,6,410700
1812,2,410710
1813,3,410720
1814,2,410725
1815,2,410750
1816,3,410760
1817,19,410765
1818,2,410773
1819,4,410775
1820,2,410785
1821,1,410780
1822,3,410790
1823,2,410800
1824,1,410820
1825,10,410830
1826,1,410832
1827,4,410840
1828,1,410850
1829,10,410860
1830,1,410865
1831,1,410880
1832,2,410900
1833,20,410940
1834,2,410950
1835,6,410960
1836,1,410970
1837,7,410980
1838,1,410990
1839,3,411005
1840,15,411007
1841,1,411010
1842,1,411020
1843,1,411030
1844,2,411040
1845,3,411050
1846,4,411060
1847,13,411070
1848,2,411080
1849,3,411095
1850,2,411100
1851,3,411110
1852,3,411120
1853,4,411125
1854,4,411130
1855,7,411140
1856,3,411150
1857,4,411155
1858,29,411180
1859,3,411190
1860,12,411200
1861,2,411210
1862,1,411220
1863,1,411240
1864,1,411270
1865,1,411275
1866,2,411280
1867,1,411290
1868,1,411300
1869,5,411320
