,QUANTIDADE,MUNCOD
0,3,110001
1,1,110037
2,3,110040
3,1,110034
4,32,110002
5,13,110045
6,1,110003
7,1,110060
8,15,110004
9,3,110070
10,11,110080
11,1,110005
12,11,110094
13,4,110009
14,1,110100
15,28,110010
16,2,110110
17,1,110011
18,22,110012
19,18,110013
20,1,110120
21,2,110130
22,2,110140
23,1,110014
24,11,110033
25,1,110143
26,6,110015
27,6,110018
28,1,110146
29,180,110020
30,3,110025
31,7,110028
32,2,110029
33,6,110149
34,2,110032
35,2,110150
36,1,110155
37,1,110170
38,10,110030
39,1,120005
40,4,120020
41,1,120035
42,3,120038
43,16,120040
44,1,120050
45,1,120070
46,1,130010
47,4,130014
48,1,130070
49,3,130120
50,7,130170
51,6,130240
52,2,130250
53,23,130260
54,1,130270
55,1,130300
56,9,130340
57,1,130420
58,3,140005
59,85,140010
60,1,140017
61,1,140020
62,3,140030
63,1,140045
64,2,140070
65,11,150010
66,2,150020
67,1,150034
68,4,150040
69,2,150050
70,25,150060
71,2,150070
72,36,150080
73,1,150085
74,1,150090
75,3,150120
76,9,150130
77,100,150140
78,2,150145
79,2,150150
80,2,150157
81,4,150170
82,3,150172
83,2,150180
84,4,150200
85,2,150195
86,9,150210
87,5,150215
88,1,150220
89,2,150230
90,13,150240
91,1,150260
92,4,150270
93,1,150275
94,1,150280
95,2,150290
96,3,150293
97,2,150295
98,3,150307
99,1,150309
100,1,150320
101,4,150330
102,1,150340
103,2,150345
104,2,150350
105,5,150360
106,2,150370
107,3,150380
108,2,150400
109,1,150405
110,1,150410
111,20,150420
112,1,150430
113,8,150442
114,4,150445
115,6,150470
116,6,150480
117,1,150490
118,1,150497
119,1,150500
120,9,150503
121,9,150506
122,1,150510
123,1,150530
124,1,150540
125,1,150543
126,3,150548
127,15,150550
128,21,150553
129,1,150560
130,1,150565
131,1,150580
132,3,150590
133,3,150600
134,2,150610
135,10,150613
136,1,150616
137,1,150618
138,11,150619
139,2,150620
140,2,150630
141,5,150650
142,3,150655
143,1,150658
144,3,150660
145,1,150670
146,35,150680
147,2,150700
148,1,150715
149,1,150730
150,1,150740
151,2,150745
152,1,150746
153,1,150750
154,5,150760
155,1,150770
156,2,150780
157,2,150790
158,8,150795
159,8,150800
160,3,150808
161,10,150810
162,3,150812
163,1,150815
164,2,150820
165,3,150830
166,3,150840
167,14,160030
168,2,160060
169,1,170070
170,1,170110
171,6,170210
172,3,170220
173,3,170255
174,1,170290
175,2,170310
176,1,170320
177,1,170370
178,1,170390
179,1,170560
180,1,170600
181,1,170610
182,1,170700
183,2,170730
184,1,170755
185,2,170765
186,6,170820
187,17,170950
188,1,171050
189,1,171150
190,2,171190
191,1,171250
192,2,171320
193,1,171330
194,1,171510
195,23,172100
196,1,171575
197,2,171610
198,1,171620
199,1,171650
200,3,171660
201,2,171750
202,7,171820
203,1,171845
204,1,171884
205,1,171888
206,1,171900
207,1,172010
208,1,172015
209,1,172020
210,2,172090
211,2,172110
212,9,210005
