,MUNCOD,OSTEOPOROSE,INSUFICIENCIA_RENAL,INSUFICIENCIA_CARDIACA,HIPERTENSAO_ESSENCIAL,ESCLEROSE_MULTIPLA,EPILEPSIA,ENXAQUECA,DPOC,DORSOPATIAS,DOENCA_DE_PARKINSON,DIABETES_MELLITUS,CANCER,ASMA,AIDS,RATE
0,110001,11.793843613633683,31.450249636356485,141.5261233636042,444.23477611353536,0.0,35.38153084090105,3.9312812045445606,397.0594016590006,7.862562409089121,0.0,129.73227974997053,98.28203011361403,216.22046624995085,3.9312812045445606,11.793843613633685
1,110037,7.1199715201139195,35.5998576005696,42.71982912068352,7.1199715201139195,0.0,28.479886080455678,0.0,14.239943040227839,7.1199715201139195,0.0,99.67960128159487,71.1997152011392,220.71911712353153,0.0,7.11997152011392
2,110040,14.343086632243258,23.905144387072095,23.905144387072095,9.562057754828839,0.0,14.343086632243258,0.0,66.93440428380187,0.0,0.0,71.7154331612163,43.029259896729776,43.029259896729776,9.562057754828839,4.781028877414419
3,110002,29.81042433275886,100.61018212306116,138.80478829940844,36.33145465554986,0.0,21.42624248917043,9.315757603987144,97.815454841865,13.973636405980715,0.0,140.66793982020587,61.48400018631515,63.34715170711259,18.63151520797429,9.315757603987144
4,110045,33.29576887613974,15.367277942833727,51.224259809445755,0.0,0.0,5.122425980944576,2.561212990472288,51.224259809445755,5.122425980944576,0.0,40.97940784755661,53.78547279991804,7.683638971416864,0.0,2.561212990472288
5,110060,15.479876160990713,46.43962848297213,46.43962848297213,0.0,0.0,15.479876160990713,0.0,15.479876160990713,30.959752321981426,0.0,108.35913312693499,30.959752321981426,30.959752321981426,0.0,15.479876160990713
6,110004,16.94781203746596,118.63468426226173,124.28395494141705,36.15533234659405,0.0,68.92110228569491,5.649270679155321,65.53153987820173,13.558249629972773,1.129854135831064,105.07643463228897,150.27060006553154,67.79124814986385,2.259708271662128,5.649270679155321
7,110070,20.712510356255176,41.42502071251035,69.04170118751726,41.42502071251035,0.0,13.808340237503453,0.0,89.75421154377244,6.904170118751726,0.0,131.1792322562828,27.616680475006905,62.13753106876553,0.0,13.808340237503453
8,110080,43.536768780178896,7.915776141850709,102.9050898440592,0.0,0.0,43.536768780178896,0.0,39.578880709253546,7.915776141850709,0.0,15.831552283701418,110.82086598590993,19.789440354626773,27.705216496477483,7.915776141850709
9,110005,5.576000892160143,122.67201962752314,189.58403033344484,11.152001784320285,5.576000892160143,72.48801159808185,0.0,139.40002230400358,50.18400802944129,0.0,178.43202854912457,83.64001338240213,306.6800490688078,5.576000892160143,5.576000892160144
