,MUNCOD,OSTEOPOROSE,INSUFICIENCIA_RENAL,INSUFICIENCIA_CARDIACA,HIPERTENSAO_ESSENCIAL,ESCLEROSE_MULTIPLA,EPILEPSIA,ENXAQUECA,DPOC,DORSOPATIAS,DOENCA_DE_PARKINSON,DIABETES_MELLITUS,CANCER,ASMA,AIDS,RATE
0,110001,3.9096098209398704,23.45765892563922,105.5594651653765,449.6051294080851,3.9096098209398704,58.644147314098056,15.638439283759482,293.22073657049026,3.9096098209398704,3.9096098209398704,207.20932050981312,89.92102588161701,191.57088122605364,0.0,11.72882946281961
1,110034,5.86063412061185,35.1638047236711,105.4914141710133,105.4914141710133,0.0,5.86063412061185,17.58190236183555,64.46697532673035,5.86063412061185,0.0,246.1466330656977,82.04887768856591,23.4425364824474,5.86063412061185,5.86063412061185
2,110002,7.662761850940124,65.13347573299106,96.74236836811907,2.873535694102547,0.0,28.73535694102547,12.451988007777704,68.00701142709362,31.608892635128015,0.0,81.41684466623883,45.97657110564075,43.1030354115382,10.536297545042672,4.789226156837579
3,110045,5.2856916327501455,23.785612347375654,50.21407051112639,10.571383265500291,0.0,21.142766531000582,2.6428458163750728,58.1426079602516,23.785612347375654,0.0,29.0713039801258,55.499762143876524,13.214229081875363,7.928537449125217,2.6428458163750728
4,110003,0.0,15.735641227380016,157.35641227380015,141.62077104642015,0.0,31.471282454760033,0.0,15.735641227380016,31.471282454760033,0.0,62.942564909520065,31.471282454760033,15.735641227380016,0.0,31.471282454760036
5,110004,11.46447160250384,59.61525233301997,130.69497626854377,158.209708114553,0.0,49.297227890766514,3.439341480751152,84.83708985852842,43.56499208951459,3.439341480751152,181.13865131956067,158.209708114553,33.24696764726114,1.146447160250384,6.878682961502304
6,110070,7.032348804500703,28.129395218002813,42.19409282700422,21.09704641350211,0.0,7.032348804500703,7.032348804500703,35.16174402250352,0.0,0.0,84.38818565400844,14.064697609001406,35.16174402250352,7.032348804500703,7.032348804500702
7,110080,16.55971848478576,41.3992962119644,86.93852204512523,4.13992962119644,0.0,37.25936659076796,4.13992962119644,24.839577727178636,0.0,8.27985924239288,66.23887393914303,37.25936659076796,16.55971848478576,33.11943696957152,20.6996481059822
8,110005,5.559879906594018,16.679639719782053,261.31435560991883,72.27843878572223,0.0,50.03891915934615,0.0,194.59579673079062,50.03891915934615,0.0,116.75747803847436,83.39819859891027,361.39219392861116,0.0,11.119759813188038
9,110006,5.31434341287134,31.88606047722804,154.11595897326885,58.45777754158474,0.0,15.94303023861402,0.0,116.91555508316948,15.94303023861402,0.0,122.2298984960408,74.40080778019876,37.20040389009938,0.0,10.62868682574268
10,110008,0.0,0.0,60.05645306588193,114.10726082517566,0.0,6.0056453065881925,0.0,30.028226532940966,0.0,0.0,66.06209837247012,42.03951714611735,36.033871839529155,12.011290613176385,6.0056453065881925
11,110010,0.0,27.877852118716763,64.33350488934637,34.311202607651396,0.0,12.866700977869275,0.0,135.1003602676274,6.433350488934638,0.0,115.80030880082347,55.75570423743353,173.7004632012352,36.45565277062961,21.444501629782128
12,110110,0.0,20.010005002501252,30.015007503751875,0.0,0.0,20.010005002501252,0.0,30.015007503751875,0.0,0.0,50.02501250625312,20.010005002501252,20.010005002501252,20.010005002501252,10.005002501250628
13,110011,8.970540744196061,60.99967706053321,104.0582726326743,95.08773188847823,8.970540744196061,46.646811869819516,1.794108148839212,44.8527037209803,14.352865190713697,3.588216297678424,161.46973339552906,48.44092001865872,48.44092001865872,3.588216297678424,3.588216297678424
