,QUANTIDADE,MUNCOD,MUNNOME,LATITUDE,LONGITUDE
570,48,412410,Santo Antônio da Platina,-23.295,-50.077
571,12,412560,São Mateus do Sul,-25.874,-50.383
572,159,412625,Sarandi,-23.444,-51.874
573,44,412710,Telêmaco Borba,-24.324,-50.616
574,294,412770,Toledo,-24.714,-53.743
575,3,412800,Ubiratã,-24.545,-52.988
576,93,412810,Umuarama,-23.766,-53.325
577,92,412820,União da Vitória,-26.23,-51.086
578,5,420010,Abelardo Luz,-26.565,-52.328
579,98,420090,Angelina,-27.569,-48.985
580,6,420160,Arroio Trinta,-26.933,-51.339
581,3969,420240,Blumenau,-26.919,-49.066
582,54,420280,Braço do Norte,-28.275,-49.166
583,357,420290,Brusque,-27.098,-48.918
584,70,420300,Caçador,-26.775,-51.015
585,2,420310,Caibi,-27.072,-53.248
586,19,420320,Camboriú,-27.025,-48.654
587,129,420330,Campo Alegre,-26.193,-49.266
588,1,420340,Campo Belo do Sul,-27.899,-50.761
589,22,420350,Campo Erê,-26.394,-53.078
590,10,420360,Campos Novos,-27.402,-51.225
591,34,420380,Canoinhas,-26.177,-50.39
592,25,420390,Capinzal,-27.344,-51.612
593,776,420420,Chapecó,-27.096,-52.618
594,213,420430,Concórdia,-27.234,-52.028
595,6,420440,Coronel Freitas,-26.909,-52.703
596,361,420460,Criciúma,-28.678,-49.37
597,1,420470,Cunha Porã,-26.894,-53.168
598,39,420480,Curitibanos,-27.283,-50.584
599,1,420490,Descanso,-26.826,-53.502
600,2,420520,Erval Velho,-27.276,-51.442
601,21,420530,Faxinal dos Guedes,-26.853,-52.26
602,6763,420540,Florianópolis,-27.597,-48.549
603,3,420550,Fraiburgo,-27.026,-50.921
604,1,420590,Gaspar,-26.931,-48.959
605,10,420640,Guaraciaba,-26.599,-53.518
606,4,420660,Guarujá do Sul,-26.385,-53.528
607,13,420700,Içara,-28.713,-49.3
608,26,420730,Imbituba,-28.24,-48.67
609,34,420750,Indaial,-26.898,-49.232
610,25,420765,Iporã do Oeste,-26.988,-53.535
611,2,420800,Itá,-27.291,-52.323
612,147,420820,Itajaí,-26.908,-48.662
613,31,420840,Itapiranga,-27.169,-53.712
614,14,420850,Ituporanga,-27.414,-49.601
615,17,420870,Jacinto Machado,-28.997,-49.764
616,1600,420890,Jaraguá do Sul,-26.486,-49.067
617,257,420900,Joaçaba,-27.178,-51.505
618,66,420910,Joinville,-26.304,-48.846
619,451,420930,Lages,-27.816,-50.326
620,16,420940,Laguna,-28.483,-48.781
621,1,421000,Luiz Alves,-26.721,-48.933
622,6,421010,Mafra,-26.111,-49.805
623,47,421030,Major Vieira,-26.368,-50.328
624,78,421050,Maravilha,-26.761,-53.173
625,23,421080,Meleiro,-28.829,-49.636
626,1,421090,Modelo,-26.778,-53.055
627,6,421100,Mondaí,-27.103,-53.402
628,20,421120,Morro da Fumaça,-28.651,-49.21
629,9,421130,Navegantes,-26.899,-48.654
630,2,421160,Nova Veneza,-28.637,-49.498
631,12,421170,Orleans,-28.359,-49.291
632,12,421200,Palma Sola,-26.348,-53.278
633,69,421210,Palmitos,-27.068,-53.161
634,1,421220,Papanduva,-26.37,-50.144
635,2,421250,Penha,-26.769,-48.646
636,5,421260,Peritiba,-27.373,-51.904
637,10,421290,Pinhalzinho,-26.848,-52.992
638,39,421320,Pomerode,-26.741,-49.177
639,1,421340,Ponte Serrada,-26.872,-52.016
640,116,421360,Porto União,-26.238,-51.078
641,1,421370,Pouso Redondo,-27.258,-49.934
642,20,421380,Praia Grande,-29.197,-49.95
643,16,421400,Presidente Getúlio,-27.051,-49.623
644,6,421420,Quilombo,-26.726,-52.721
645,876,421480,Rio do Sul,-27.214,-49.643
646,12,421490,Rio Fortuna,-28.131,-49.105
647,8,421500,Rio Negrinho,-26.254,-49.518
648,6,421550,Santa Cecília,-26.961,-50.427
649,51,421570,Santo Amaro da Imperatriz,-27.688,-48.779
650,136,421580,São Bento do Sul,-26.25,-49.379
651,9,421600,São Carlos,-27.078,-53.004
652,1,421625,São João do Oeste,-27.098,-53.594
653,3,421650,São Joaquim,-28.294,-49.932
654,7,421670,São José do Cedro,-26.455,-53.494
655,27,421690,São Lourenço do Oeste,-26.359,-52.851
656,319,421720,São Miguel do Oeste,-26.725,-53.518
657,6,421730,Saudades,-26.924,-53.003
658,15,421750,Seara,-27.149,-52.311
659,2,421780,Taió,-27.116,-49.998
660,2,421790,Tangará,-27.105,-51.247
661,15,421800,Tijucas,-27.241,-48.634
662,3,421810,Timbé do Sul,-28.83,-49.847
663,43,421820,Timbó,-26.823,-49.272
664,9,421830,Três Barras,-26.106,-50.322
665,2,421840,Treze de Maio,-28.559,-49.148
666,6,421860,Trombudo Central,-27.299,-49.79
667,578,421870,Tubarão,-28.467,-49.007
668,4,421880,Turvo,-28.926,-49.679
669,1,421890,Urubici,-28.015,-49.592
670,40,421900,Urussanga,-28.518,-49.321
671,95,421930,Videira,-27.008,-51.152
672,97,421950,Xanxerê,-26.877,-52.404
673,53,421970,Xaxim,-26.962,-52.535
674,19,430003,Aceguá,-31.5155,-54.1002
675,72,430010,Agudo,-29.645,-53.24
676,2,430020,Ajuricaba,-28.239,-53.771
677,40,430030,Alecrim,-27.655,-54.764
678,120,430040,Alegrete,-29.783,-55.792
679,3,430045,Alegria,-27.827,-54.057
680,5,430050,Alpestre,-27.249,-53.035
681,1,430070,Anta Gorda,-28.97,-52.005
682,290,430080,Antônio Prado,-28.858,-51.283
683,43,430090,Aratiba,-27.394,-52.3
684,231,430100,Arroio do Meio,-29.401,-51.945
685,19,430120,Arroio do Tigre,-29.333,-53.093
686,8,430130,Arroio Grande,-32.238,-53.087
687,44,430140,Arvorezinha,-28.872,-52.175
688,5,430150,Augusto Pestana,-28.517,-53.992
689,190,430160,Bagé,-31.331,-54.107
690,5,430180,Barracão,-27.672,-51.461
691,13191,430210,Bento Gonçalves,-29.171,-51.519
692,71,430220,Boa Vista do Buricá,-27.669,-54.11
693,18,430235,Bom Princípio,-29.489,-51.353
694,11,430240,Bom Retiro do Sul,-29.609,-51.943
695,2,430245,Boqueirão do Leão,-29.304,-52.429
696,5,430260,Braga,-27.614,-53.739
697,13,430280,Caçapava do Sul,-30.512,-53.491
698,321,430300,Cachoeira do Sul,-30.039,-52.894
699,20,430330,Caibaté,-28.288,-54.638
700,61,430350,Camaquã,-30.851,-51.812
701,55,430370,Campina das Missões,-27.989,-54.839
702,6,430380,Campinas do Sul,-27.716,-52.628
703,6,430390,Campo Bom,-29.679,-51.053
704,17,430420,Candelária,-29.669,-52.789
705,6,430430,Cândido Godói,-27.952,-54.752
706,6,430440,Canela,-29.366,-50.816
707,30,430450,Canguçu,-31.395,-52.676
708,377,430460,Canoas,-29.918,-51.184
709,43,430463,Capão da Canoa,-29.761,-50.03
710,372,430470,Carazinho,-28.284,-52.786
711,121,430480,Carlos Barbosa,-29.298,-51.504
712,2822,430510,Caxias do Sul,-29.168,-51.179
713,31,430520,Cerro Largo,-28.149,-54.738
714,1,430530,Chapada,-28.055,-53.068
715,5,430540,Chiapetta,-27.923,-53.941
716,4,430570,Condor,-28.208,-53.487
717,21,430580,Constantina,-27.735,-52.992
718,18,430600,Crissiumal,-27.5,-54.101
719,80,430610,Cruz Alta,-28.639,-53.606
720,3,430620,Cruzeiro do Sul,-29.513,-51.985
721,122,430630,David Canabarro,-28.388,-51.848
722,3,430645,Dois Lajeados,-28.984,-51.836
723,7,430660,Dom Pedrito,-30.983,-54.673
724,110,430680,Encantado,-29.236,-51.87
725,20,430690,Encruzilhada do Sul,-30.544,-52.522
726,984,430700,Erechim,-27.634,-52.274
727,5,430720,Erval Grande,-27.391,-52.571
728,3,430730,Erval Seco,-27.549,-53.504
729,32,430750,Espumoso,-28.725,-52.85
730,16,430755,Estação,-27.911,-52.26
731,57,430780,Estrela,-29.502,-51.966
732,1538,430790,Farroupilha,-29.225,-51.348
733,27,430800,Faxinal do Soturno,-29.575,-53.445
734,13,430810,Feliz,-29.451,-51.306
735,43,430820,Flores da Cunha,-29.029,-51.182
736,28,430850,Frederico Westphalen,-27.359,-53.394
737,260,430860,Garibaldi,-29.256,-51.534
738,17,430870,Gaurama,-27.584,-52.094
739,8,430890,Getúlio Vargas,-27.89,-52.228
740,21,430900,Giruá,-28.028,-54.35
741,135,430910,Gramado,-29.379,-50.874
742,387,430920,Gravataí,-29.944,-50.992
743,13,430940,Guaporé,-28.846,-51.89
744,46,430960,Horizontina,-27.626,-54.308
745,3,430970,Humaitá,-27.563,-53.974
746,4,430980,Ibiaçá,-28.057,-51.855
747,38,431000,Ibirubá,-28.628,-53.09
748,46,431010,Igrejinha,-29.574,-50.79
749,8065,431020,Ijuí,-28.388,-53.915
750,34,431030,Ilópolis,-28.927,-52.124
751,6,431050,Iraí,-27.194,-53.251
752,5,431060,Itaqui,-29.125,-56.553
753,13,431080,Ivoti,-29.591,-51.161
754,1,431085,Jaboticaba,-27.631,-53.277
755,10,431090,Jacutinga,-27.729,-52.535
756,3,431100,Jaguarão,-32.566,-53.376
757,654,431110,Jaguari,-29.497,-54.69
758,13,431120,Júlio de Castilhos,-29.227,-53.682
759,17,431130,Lagoa Vermelha,-28.209,-51.526
760,517,431140,Lajeado,-29.467,-51.961
761,5,431150,Lavras do Sul,-30.813,-53.895
762,76,431180,Marau,-28.449,-52.2
763,13,431190,Marcelino Ramos,-27.462,-51.906
764,2,431205,Marques de Souza,-29.328,-52.093
765,8,431220,Maximiliano de Almeida,-27.632,-51.803
766,1,431245,Morro Redondo,-31.588,-52.633
767,1,431260,Muçum,-29.165,-51.868
768,24,431265,Não-Me-Toque,-28.459,-52.821
769,8,431270,Nonoai,-27.362,-52.771
770,26,431290,Nova Bassano,-28.724,-51.705
771,2,431300,Nova Bréscia,-29.214,-52.028
772,22,431310,Nova Palma,-29.472,-53.469
773,6,431320,Nova Petrópolis,-29.376,-51.114
774,1027,431330,Nova Prata,-28.784,-51.61
775,539,431340,Novo Hamburgo,-29.678,-51.131
776,6,431360,Paim Filho,-27.711,-51.761
777,13,431370,Palmeira das Missões,-27.899,-53.314
778,24,431380,Palmitinho,-27.355,-53.555
779,23,431390,Panambi,-28.293,-53.502
780,29,431400,Paraí,-28.594,-51.786
781,4,431402,Paraíso do Sul,-29.669,-53.149
782,9215,431410,Passo Fundo,-28.263,-52.407
783,12,431430,Pejuçara,-28.423,-53.656
784,1887,431440,Pelotas,-31.772,-52.343
785,2,431447,Pinhal Grande,-29.346,-53.307
786,18,431460,Piratini,-31.448,-53.104
787,28,431470,Planalto,-27.329,-53.059
788,2,431480,Portão,-29.702,-51.242
789,57797,431490,Porto Alegre,-30.033,-51.23
790,12,431500,Porto Lucena,-27.856,-55.016
791,19,431510,Porto Xavier,-27.906,-55.138
792,13,431515,Progresso,-29.244,-52.312
793,3,431520,Putinga,-29.002,-52.154
794,3,431530,Quaraí,-30.388,-56.451
795,64,431560,Rio Grande,-32.035,-52.099
796,92,431590,Rodeio Bonito,-27.471,-53.169
797,4,431600,Rolante,-29.651,-50.576
798,41,431610,Ronda Alta,-27.767,-52.802
799,3,431620,Rondinha,-27.828,-52.91
800,127,431640,Rosário do Sul,-30.258,-54.914
801,2,431650,Salvador do Sul,-29.438,-51.511
802,86,431660,Sananduva,-27.95,-51.807
803,13,431670,Santa Bárbara do Sul,-28.358,-53.247
804,1288,431680,Santa Cruz do Sul,-29.718,-52.426
805,3843,431690,Santa Maria,-29.684,-53.807
806,70,431710,Santana do Livramento,-30.891,-55.533
807,445,431720,Santa Rosa,-27.871,-54.481
808,1,431730,Santa Vitória do Palmar,-33.519,-53.368
809,128,431740,Santiago,-29.192,-54.867
810,94,431750,Santo Ângelo,-28.299,-54.263
811,63,431780,Santo Augusto,-27.851,-53.777
812,96,431790,Santo Cristo,-27.824,-54.663
813,50,431800,São Borja,-28.661,-56.004
814,17,431810,São Francisco de Assis,-29.55,-55.131
815,1,431820,São Francisco de Paula,-29.448,-50.584
816,71,431830,São Gabriel,-30.336,-54.32
817,33,431840,São Jerônimo,-29.959,-51.722
818,1,431846,São José do Herval,-29.044,-52.296
819,1,431849,São José do Inhacorá,-27.725,-54.129
820,23,431860,São José do Ouro,-27.769,-51.594
821,79,431880,São Lourenço do Sul,-31.365,-51.978
822,70,431890,São Luiz Gonzaga,-28.408,-54.961
823,152,431900,São Marcos,-28.971,-51.068
824,40,431910,São Martinho,-27.707,-53.969
825,13,431915,São Miguel das Missões,-28.563,-54.554
826,4,431930,São Paulo das Missões,-28.021,-54.936
827,27,431950,São Sebastião do Caí,-29.587,-51.376
828,17,431960,São Sepé,-30.161,-53.565
829,86,431990,Sapiranga,-29.638,-51.007
830,38,432010,Sarandi,-27.944,-52.923
831,42,432020,Seberi,-27.478,-53.403
832,18,432040,Serafina Corrêa,-28.712,-51.935
833,13,432050,Sertão,-27.98,-52.26
834,11,432060,Severiano de Almeida,-27.433,-52.116
835,2,432067,Sinimbu,-29.539,-52.522
836,6,432080,Soledade,-28.818,-52.51
837,28,432090,Tapejara,-28.068,-52.014
838,6,432100,Tapera,-28.626,-52.87
839,68,432120,Taquara,-29.651,-50.781
840,1,432130,Taquari,-29.8,-51.864
841,49,432140,Tenente Portela,-27.371,-53.758
842,6,432145,Teutônia,-29.448,-51.806
843,40,432150,Torres,-29.335,-49.727
844,16,432163,Três Arroios,-27.499,-52.147
845,32,432180,Três de Maio,-27.773,-54.24
846,44,432190,Três Passos,-27.456,-53.932
847,9,432200,Triunfo,-29.943,-51.718
848,6,432210,Tucunduva,-27.657,-54.44
849,10,432220,Tupanciretã,-29.081,-53.836
850,13,432230,Tuparendi,-27.756,-54.482
851,300,432240,Uruguaiana,-29.755,-57.088
852,417,432250,Vacaria,-28.512,-50.934
853,20,432253,Vale do Sol,-29.604,-52.683
854,76,432260,Venâncio Aires,-29.606,-52.192
855,20,432270,Vera Cruz,-29.715,-52.506
856,109,432280,Veranópolis,-28.936,-51.549
857,65,432300,Viamão,-30.081,-51.023
858,2,432310,Vicente Dutra,-27.162,-53.405
859,1,500070,Anastácio,-20.484,-55.807
860,4,500080,Anaurilândia,-22.188,-52.718
861,10,500190,Bataguassu,-21.714,-52.422
862,5,500210,Bela Vista,-22.109,-56.521
863,1,500220,Bonito,-21.121,-56.482
864,17,500240,Caarapó,-22.634,-54.822
865,1133,500270,Campo Grande,-20.443,-54.646
866,17,500325,Costa Rica,-18.544,-53.129
867,455,500370,Dourados,-22.221,-54.806
868,2,500380,Fátima do Sul,-22.374,-54.514
869,4,500430,Iguatemi,-23.68,-54.561
870,1,500460,Itaquiraí,-23.474,-54.185
871,6,500540,Maracaju,-21.614,-55.168
872,45,500630,Paranaíba,-19.677,-51.191
873,249,500830,Três Lagoas,-20.751,-51.678
874,228,510250,Cáceres,-16.071,-57.679
875,604,510340,Cuiabá,-15.596,-56.097
876,91,510525,Lucas do Rio Verde,-13.05,-55.911
877,10,510700,Poxoréo,-15.837,-54.389
878,2,510730,São José do Rio Claro,-13.447,-56.721
879,437,510760,Rondonópolis,-16.471,-54.636
880,3,510787,Sapezal,-12.989,-58.764
881,287,510790,Sinop,-11.864,-55.504
882,114,520110,Anápolis,-16.327,-48.953
883,1,520390,Buriti Alegre,-18.144,-49.044
884,9,520510,Catalão,-18.17,-47.942
885,1,520540,Ceres,-15.308,-49.598
886,2,520780,Firminópolis,-16.582,-50.305
887,54,520800,Formosa,-15.537,-47.334
888,1812,520870,Goiânia,-16.679,-49.254
889,8,521180,Jaraguá,-15.757,-49.334
890,25,521190,Jataí,-17.881,-51.714
891,8,521710,Piracanjuba,-17.303,-49.018
892,102,521880,Rio Verde,-17.798,-50.928
893,12,522140,Trindade,-16.649,-49.489
894,4,530010,Brasília,-15.78,-47.93
