,MUNCOD,2007,2008,2009,2010,2011,2012,2013,2014,2015
46,211210,0,0,0,0,0,0,1,0,0
47,211220,0,0,0,0,1,0,0,1,0
48,211223,0,1,0,0,0,0,0,0,0
49,211270,0,0,0,0,0,0,1,0,0
50,211300,0,0,0,0,0,1,0,0,0
51,211400,0,0,0,0,0,1,0,0,0
52,221120,0,0,0,1,0,0,0,0,0
53,230160,0,0,0,0,0,0,0,1,0
54,230240,0,0,0,0,0,0,0,1,0
55,230250,0,0,0,0,1,0,1,0,0
56,230400,0,2,0,0,0,0,0,0,0
57,230428,0,1,0,0,0,0,0,0,0
58,230440,0,1,1,0,0,0,0,0,0
59,230540,0,0,0,1,0,0,0,0,0
60,230640,0,1,0,0,0,0,0,0,0
61,230700,0,1,0,0,0,0,0,0,0
62,230730,0,0,0,0,0,1,0,0,0
63,230763,0,0,0,0,0,0,1,0,0
64,230830,0,0,0,0,0,0,0,1,0
65,230840,0,0,0,0,0,0,0,0,1
66,231070,0,0,0,1,0,0,0,0,0
67,231110,0,0,0,0,0,0,1,0,0
68,231290,0,0,0,1,0,0,0,0,0
69,231340,0,0,0,0,0,0,0,1,0
70,231395,0,1,0,0,0,0,0,0,0
71,240100,0,0,0,0,0,0,1,0,0
72,240670,0,1,0,0,0,0,0,0,0
73,240325,0,0,0,0,1,0,0,1,0
74,241120,0,1,0,0,0,0,0,0,1
75,241200,0,0,0,0,0,0,0,1,0
76,241400,0,0,0,0,0,0,0,1,0
77,250040,0,0,0,1,0,0,0,0,0
78,250350,0,0,0,0,1,0,0,0,0
79,250680,0,0,0,0,0,0,0,1,0
80,251140,0,0,1,0,0,0,0,0,0
81,251370,0,0,0,0,1,0,0,0,0
82,260110,0,0,1,0,0,0,0,0,0
83,260120,0,0,0,0,1,0,0,0,0
84,260210,0,1,0,0,1,0,0,0,1
85,260260,0,0,0,0,0,0,0,1,0
86,260410,0,0,0,0,0,0,0,1,1
87,260520,0,0,0,0,0,0,0,1,0
88,260570,0,0,0,0,1,0,0,0,0
89,261070,0,0,0,0,1,0,0,0,0
90,261110,0,0,0,0,0,0,0,1,1
91,261160,0,0,0,0,0,0,0,1,0
92,261170,0,0,0,0,0,0,0,0,1
93,261310,0,0,0,0,0,0,0,0,2
94,261580,0,0,0,0,0,0,0,0,1
95,270330,0,0,0,0,0,0,0,1,0
96,270430,0,0,1,1,1,1,0,0,0
97,270630,0,0,1,0,0,0,0,0,0
98,270640,0,0,0,0,0,0,0,1,0
99,280030,0,0,0,0,0,0,1,0,0
100,280130,0,1,0,0,0,0,0,0,0
101,280350,0,0,0,0,0,0,3,2,2
102,280480,0,0,0,2,0,0,0,0,0
103,280560,0,0,0,0,1,0,0,0,0
104,280620,0,0,0,0,0,0,1,0,0
105,280710,0,0,0,0,0,0,0,1,0
106,280740,0,0,0,0,0,0,1,2,0
107,290570,0,0,0,0,0,0,0,1,0
108,290690,0,0,0,0,0,0,0,0,1
109,290720,0,0,0,0,0,0,0,1,0
110,291005,0,0,0,0,0,0,0,0,1
111,291072,0,0,0,0,1,0,0,0,0
112,291180,0,0,0,0,0,0,1,0,0
113,291470,0,0,0,0,1,0,0,0,0
114,291560,0,0,0,0,1,2,0,2,0
115,291630,0,0,0,1,0,0,0,0,0
116,291840,0,0,0,0,0,1,0,0,0
117,291880,0,0,0,0,0,0,0,0,1
118,292310,0,0,0,0,0,0,0,1,0
119,292740,0,1,0,0,0,0,1,19,10
120,292780,0,0,0,0,1,0,0,0,0
121,292860,0,0,0,0,0,0,0,1,0
122,293135,0,0,0,0,0,0,0,3,1
123,293345,0,1,0,0,0,0,0,0,0
124,310050,0,0,1,0,0,0,0,0,0
125,310163,0,0,0,0,0,0,0,1,0
126,315350,0,0,0,0,0,0,0,1,0
127,310250,0,0,0,0,0,0,0,0,2
128,310350,0,0,0,0,0,0,1,0,0
129,310540,0,0,1,0,0,0,0,1,0
130,310560,0,0,0,0,0,0,0,14,6
131,310620,0,0,2,1,0,0,0,1,0
132,310730,0,0,0,1,2,0,0,0,0
133,311120,0,0,0,0,0,0,0,0,1
134,311130,0,0,0,0,1,0,0,0,0
135,311200,0,2,0,0,0,0,0,0,0
136,311320,0,0,0,0,0,0,0,2,0
137,311510,0,0,0,1,0,0,0,0,0
138,311545,0,0,0,0,0,0,0,1,0
139,311860,0,0,0,0,0,0,1,0,0
140,311880,0,0,0,0,0,1,0,0,0
141,311940,0,0,0,0,1,0,0,0,0
142,312080,0,0,0,0,0,0,0,2,0
143,312230,0,0,0,0,0,0,1,0,0
144,312290,0,0,0,0,0,0,0,0,1
145,312320,0,0,0,0,0,0,0,1,1
146,312390,0,0,0,0,0,0,0,0,1
147,312770,0,0,0,0,0,0,0,0,1
148,312870,0,0,0,0,0,0,2,0,0
149,312950,0,0,1,0,0,0,0,1,0
150,312970,0,1,0,0,0,0,0,0,0
151,313055,0,0,1,0,0,0,0,0,0
152,313090,0,0,0,0,0,0,0,2,0
153,313170,0,0,0,0,0,0,1,1,1
154,313210,0,0,0,0,1,0,0,0,0
155,313420,0,0,0,0,0,0,0,1,0
156,313520,0,1,0,0,0,1,0,0,0
157,313580,0,0,0,0,0,0,0,2,0
158,313670,0,0,1,1,0,0,1,1,0
159,313680,0,0,0,0,0,0,1,0,0
160,313720,0,0,0,0,0,0,0,1,0
161,313770,0,1,0,0,0,0,0,0,0
162,313820,0,0,0,0,0,0,0,1,1
163,313900,0,0,0,0,0,0,0,1,0
164,313930,0,0,0,0,0,1,0,0,0
165,313940,0,0,0,0,1,0,0,0,0
166,314000,0,0,0,0,0,0,0,1,0
167,314050,0,0,0,0,0,0,0,1,0
168,314290,0,0,0,0,0,0,0,0,1
169,314340,0,0,0,0,1,0,0,0,0
170,314330,0,0,0,1,0,0,0,0,0
171,314410,0,0,1,0,0,0,0,0,0
172,314470,0,1,0,0,0,0,0,0,0
173,314530,0,0,2,0,0,0,0,0,0
174,314590,0,0,0,0,1,0,0,0,0
175,314610,0,0,0,0,0,0,0,8,1
176,314630,0,0,0,0,0,0,0,2,1
177,314830,0,0,0,0,0,0,0,0,1
178,314870,0,0,0,0,0,0,0,2,0
179,314990,0,0,0,0,0,0,1,0,0
180,315200,0,0,0,0,0,0,0,1,0
181,315210,0,0,0,1,0,0,0,0,1
182,315230,0,0,0,0,0,0,0,0,2
183,315240,0,0,0,0,0,1,0,0,0
184,315670,0,0,0,0,0,0,1,1,0
185,315720,0,0,0,0,0,0,0,2,0
186,315770,0,0,0,1,0,0,0,0,0
187,315780,0,0,0,1,0,0,0,2,0
188,316095,0,0,0,1,0,0,0,0,0
189,316100,0,1,0,0,0,0,0,0,0
190,316250,0,0,0,0,0,0,0,0,1
191,316265,0,0,0,0,0,0,0,0,1
192,316470,0,0,0,0,0,0,0,1,0
193,316620,0,0,0,0,0,0,0,1,0
194,316850,0,0,0,0,0,0,0,0,1
195,316870,0,0,0,0,0,0,0,1,0
196,316970,0,0,1,0,0,0,0,0,0
197,316990,0,0,0,0,0,0,0,1,0
198,317010,0,0,0,0,0,0,0,1,1
199,317020,0,0,0,1,1,3,2,4,0
200,317040,0,0,0,0,0,0,1,0,0
201,317057,0,0,1,0,0,0,0,0,0
202,317070,0,0,0,0,0,0,0,1,0
203,317080,0,0,0,1,0,0,0,0,0
204,317115,0,0,1,0,0,0,0,0,0
205,317130,0,0,0,0,0,0,0,0,3
206,320060,0,0,0,0,0,0,2,2,0
207,320090,0,0,0,0,0,1,0,0,0
208,320190,0,0,0,0,0,0,1,0,0
209,320230,0,1,0,0,0,0,0,0,0
210,320260,0,0,0,0,0,0,0,0,1
211,320290,0,0,0,0,0,0,2,1,0
212,320300,0,0,0,0,0,0,0,1,0
213,320320,0,0,0,3,0,0,2,0,0
214,320340,0,0,0,2,0,0,0,0,0
215,320520,0,0,0,0,1,1,0,0,0
216,320530,1,1,0,0,0,0,0,0,0
217,330010,0,0,0,0,0,0,0,1,1
218,330025,0,0,0,2,0,0,0,0,0
219,330030,0,0,2,1,0,0,0,0,0
220,330045,0,0,2,0,0,1,1,1,0
221,330060,0,0,0,1,0,0,0,3,0
222,330120,0,0,0,0,0,1,0,0,0
223,330170,0,1,0,0,0,0,1,1,0
224,330190,0,0,0,0,0,0,2,1,0
225,330225,0,0,0,0,0,1,0,1,0
226,330240,0,0,0,0,0,0,0,6,1
227,330250,0,0,0,0,0,0,1,0,0
228,330270,0,0,0,0,0,0,1,1,1
229,330330,0,0,0,0,0,0,0,1,1
230,330340,0,0,0,0,0,0,0,1,0
231,330400,0,0,0,0,1,0,0,0,0
232,330411,0,0,0,0,0,2,1,1,1
233,330415,0,0,0,0,0,0,0,1,0
234,330430,0,0,0,0,0,0,1,0,0
235,330455,0,1,4,0,1,4,6,1,0
236,330490,0,0,0,4,0,0,5,23,5
237,330520,0,0,0,2,1,1,1,0,0
238,330560,0,0,0,0,1,0,0,0,0
239,330580,0,0,0,0,1,0,0,0,0
240,330600,0,1,0,1,0,0,0,0,0
241,330610,0,0,0,0,0,0,0,3,0
242,350010,0,2,1,0,3,2,1,0,0
243,350030,0,0,0,0,0,1,0,0,1
244,350050,0,0,0,0,0,0,1,0,0
245,350220,0,0,0,0,0,1,0,0,0
246,350410,0,0,0,1,0,1,0,0,0
247,350530,0,0,0,0,1,0,0,0,0
248,350570,0,0,0,0,0,0,0,1,0
249,350590,0,0,0,0,0,0,0,0,4
250,350600,0,1,1,0,0,0,0,0,0
251,350610,0,0,0,0,0,0,0,1,0
252,350650,0,0,1,0,0,2,0,0,0
253,350750,0,0,0,0,0,1,0,0,0
254,350950,0,1,0,0,1,0,1,0,0
255,350970,0,0,0,0,1,0,0,0,0
256,351020,0,0,0,0,0,0,1,0,0
257,351050,0,0,0,0,0,0,0,3,0
258,351060,0,0,0,0,0,2,3,1,2
259,351080,0,0,2,1,0,1,0,0,0
260,351110,0,0,0,0,0,0,0,1,0
261,351220,0,0,0,0,2,0,0,0,0
262,351280,0,0,0,0,0,0,1,0,0
263,351400,0,0,1,0,0,0,0,0,0
264,351500,0,0,2,0,0,0,1,0,0
265,351518,0,0,0,0,0,1,0,0,0
266,351600,0,0,1,1,1,0,0,0,0
267,351620,0,0,0,0,0,1,1,0,0
268,351870,0,0,0,0,0,0,1,0,0
269,351880,0,0,1,0,0,0,0,1,0
270,351907,0,0,0,1,0,0,1,1,0
271,351990,0,0,0,0,0,0,1,0,0
272,352010,0,0,0,0,0,0,0,1,0
273,352044,0,0,0,0,0,0,0,2,0
274,352040,0,1,1,0,0,1,0,0,0
275,352160,0,0,0,0,0,0,0,0,1
276,352220,0,1,0,0,0,0,1,0,1
277,352230,0,0,0,0,0,1,0,0,0
278,352300,0,0,0,0,1,0,0,0,0
279,352340,0,0,1,0,0,0,0,0,0
280,352470,0,0,0,0,0,0,0,1,0
281,352560,0,0,0,0,0,0,1,0,0
282,352590,0,0,0,0,2,1,0,0,0
283,352720,0,1,0,0,0,0,0,0,0
284,352740,0,0,0,0,0,1,1,0,0
285,352890,0,0,0,1,0,4,0,0,0
286,352940,0,0,0,0,0,0,0,1,1
287,352970,0,0,0,0,0,0,0,1,0
288,353030,0,0,0,1,1,0,0,0,0
289,353060,0,0,0,0,0,0,0,1,0
290,353190,0,0,0,0,1,2,1,0,0
291,353220,0,0,0,0,1,0,0,0,0
292,353280,0,0,0,0,0,1,0,0,0
293,353350,0,0,0,2,0,1,0,0,0
294,353430,0,0,0,0,0,0,0,2,0
295,353440,0,0,0,0,0,0,0,1,0
296,353460,0,0,0,0,0,0,0,0,1
297,353490,0,0,0,0,1,0,0,0,0
298,353620,0,0,0,0,0,1,0,0,0
299,353650,0,0,0,0,0,0,1,0,0
300,353780,0,0,0,0,1,0,0,0,0
301,353870,0,0,0,0,0,0,0,1,0
302,354000,0,0,0,0,0,0,1,0,0
303,354060,0,0,0,0,0,0,0,0,1
304,354070,0,0,0,1,0,0,0,1,0
305,354090,0,1,0,0,0,0,0,0,0
306,354140,0,0,0,1,1,0,3,2,2
307,354220,0,0,0,1,0,0,1,0,0
308,354240,0,0,1,0,0,0,0,0,0
309,354340,0,0,1,0,0,0,0,0,0
310,354660,0,0,0,0,0,0,1,0,0
311,354750,0,0,0,0,0,1,1,0,0
312,354730,0,0,0,1,1,0,0,0,7
313,354780,0,0,0,1,0,0,0,0,3
314,354850,0,0,1,0,0,0,0,1,0
315,354870,0,0,0,0,1,0,0,0,0
316,354880,0,0,0,0,0,0,0,0,1
317,354910,0,0,0,0,0,1,0,1,1
318,354980,0,0,0,0,0,2,1,0,0
319,354990,0,0,0,0,0,1,0,0,0
320,355020,0,0,0,0,0,0,0,2,0
321,355030,0,3,4,1,2,5,6,5,11
322,355040,0,0,0,0,0,0,0,1,0
323,355080,0,0,0,1,0,0,0,0,0
324,355100,0,0,0,0,0,1,0,0,0
325,355220,0,1,0,0,1,0,1,0,0
326,355255,0,1,0,0,1,0,0,0,0
327,355280,0,0,0,1,0,0,0,0,0
328,355370,0,0,0,0,0,0,2,0,0
329,355410,0,0,1,0,0,0,0,0,0
330,355535,0,0,0,0,0,0,1,0,0
331,355620,0,0,0,0,0,0,0,1,0
332,355635,0,0,0,0,0,0,0,1,0
333,355710,0,0,0,2,0,1,1,0,0
334,412862,0,1,0,0,0,0,0,0,0
335,410050,0,0,1,0,0,0,0,0,0
336,410150,0,0,0,1,1,0,0,0,0
337,410250,0,0,0,0,0,0,0,0,1
338,410300,0,0,1,1,0,0,0,0,0
339,410370,0,0,0,0,0,1,0,0,0
340,410420,0,0,0,0,0,0,0,1,0
341,410430,0,0,0,0,0,0,0,0,2
342,410480,0,0,0,0,0,0,0,1,0
343,410550,0,0,1,0,0,0,0,0,1
344,410660,0,0,0,0,0,0,0,0,1
345,410690,0,0,0,0,0,0,0,3,0
346,410785,0,1,0,0,0,0,0,0,0
347,410790,0,0,0,0,0,0,0,1,0
348,410800,0,1,0,1,1,0,0,0,0
349,410840,0,0,1,0,0,0,0,0,0
350,410940,0,0,2,0,0,0,0,0,0
351,410950,0,0,0,0,0,0,0,1,0
352,411080,0,0,0,0,0,0,0,0,1
353,411150,0,1,0,0,0,0,0,0,0
354,411200,0,0,0,0,0,1,0,0,0
355,411280,0,1,0,0,0,0,0,0,0
356,411310,0,0,0,0,0,0,0,1,0
357,411370,0,0,0,0,0,0,1,1,0
358,411373,0,0,0,0,0,0,0,1,0
359,411400,0,0,0,0,1,0,0,0,0
360,411520,0,0,0,1,0,0,1,0,1
361,411560,0,0,0,0,0,1,0,0,0
362,411695,0,0,0,0,0,0,0,1,0
363,411710,0,0,0,0,0,0,1,0,0
364,411820,0,1,0,0,0,0,0,0,0
365,411840,0,0,0,0,0,0,0,1,0
366,411850,0,0,0,1,1,0,0,0,0
367,411870,0,0,1,0,0,0,0,0,0
368,411880,0,0,0,0,0,0,0,0,1
369,411890,0,0,1,0,0,0,0,0,0
370,411915,0,0,0,1,0,0,0,0,1
371,411940,0,0,0,0,0,1,0,0,0
372,411960,0,0,0,0,0,0,0,0,1
373,411990,0,0,0,1,0,0,1,1,0
374,412000,0,0,1,1,0,0,0,0,0
375,412020,0,0,0,4,0,0,0,0,0
376,412240,0,0,0,0,0,0,1,1,0
377,412370,0,2,0,0,0,0,0,0,0
378,412402,0,0,0,0,0,0,0,1,0
379,412440,0,0,0,0,1,0,0,0,0
380,412535,0,0,1,0,0,0,0,0,0
381,412550,0,0,0,0,1,0,0,0,0
382,412625,0,1,0,0,0,0,0,0,0
383,412730,0,1,0,0,1,0,0,0,0
384,412750,0,0,0,0,0,1,0,1,0
385,412760,0,0,0,0,0,0,1,0,0
386,412810,0,0,1,1,0,0,0,0,0
387,420140,0,0,0,0,0,0,0,0,1
388,420208,0,0,0,0,0,0,0,0,1
389,420290,0,0,0,0,0,0,0,3,0
390,420300,0,0,0,0,0,0,0,0,1
391,420315,0,0,1,0,0,0,0,0,0
392,420380,0,0,0,0,0,1,0,0,0
393,420400,0,0,0,0,0,0,0,0,1
394,420420,0,0,0,0,0,0,1,0,0
395,420430,0,1,1,0,0,0,0,0,0
396,420455,0,0,0,1,0,0,0,0,0
397,420460,0,0,1,1,1,0,0,0,0
398,420490,0,0,0,0,0,0,0,0,1
399,420510,0,0,0,0,0,0,1,0,0
400,420540,0,0,1,0,0,0,0,0,0
401,420600,0,0,0,0,0,0,1,0,0
402,420640,0,0,0,0,0,0,0,0,2
403,420750,0,0,2,0,0,0,0,0,0
404,420765,0,0,0,0,0,0,0,0,1
405,420775,0,0,0,0,0,0,0,1,0
406,420810,0,1,0,0,0,0,0,0,0
407,420845,0,0,0,0,0,1,0,0,0
408,420910,0,1,0,1,0,2,0,1,0
409,420940,0,1,0,0,1,1,0,0,0
410,421010,0,0,0,0,0,0,0,0,1
411,421050,0,0,0,0,0,0,0,0,1
412,421100,0,0,0,0,0,0,0,1,0
413,421190,0,0,0,0,0,0,0,1,1
414,421223,0,0,0,0,0,0,0,1,0
415,421360,0,0,0,0,0,0,0,0,1
416,421500,0,0,0,0,0,0,1,0,0
417,421520,0,0,0,0,0,0,0,0,2
418,421535,0,0,0,0,0,0,0,1,0
419,421540,0,0,0,0,0,0,0,1,1
420,421630,0,1,0,0,0,0,0,0,0
421,421625,0,0,0,0,0,0,0,0,1
422,421660,0,0,1,0,0,0,2,1,1
423,421670,0,0,0,0,0,0,0,1,0
424,421720,0,0,0,0,0,1,0,0,7
425,421870,0,0,0,0,0,0,0,0,2
426,421890,0,0,0,0,1,0,0,0,0
427,430060,0,1,0,0,0,0,0,0,0
428,430105,0,0,0,0,0,0,0,2,0
429,430210,0,0,0,0,0,2,0,0,1
430,430270,0,0,0,0,0,0,1,0,0
431,430510,0,0,0,1,0,0,1,0,0
432,430860,0,0,0,0,0,0,2,0,0
433,431020,0,0,0,0,1,0,0,0,0
434,431410,0,0,0,0,0,0,0,1,0
435,431440,0,0,1,0,0,0,0,0,0
436,431490,0,0,1,3,2,1,0,1,0
437,431560,0,0,0,0,1,0,1,0,0
438,431680,0,0,0,0,0,1,0,0,0
439,431690,0,0,0,0,0,1,0,0,0
440,431730,0,0,0,0,1,0,0,0,0
441,431780,0,0,0,0,0,0,0,1,0
442,431870,0,0,0,0,0,0,2,0,0
443,432000,0,0,0,1,0,0,0,0,0
444,432110,0,0,0,0,0,0,1,0,0
445,432260,0,0,0,1,0,0,0,0,0
446,432380,0,0,0,1,0,0,0,0,0
447,500270,0,1,0,0,0,0,1,0,0
448,500325,0,0,0,0,0,0,0,1,0
449,500370,0,0,1,0,1,0,0,0,0
450,500625,0,1,0,0,0,0,0,0,0
451,500780,0,0,0,1,0,0,0,0,0
452,510025,0,0,1,0,0,0,1,0,0
453,510170,0,0,0,0,0,0,2,0,0
454,510250,0,0,0,0,0,0,0,0,1
455,510267,0,0,0,0,0,0,1,1,0
456,510340,0,0,0,0,0,0,0,0,1
457,510515,0,0,0,0,0,0,0,1,0
458,510558,0,2,0,0,0,0,0,0,0
459,510562,0,0,0,0,0,0,1,0,0
460,510629,0,0,0,0,0,0,0,0,1
461,510682,0,0,0,0,0,0,1,0,0
462,510704,0,0,1,0,0,2,1,1,0
463,510710,0,0,0,0,0,0,1,0,0
464,510790,0,0,0,0,0,0,1,0,0
465,510795,0,0,0,0,0,0,0,1,0
466,510840,0,0,0,0,1,0,0,0,0
467,520140,0,0,1,0,0,0,0,0,0
468,520150,0,0,0,0,0,0,0,1,0
469,520250,0,1,0,0,0,0,0,0,0
470,520330,0,0,0,0,0,0,1,0,0
471,520350,0,0,0,2,2,0,0,1,0
472,520390,0,0,1,1,1,0,0,0,0
473,520440,0,0,0,0,0,0,1,0,0
474,520490,0,0,0,0,0,1,0,0,0
475,520510,0,0,0,0,0,0,0,1,0
476,520570,0,0,0,0,0,0,0,0,2
477,520800,0,0,1,0,0,0,3,4,1
478,520810,0,1,0,0,0,0,0,0,0
479,520860,0,0,0,0,0,0,1,0,0
480,520870,0,1,0,1,0,0,0,1,0
481,520995,0,0,0,1,0,0,0,0,0
482,521020,0,0,0,0,0,0,2,0,0
483,521040,0,0,0,0,0,0,0,0,1
484,521140,0,0,0,0,0,0,1,0,10
485,521160,0,0,0,0,0,0,0,1,1
486,521220,0,0,0,0,0,1,0,1,0
487,521250,0,0,0,0,0,1,0,1,0
488,521290,0,1,0,0,0,0,0,0,0
489,521295,0,1,0,0,0,0,0,0,0
490,521380,0,0,0,1,0,0,0,0,0
491,521460,0,0,1,0,1,1,0,0,0
492,521523,0,0,0,0,0,1,0,0,0
493,521530,0,0,0,1,0,0,1,0,0
494,521640,0,0,0,0,0,0,1,0,0
495,521839,0,0,0,1,0,0,0,0,0
496,521850,0,0,0,0,0,2,0,0,0
497,521880,0,0,0,0,7,1,0,0,0
498,521910,0,1,0,0,0,0,0,0,0
499,521925,0,0,0,0,0,1,0,0,0
500,521975,0,1,1,0,0,0,0,0,0
501,521980,0,0,0,0,0,0,0,0,1
502,522010,0,1,0,0,0,0,0,0,0
503,522140,0,1,0,0,0,0,2,0,0
504,522150,0,0,0,0,0,0,0,0,1
505,530010,0,2,2,4,7,3,4,5,2
