,MUNCOD,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,110002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,110020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,120030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,120039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,120040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,120043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,120050,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,120060,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,130356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,140010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,140028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,150140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,150470,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,221100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,230030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,230590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,231140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,231200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,260950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,261060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,280660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,290130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,291080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,310060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,313670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,316245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,317010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,330120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,330455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,330490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,350570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,350840,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,350950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,351060,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,351380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,352410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,352590,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,352940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,354580,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,355030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,355250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,410785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,410870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,410990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,411520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,420130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,421200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,500270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,510340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,510840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,520410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,520800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,521250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,521310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,521460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,521523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,521760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,530010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
