,MUNCOD,2007,2008,2009,2010,2011,2012,2013,2014,2015
211,315980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,315990,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,316020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,316070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,316250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,316290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,316320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,316820,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,317010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,317020,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
221,317130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,317200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,320010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,320060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,320090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,320120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,320130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,320140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,320150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,320170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,320220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,320230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,320245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,320270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,320300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
236,320350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,320410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,320435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,320455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,320460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
241,320470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,320490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,320495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,320500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,320520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,320530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,330020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,330023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,330040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,330045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,330060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,330070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,330120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,330130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,330095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,330170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,330187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,330190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,330200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,330240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,330270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,330310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,330330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,330370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,330380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,330385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,330390,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
268,330411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,330420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,330430,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0
271,330455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,330490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
273,330515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,330520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,330550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,330560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,330570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,330575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
279,330580,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,330610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,330620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,330630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,350010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,350050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,350070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,350100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,350210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,350250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,350260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,350330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,350400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,350410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,350460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,350570,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,350610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,350635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,350650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298,350750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,350760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,350840,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,350850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,350890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,350920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
304,350925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
305,350950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
306,351060,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,351130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,351210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309,351220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,351300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,351380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,351480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,351500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,351565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,351570,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
316,351580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,351600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,351620,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319,351640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,351650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,351840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,351870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,351880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,351907,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
325,351960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,352020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,352044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,352050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,352080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,352210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,352250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,352270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,352310,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,352320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,352390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,352410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,352430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
