,MUNCOD,2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,140017,0,0,0,0,0,0,0,1,0,0,0,0
1,150010,0,0,0,0,0,0,0,1,0,0,1,0
2,150140,0,0,0,0,0,0,0,1,0,0,0,0
3,170950,0,0,0,0,0,0,0,0,0,0,1,0
4,210060,0,0,0,0,0,0,0,0,0,0,1,0
5,260420,0,0,0,0,0,0,0,0,1,0,0,0
6,291080,0,0,0,0,0,1,0,0,0,0,0,0
7,292010,0,0,0,0,0,0,0,1,0,0,0,0
8,310670,0,0,0,0,0,1,0,0,0,0,1,0
9,312410,0,1,0,0,0,0,0,0,0,0,0,0
10,314070,0,0,0,0,0,0,0,0,1,0,0,0
11,314330,0,0,0,1,1,0,0,0,0,0,0,0
12,314520,0,0,0,0,0,0,0,0,0,0,0,1
13,316553,0,0,0,0,0,0,1,0,0,0,0,0
14,320060,2,0,0,0,0,0,0,0,0,0,0,0
15,320500,1,0,0,0,0,0,0,0,0,0,0,0
16,330455,1,0,0,0,0,0,0,0,0,0,0,0
17,330490,2,0,0,0,0,0,0,0,0,0,0,0
18,350210,0,0,0,0,0,0,2,0,0,0,0,0
19,350280,0,0,0,0,0,0,0,1,0,0,0,0
20,352680,0,0,1,0,0,0,0,0,0,0,0,0
21,353710,0,0,0,1,0,0,0,0,0,0,0,0
22,353980,0,0,0,0,0,0,0,0,0,0,0,1
23,354870,0,0,0,0,0,0,0,2,0,0,0,0
24,355030,1,0,0,0,0,0,0,0,0,0,0,0
25,355220,1,1,0,0,0,0,0,0,0,0,0,0
26,410442,0,0,1,0,0,0,0,0,0,0,0,0
27,411995,0,0,0,0,0,0,0,0,1,0,0,0
28,510760,0,0,0,0,0,0,0,0,0,1,0,0
29,521570,0,0,0,0,0,0,0,0,0,0,1,0
30,530010,0,0,0,0,0,0,0,1,0,1,0,0
