,MUNCOD,2008,2009,2010,2011,2012,2013,2014,2015
376,330225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,330240,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
378,330270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,330330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
380,330340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,330350,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
382,330370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,330390,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
384,330411,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
385,330415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,330420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,330430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,330450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,330452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,330455,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
391,330460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,330470,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
393,330490,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
394,330510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,330540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,330560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,330575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,330600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,330610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,330615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,330620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,330630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,350010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,350050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,350210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,350270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,350300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,350320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,350390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,350410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,350530,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
412,350610,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,350650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,350700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,350710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,350740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,350760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,350840,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,350850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,350920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,350950,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
422,350960,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
423,350990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,351020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,351050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,351060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
427,351100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,351150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,351200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,351220,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
431,351300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,351380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,351400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,351500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,351518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,351520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,351550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,351570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,351630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,351640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,351860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,351870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,351880,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
444,351907,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
445,351960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,352010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,352040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,352210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,352250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450,352260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,352270,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
452,352310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,352320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
454,352340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,352400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
456,352410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,352440,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
458,352470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,352500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,352520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,352550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,352585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,352590,0.0,19.0,10.0,4.0,0.0,0.0,0.0,1.0
464,352670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,352680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
466,352690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,352700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,352730,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
469,352740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,352760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,352850,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
472,352900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,352920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,352930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,353060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,353150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,353180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,353190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,353200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,353282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,353350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,353440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
483,353530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,353540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,353650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,353710,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
487,353730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,353740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,353760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,353790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,353820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,353870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,353920,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
494,353930,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,354040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,354060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,354070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498,354075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,354100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,354140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
501,354200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,354220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,354300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,354340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,354390,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
506,354520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,354570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,354580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,354630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,354680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,354750,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
512,354730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,354780,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
514,354850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,354870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,354880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,354890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,354940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,354980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,354990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521,355030,0.0,5.0,5.0,4.0,1.0,1.0,8.0,0.0
522,355060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,355070,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,355100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,355110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,355170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,355180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,355220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,355240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,355250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,355280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,355370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,355400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,355410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,355475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,355480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,355500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,355510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,355540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,355650,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
541,355670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,355680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,355700,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
544,410010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,410040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,410045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,410050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,410370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,410390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,410420,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
551,410430,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
552,410460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,410480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,410490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,410580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,410640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
557,410670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,410690,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
559,410750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,410755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
561,410765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,410890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,410895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,410940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,411060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,411070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,411080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,411295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,411325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,411370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,411373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,411390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,411400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,411410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,411430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,411480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,411520,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
578,411540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,411560,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
580,411610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581,411680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,411690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,411730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,411750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,411780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,411820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,411840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,411850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,411880,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590,411950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,411970,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
592,411990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,412000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,412020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,412070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,412240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,412250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,412395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,412402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,412405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,412550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,412625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,412667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,412710,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,412760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,412800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,412810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,412820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,420130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,420160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,420210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,420230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,420240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,420300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,420395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,420430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,420500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,420540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
619,420580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,420660,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
621,420790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,420820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,420840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,420910,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
625,421010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,421050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,421100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
628,421190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,421200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630,421415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,421480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,421580,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633,421620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,421660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,421670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
636,421690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,421720,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
638,421800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,421830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,430003,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
641,430130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,430210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,430390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,430400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,430420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,430435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,430460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,430463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,430466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,430510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,430590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,430610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,430690,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654,430820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,430920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,430940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,431041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
658,431205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,431337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,431340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,431370,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
662,431390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,431440,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
664,431442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,431490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,431500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,431560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,431680,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
669,431690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,431760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,431795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
672,431870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,431880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,431940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,432000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,432010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
677,432140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,432160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,432240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
680,432300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,500060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,500085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,500090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,500100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,500230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,500270,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
687,500295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
688,500320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,500325,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
690,500370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
691,500380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,500490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,500500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,500515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,500540,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
696,500568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,500570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,500620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,500690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,500710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,500790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,500793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,500830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,510020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,510025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,510030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,510263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,510320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
709,510340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,510510,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
711,510515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,510525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,510621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,510623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,510642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,510704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
717,510730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,510790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,510550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,520025,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
721,520030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,520110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
723,520140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,520330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,520350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,520425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,520440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,520510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,520549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,520620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,520800,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
732,520810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,520860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,520870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
735,520890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,520910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,520915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
738,520990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,521020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,521140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,521150,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
742,521210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,521250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
744,521260,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
745,521380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,521450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,521460,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
748,521523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,521560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,521640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,521740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
752,521850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
