,MUNCOD,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,110037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,110002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,110045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,110005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,110006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,110007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,110013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,110015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,110145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,110025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,110028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,140010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,150145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,150503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,160020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,160030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,170070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,210180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,210820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,220350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,230120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,230423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,230440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,230770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,230970,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,231340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
