,MUNCOD,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,110040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,110002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,110045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,110004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,110080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,110090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,110008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,110094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,110009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,110100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,110010,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
13,110110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,110012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,110013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,110140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,110033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,110050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,110015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,110145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,110018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,110146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,110020,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
25,110025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,110028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,110149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,110032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,110160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,110030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,120020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,120030,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,120033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,120034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,120038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,120039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,120040,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
40,120043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,120050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,120045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,120060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,120070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,130014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,130050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,130060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,130110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,130120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,130165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,130170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,130180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,130185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,130190,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
55,130240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,130250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,130260,0.0,2.0,8.0,5.0,0.0,0.0,1.0,2.0,0.0
58,130340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,130350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,130353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,130360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,130370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,130420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,140010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
65,140015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,140017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,140040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,140050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,140070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,150010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,150020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,150034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,150060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,150080,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,150130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,150140,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
77,150145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,150150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,150157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,150170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,150190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,150210,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,150215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,150220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,150230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,150240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,150250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,150270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,150275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,150277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,150293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,150307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,150310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,150330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,150345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,150420,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,150430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,150442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
