,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Total,MUNCOD
4041,3,2,0,0,3,0,4,0,5,4,4,25,411930
4042,2,2,2,2,0,0,2,3,2,1,1,17,411940
4043,2,3,4,6,3,7,9,6,4,6,12,62,411950
4044,1,4,1,4,2,1,0,3,4,2,2,24,411960
4045,0,0,1,1,0,0,0,0,1,0,0,3,411965
4046,0,0,0,0,1,1,0,0,0,0,0,2,411970
4047,2,1,4,5,1,0,3,2,2,3,3,26,411980
4048,26,21,22,11,15,22,13,17,18,19,8,192,411990
4049,0,2,1,2,3,2,0,1,2,1,1,15,411995
4050,0,1,0,2,0,0,1,1,0,0,0,5,412000
4051,0,0,1,0,0,0,0,1,0,0,0,2,412010
4052,0,0,0,0,0,1,0,1,0,1,0,3,412015
4053,1,0,0,0,0,1,0,1,0,0,0,3,412020
4054,1,1,0,0,1,0,0,0,1,0,1,5,412030
4055,0,0,0,0,0,1,0,0,0,0,1,2,412033
4056,1,1,0,0,0,0,1,1,1,1,1,7,412035
4057,0,0,0,0,1,0,0,0,0,1,1,3,412040
4058,0,1,3,1,3,0,0,0,0,0,1,9,412050
4059,7,8,6,4,5,7,4,5,3,7,3,59,412060
4060,0,1,0,0,3,0,0,1,0,0,0,5,412065
4061,0,1,0,0,0,0,0,0,2,1,0,4,412070
4062,0,2,1,0,1,0,0,0,0,1,1,6,412080
4063,1,0,0,0,0,3,1,0,1,0,1,7,412085
4064,2,3,1,4,4,3,2,4,1,3,5,32,412090
4065,0,0,0,1,3,0,2,0,1,1,1,9,412100
4066,0,0,1,0,0,1,0,0,0,0,0,2,412110
4067,2,2,1,1,1,0,3,1,0,1,3,15,412120
4068,1,0,0,0,0,0,1,0,0,0,0,2,412125
4069,0,0,0,0,0,0,0,0,0,1,0,1,412130
4070,0,0,1,0,0,0,0,0,0,1,0,2,412135
4071,2,3,2,3,0,6,4,1,0,2,1,24,412140
4072,1,2,1,5,2,0,2,1,2,0,0,16,412150
4073,0,0,1,1,0,0,2,0,3,2,3,12,412160
4074,2,4,0,2,2,2,1,3,2,4,4,26,412170
4075,0,1,1,1,0,0,0,1,0,0,1,5,412175
4076,1,1,1,1,1,1,1,0,1,0,1,9,412180
4077,1,1,1,0,1,0,0,2,3,1,1,11,412190
4078,2,1,0,1,0,2,2,0,1,2,1,12,412200
4079,1,0,0,0,0,0,0,0,0,1,1,3,412210
4080,0,0,1,0,0,2,1,1,0,0,4,9,412215
4081,2,0,0,0,1,2,0,1,0,0,0,6,412217
4082,2,3,1,1,0,1,0,2,1,1,1,13,412220
4083,1,3,3,0,2,0,1,2,2,1,6,21,412230
4084,2,5,3,2,3,1,1,2,4,6,6,35,412240
4085,0,0,1,0,2,0,0,0,0,1,1,5,412250
4086,1,0,0,0,0,0,0,1,2,1,0,5,412260
4087,0,0,2,1,1,0,2,0,1,0,0,7,412265
4088,0,0,0,0,0,0,0,0,2,0,2,4,412270
4089,0,0,1,1,0,0,0,1,1,1,0,5,412280
4090,0,1,0,0,0,2,0,0,0,0,1,4,412290
4091,0,1,5,2,3,1,1,5,2,0,1,21,412300
4092,0,0,0,1,0,0,0,0,0,0,1,2,412310
4093,0,0,0,1,0,0,0,0,0,0,0,1,412320
4094,0,3,1,0,0,1,1,0,2,0,1,9,412330
4095,0,1,0,0,0,1,0,1,0,1,1,5,412340
4096,3,2,2,2,4,9,9,2,2,0,1,36,412350
4097,0,1,2,0,0,0,0,0,0,0,1,4,412370
4098,0,1,1,1,2,1,2,3,1,2,1,15,412380
4099,1,2,0,1,1,0,0,0,0,0,1,6,412382
4100,1,0,1,2,1,0,3,0,1,2,1,12,412385
4101,0,0,2,1,1,3,0,1,0,0,0,8,412390
4102,0,0,0,0,0,0,0,0,0,0,1,1,412395
4103,0,1,0,0,1,0,0,1,0,1,0,4,412402
4104,2,2,1,1,1,5,0,3,1,1,2,19,412405
4105,1,1,1,0,0,1,0,0,0,1,2,7,412400
4106,3,3,4,5,7,3,2,3,5,1,6,42,412410
4107,0,0,1,0,0,0,0,0,0,0,0,1,412420
4108,1,1,1,0,0,1,2,0,4,4,1,15,412440
4109,0,0,0,0,0,0,0,0,1,0,0,1,412450
4110,0,0,1,0,1,0,0,0,1,0,0,3,412460
4111,0,0,1,1,0,1,0,1,0,1,1,6,412470
4112,2,1,1,0,1,0,2,2,2,0,5,16,412480
4113,0,1,1,0,1,0,2,0,0,0,0,5,412490
4114,1,2,1,0,0,0,1,0,0,0,3,8,412500
4115,1,0,1,2,0,0,1,2,1,0,1,9,412510
4116,2,1,2,1,2,0,1,2,0,1,1,13,412520
4117,0,0,0,0,0,1,0,0,0,0,0,1,412530
4118,0,0,1,0,0,1,1,1,0,1,0,5,412535
4119,1,0,0,0,0,1,0,0,0,1,0,3,412540
4120,0,0,0,1,2,0,0,0,0,1,0,4,412545
4121,12,10,11,9,9,8,10,6,14,13,30,132,412550
4122,2,5,3,3,3,1,3,2,4,7,5,38,412560
4123,2,3,1,3,2,2,4,1,4,1,6,29,412570
4124,1,0,1,0,0,2,0,2,2,0,0,8,412575
4125,0,2,0,2,1,2,0,0,2,0,1,10,412580
4126,0,0,0,0,1,0,0,0,0,0,0,1,412590
4127,1,1,1,1,0,0,1,0,0,0,1,6,412600
4128,0,0,0,0,1,0,0,0,1,0,0,2,412610
4129,2,0,1,0,0,0,0,1,1,1,0,6,412620
4130,1,4,6,1,6,7,4,6,8,10,6,59,412625
4131,0,2,1,0,0,0,1,0,0,0,0,4,412627
4132,2,0,2,4,0,2,1,0,0,1,0,12,412630
4133,0,0,1,0,0,2,1,0,0,0,0,4,412635
4134,0,2,0,1,0,0,0,0,0,0,0,3,412640
4135,0,2,1,1,0,1,0,0,1,0,3,9,412650
4136,1,3,3,1,1,3,5,2,2,2,6,29,412660
4137,1,0,1,1,0,2,2,0,0,0,0,7,412665
4138,2,0,0,2,1,0,0,1,2,0,1,9,412667
4139,1,0,0,1,1,0,2,1,1,0,1,8,412670
4140,1,0,0,1,0,0,0,1,0,1,0,4,412680
4141,0,0,0,0,0,0,2,0,0,2,0,4,412690
4142,0,1,1,0,0,0,2,0,0,0,0,4,412700
4143,1,6,0,4,1,6,4,4,4,1,1,32,412710
4144,0,2,2,1,1,1,1,0,0,1,1,10,412720
4145,0,0,2,0,0,3,2,0,0,0,1,8,412730
4146,3,3,3,0,0,3,4,3,2,2,3,26,412740
4147,4,1,3,6,0,2,8,2,3,2,1,32,412750
4148,1,0,1,1,1,1,1,1,1,0,0,8,412760
4149,14,7,7,12,9,4,12,17,12,15,19,128,412770
4150,2,0,0,0,1,1,3,0,1,0,1,9,412780
4151,0,0,1,0,0,2,1,1,1,4,0,10,412785
4152,0,0,0,1,0,0,1,1,1,1,0,5,412788
4153,0,0,0,1,0,1,0,0,2,0,0,4,412790
4154,0,0,0,1,1,1,1,0,0,0,0,4,412795
4155,4,0,3,3,1,0,0,0,2,1,0,14,412796
4156,3,0,1,1,2,3,4,3,1,0,5,23,412800
4157,4,5,3,2,6,7,7,5,7,6,10,62,412810
4158,2,5,4,6,6,1,9,4,9,7,3,56,412820
4159,1,0,0,0,0,0,0,0,0,0,0,1,412830
4160,0,0,2,0,0,3,0,0,2,2,0,9,412840
4161,0,0,1,3,0,0,0,2,0,0,2,8,412853
4162,1,2,0,1,0,4,2,0,0,0,1,11,412855
4163,1,1,1,1,1,1,1,0,1,2,1,11,412860
4164,0,0,1,1,0,0,0,1,1,1,1,6,412865
4165,0,1,1,0,0,1,3,1,0,0,4,11,412870
4166,4,2,0,0,2,1,1,0,5,4,6,25,412850
4167,0,0,1,0,0,0,2,0,0,0,0,3,412880
4168,2,2,0,0,2,1,0,1,2,2,2,14,410000
4169,0,0,0,0,1,0,0,0,0,0,0,1,420005
4170,4,0,1,3,0,2,0,0,2,4,1,17,420010
4171,0,2,0,1,0,1,2,0,1,2,3,12,420020
4172,1,0,0,0,0,0,2,0,1,2,2,8,420030
4173,1,0,1,0,1,1,1,1,1,0,0,7,420040
4174,0,2,4,0,1,0,0,0,0,2,1,10,420050
4175,0,0,1,1,1,0,0,0,0,1,0,4,420055
4176,1,0,0,0,1,0,3,1,0,2,2,10,420060
4177,0,1,2,0,0,0,2,1,1,0,0,7,420070
4178,0,0,0,2,0,0,0,0,0,0,2,4,420075
4179,0,2,1,0,0,3,1,1,2,0,1,11,420080
4180,1,1,0,0,0,0,0,1,1,1,0,5,420090
4181,0,3,0,0,1,0,0,0,1,3,0,8,420100
4182,0,1,0,0,0,0,0,0,1,0,0,2,420110
4183,0,0,1,0,0,1,0,1,0,0,0,3,420120
4184,0,3,2,0,1,2,2,1,1,2,3,17,420125
4185,3,1,1,1,0,0,0,1,2,2,0,11,420127
4186,1,2,1,2,3,3,3,1,3,2,3,24,420130
4187,9,9,6,3,5,4,8,5,9,13,6,77,420140
4188,0,1,2,0,1,1,0,2,0,1,1,9,420150
4189,0,1,0,0,1,0,0,0,0,2,1,5,420160
4190,0,0,0,0,0,1,0,0,0,0,0,1,420165
4191,0,1,0,2,2,1,1,0,0,0,2,9,420170
4192,0,0,1,0,0,1,0,2,0,1,0,5,420180
4193,1,0,0,1,0,2,2,0,0,1,0,7,420190
4194,2,4,2,2,0,1,3,0,2,2,4,22,420195
4195,1,0,0,2,0,0,0,2,0,1,1,7,420205
4196,6,10,2,6,11,10,6,9,11,8,13,92,420200
4197,1,1,0,0,0,1,2,2,1,2,1,11,420207
4198,2,1,1,1,3,0,1,2,1,2,2,16,421280
4199,0,0,0,0,0,1,1,5,3,0,0,10,422000
4200,0,0,0,0,2,1,0,1,1,1,1,7,420208
4201,1,0,0,0,0,1,0,0,0,0,1,3,420209
4202,1,2,2,3,3,2,3,3,5,2,1,27,420210
4203,0,0,0,0,0,0,1,0,3,3,0,7,420213
4204,1,0,0,1,0,0,0,0,0,0,0,2,420215
4205,1,0,0,1,1,3,4,3,3,0,3,19,420220
4206,2,2,8,6,0,3,0,2,4,7,5,39,420230
4207,21,26,22,27,21,31,31,36,35,39,44,333,420240
4208,0,0,0,1,0,0,1,1,1,1,1,6,420243
4209,0,0,0,2,0,2,1,0,0,0,0,5,420250
4210,1,0,0,0,0,0,1,1,0,1,0,4,420253
4211,0,0,0,0,1,1,0,1,1,0,0,4,420257
4212,0,3,0,1,1,1,2,2,0,2,0,12,420260
4213,2,0,0,0,1,0,1,5,2,0,0,11,420245
4214,2,0,0,0,1,0,0,1,0,0,1,5,420270
4215,4,2,1,3,2,4,7,7,5,12,1,48,420280
4216,1,0,0,0,1,1,2,0,0,1,1,7,420285
4217,0,0,0,0,1,0,1,0,1,1,0,4,420287
4218,6,7,8,3,10,12,11,13,16,7,11,104,420290
4219,5,9,6,10,4,5,8,9,4,9,13,82,420300
4220,0,3,3,1,1,0,0,0,1,0,2,11,420310
4221,0,2,0,0,0,0,0,0,1,1,0,4,420315
4222,3,5,2,2,3,5,5,4,4,4,5,42,420320
4223,1,1,1,0,0,1,0,4,0,1,1,10,420330
4224,1,0,0,1,0,2,1,0,1,0,1,7,420340
4225,2,0,0,2,0,0,2,1,1,0,0,8,420350
4226,6,3,1,2,4,2,4,3,3,9,3,40,420360
4227,2,0,1,0,1,1,1,0,1,1,1,9,420370
4228,6,6,13,2,4,2,2,4,4,3,8,54,420380
4229,0,1,0,0,0,0,0,1,0,0,0,2,420325
4230,4,1,3,0,4,2,1,2,2,2,6,27,420390
4231,0,0,0,0,1,2,0,3,2,4,1,13,420395
4232,1,0,1,1,0,1,1,4,0,1,1,11,420400
4233,0,1,2,0,1,0,0,1,0,0,0,5,420410
4234,0,1,0,0,0,0,0,0,2,0,0,3,420415
4235,0,0,0,0,0,0,0,0,0,0,1,1,420417
4236,0,0,0,0,0,0,0,1,0,0,0,1,420419
4237,12,13,9,16,21,17,27,13,24,16,28,196,420420
4238,2,0,0,3,1,1,1,3,3,1,0,15,420425
4239,8,14,11,14,13,11,11,8,12,10,17,129,420430
4240,0,1,1,1,0,1,0,1,0,1,0,6,420435
4241,0,2,2,0,2,2,0,2,0,2,2,14,420440
4242,0,0,0,0,0,0,0,1,0,0,0,1,420445
4243,0,1,1,2,1,1,1,0,7,1,2,17,420455
4244,1,2,2,1,5,0,2,4,5,0,1,23,420450
4245,9,11,14,23,9,16,23,19,19,27,22,192,420460
4246,3,1,0,1,0,2,2,4,5,2,3,23,420470
4247,0,1,0,0,1,0,1,0,0,0,0,3,420475
4248,2,3,7,1,3,6,2,7,5,6,2,44,420480
4249,1,1,0,0,1,0,1,1,1,0,2,8,420490
4250,2,5,1,3,3,0,1,1,1,0,3,20,420500
4251,1,0,0,0,1,0,1,0,1,0,0,4,420510
4252,0,0,0,0,0,0,0,0,0,1,0,1,420515
4253,0,0,0,1,0,1,0,1,1,0,0,4,420517
4254,1,0,0,0,2,1,3,0,1,1,0,9,420520
4255,1,0,2,2,0,1,1,1,0,2,0,10,420530
4256,0,1,0,1,0,1,0,0,0,0,1,4,420535
4257,21,22,25,21,34,29,29,21,38,45,29,314,420540
4258,1,0,1,0,0,0,0,0,1,0,0,3,420543
4259,1,4,4,1,2,2,1,3,3,2,2,25,420545
4260,5,4,4,1,2,0,5,2,7,4,2,36,420550
4261,1,0,0,0,0,0,0,0,0,0,0,1,420555
4262,0,0,0,0,0,0,1,0,1,0,1,3,420560
4263,1,0,0,1,0,4,2,2,0,4,1,15,420570
4264,1,1,1,2,0,1,2,0,5,0,0,13,420580
4265,4,11,7,8,7,9,5,8,4,7,5,75,420590
4266,0,0,1,1,2,0,1,0,0,1,0,6,420600
4267,1,0,1,2,1,2,1,2,2,1,1,14,420610
4268,4,0,0,2,2,2,0,1,0,3,2,16,420620
4269,2,1,8,1,5,4,4,4,5,3,5,42,420630
4270,1,1,2,0,0,1,1,2,1,0,2,11,420640
4271,4,4,2,0,2,2,4,1,1,3,1,24,420650
4272,0,2,3,1,1,0,0,0,1,1,1,10,420660
4273,1,0,0,1,0,0,1,0,0,1,2,6,420665
4274,2,3,4,5,2,1,3,2,2,3,3,30,420670
4275,0,0,0,0,0,0,1,0,0,0,0,1,420675
4276,0,0,1,0,0,0,0,0,1,2,0,4,420680
4277,2,1,3,1,3,2,1,3,3,6,4,29,420690
4278,3,5,2,5,6,5,4,2,6,6,1,45,420700
4279,3,0,0,0,4,2,1,0,0,2,2,14,420710
4280,1,1,0,0,2,1,0,2,0,1,2,10,420720
4281,2,2,7,3,5,2,0,2,3,4,5,35,420730
4282,1,1,0,0,0,1,0,1,1,0,1,6,420740
4283,2,5,2,5,6,3,5,7,10,9,9,63,420750
4284,0,0,0,1,0,0,0,0,0,0,0,1,420757
4285,0,2,0,0,0,1,0,4,1,1,3,12,420760
4286,0,0,3,1,2,0,1,0,1,0,2,10,420765
4287,1,0,0,0,1,0,1,0,0,1,1,5,420768
4288,3,2,2,1,4,1,1,1,0,3,2,20,420770
4289,2,0,3,2,0,3,1,0,0,0,1,12,420775
4290,4,1,0,0,2,1,1,1,1,2,0,13,420780
4291,0,0,1,1,1,0,0,1,0,0,0,4,420785
4292,0,0,0,2,0,0,1,0,1,1,2,7,420790
4293,1,0,3,1,0,2,0,1,1,2,0,11,420800
4294,4,1,0,3,2,5,1,2,0,5,3,26,420810
4295,6,15,14,11,19,13,14,9,8,20,15,144,420820
4296,2,6,2,2,7,0,4,8,6,2,8,47,420830
4297,4,0,0,0,1,2,2,1,4,1,1,16,420840
4298,1,0,1,1,0,1,0,3,1,1,2,11,420845
4299,2,1,1,1,1,1,0,4,1,6,1,19,420850
4300,0,0,0,0,0,0,0,1,1,0,2,4,420860
4301,3,0,2,1,0,0,1,1,1,2,0,11,420870
4302,0,2,2,1,0,2,4,1,1,1,1,15,420880
4303,4,7,12,9,13,7,9,12,10,15,16,114,420890
4304,1,0,0,0,0,1,0,0,1,0,0,3,420895
4305,4,1,4,1,4,2,3,2,5,2,2,30,420900
4306,28,24,25,29,42,47,26,28,50,51,44,394,420910
4307,1,2,1,1,0,0,0,3,1,1,0,10,420915
4308,0,1,0,0,0,2,1,0,0,0,0,4,420917
4309,0,1,0,0,1,2,1,0,0,0,0,5,420920
4310,10,14,12,18,13,7,18,15,16,10,17,150,420930
4311,5,2,6,2,2,3,2,4,2,3,5,36,420940
4312,0,0,1,0,0,0,1,0,1,0,0,3,420945
4313,3,0,1,1,0,0,3,4,1,0,1,14,420950
4314,0,1,1,0,1,2,3,4,1,2,3,18,420960
4315,0,0,0,0,0,1,0,0,0,2,2,5,420970
4316,0,0,2,0,2,0,0,0,0,0,1,5,420980
4317,0,2,1,0,0,0,1,1,1,0,1,7,420985
4318,1,3,1,1,0,2,3,2,8,4,1,26,420990
4319,2,2,1,1,2,0,2,0,3,0,1,14,421000
4320,0,0,1,0,0,1,2,2,1,1,0,8,421003
4321,0,0,0,0,0,0,0,1,0,0,0,1,421005
4322,6,1,4,8,4,4,5,6,7,6,7,58,421010
4323,0,0,1,0,1,1,1,0,0,1,0,5,421020
4324,0,0,0,0,0,0,1,2,1,5,0,9,421030
4325,0,2,1,0,0,1,0,0,0,1,2,7,421040
4326,1,4,6,2,2,2,4,7,1,2,5,36,421050
4327,0,1,0,1,0,0,0,0,0,0,0,2,421055
4328,5,0,0,0,2,3,2,0,0,7,2,21,421060
4329,0,0,0,0,0,1,0,0,1,0,0,2,421070
4330,1,0,1,0,3,0,1,0,0,2,0,8,421080
4331,0,0,0,0,0,1,1,0,1,0,0,3,421085
4332,0,0,0,0,0,1,0,1,0,1,0,3,421090
4333,2,2,4,1,3,1,2,2,0,5,4,26,421100
4334,1,0,1,0,0,2,2,1,1,0,1,9,421105
4335,0,0,1,0,0,1,1,0,0,0,0,3,421110
4336,0,1,0,1,3,3,1,1,2,1,2,15,421120
4337,0,3,0,0,0,0,0,0,0,1,2,6,421125
4338,7,2,3,7,9,6,6,5,4,6,9,64,421130
4339,0,0,0,1,0,0,1,0,0,0,0,2,421140
4340,0,1,0,1,0,1,1,0,3,0,0,7,421145
4341,3,0,0,0,3,2,3,4,2,0,1,18,421150
4342,2,2,0,0,0,0,3,3,2,2,2,16,421160
4343,0,0,0,0,0,1,0,0,0,1,0,2,421165
4344,1,4,1,3,5,3,4,4,4,3,3,35,421170
4345,1,0,0,0,3,2,1,2,2,2,1,14,421175
4346,0,1,0,0,1,0,1,1,0,0,1,5,421180
4347,0,0,0,0,0,0,0,0,0,2,0,2,421185
4348,0,1,0,0,0,0,0,0,0,0,1,2,421187
4349,0,0,0,0,1,1,0,0,1,0,0,3,421189
4350,9,9,3,9,4,9,8,10,12,13,17,103,421190
4351,4,1,0,3,0,2,3,0,1,4,1,19,421200
4352,2,5,2,2,0,1,4,2,5,8,3,34,421210
4353,0,0,0,5,0,2,0,1,2,2,0,12,421220
4354,0,0,0,1,0,1,0,0,0,0,0,2,421223
4355,1,0,3,0,0,1,1,2,2,2,3,15,421225
4356,0,0,1,1,0,1,1,0,1,0,1,6,421227
4357,0,0,1,0,0,1,0,0,0,0,4,6,421230
4358,0,1,0,1,0,1,0,1,0,2,1,7,421240
4359,2,0,3,3,1,1,2,2,3,4,4,25,421250
4360,0,2,0,1,0,0,3,0,0,0,0,6,421260
4361,0,0,0,0,0,1,0,3,0,0,0,4,421265
4362,2,0,0,0,1,0,1,1,1,2,2,10,421270
4363,1,0,2,2,8,1,3,3,1,1,2,24,421290
4364,1,0,2,0,0,0,0,0,1,1,2,7,421310
4365,0,1,0,1,0,0,0,0,0,1,1,4,421315
4366,2,5,4,9,0,1,4,5,5,6,4,45,421320
4367,1,0,0,2,0,1,0,1,0,0,2,7,421330
4368,1,0,0,1,0,0,0,0,0,0,0,2,421335
4369,0,1,4,4,3,1,0,1,0,0,1,15,421340
4370,0,1,0,1,2,4,2,6,3,1,1,21,421350
4371,2,4,5,5,2,6,4,8,3,4,8,51,421360
4372,3,4,3,2,0,1,1,5,6,2,2,29,421370
4373,0,1,0,1,1,2,0,2,2,2,0,11,421380
4374,0,0,0,0,0,2,0,1,0,1,1,5,421390
4375,3,1,2,5,2,5,1,2,3,5,4,33,421400
4376,1,1,0,0,0,2,1,0,2,0,1,8,421410
4377,0,1,2,3,0,0,0,3,0,0,0,9,421415
4378,2,0,0,1,0,0,2,1,1,1,1,9,421420
4379,0,0,0,0,0,1,0,0,0,0,0,1,421430
4380,0,0,0,0,1,0,0,3,1,0,1,6,421440
4381,1,0,2,0,1,0,0,0,2,0,2,8,421450
4382,0,2,1,1,0,0,0,0,0,1,1,6,421460
4383,10,7,3,4,2,7,5,6,11,6,9,70,421480
4384,0,0,3,2,1,1,3,1,0,3,2,16,421470
4385,1,2,0,1,1,0,0,1,0,0,2,8,421490
4386,1,5,6,4,2,5,3,1,4,7,3,41,421500
4387,2,0,0,0,0,1,1,0,0,0,0,4,421505
4388,1,1,1,0,2,0,1,0,2,2,0,10,421507
4389,1,0,5,1,1,0,0,3,0,1,1,13,421510
4390,0,0,0,2,0,1,3,1,2,0,0,9,421520
4391,0,1,1,1,0,3,0,1,2,1,0,10,421530
4392,1,0,1,0,2,0,0,0,0,1,1,6,421535
4393,0,0,0,0,0,0,0,1,0,0,0,1,421540
4394,1,0,1,0,0,3,0,1,1,1,0,8,421545
4395,2,0,0,0,1,2,0,4,1,1,1,12,421550
4396,0,0,0,0,2,1,1,0,1,0,0,5,421555
4397,1,0,0,0,0,0,0,1,1,0,0,3,421560
4398,0,0,0,0,0,1,0,1,0,0,3,5,421565
4399,2,1,0,0,1,1,1,0,1,1,1,9,421567
4400,0,2,0,0,1,1,0,1,0,0,0,5,421568
4401,0,1,1,0,0,0,0,0,0,1,0,3,421569
4402,3,0,1,0,2,1,0,1,2,2,2,14,421570
4403,6,8,5,6,2,10,4,3,4,8,5,61,421580
4404,0,1,0,0,0,0,0,0,1,0,0,2,421575
4405,0,2,1,0,1,0,0,0,1,1,0,6,421590
4406,1,3,1,2,2,2,1,1,3,0,1,17,421600
4407,0,1,0,0,0,1,2,1,0,1,1,7,421605
4408,1,0,4,1,3,0,1,2,0,1,0,13,421610
4409,2,4,3,3,1,3,4,2,5,1,1,29,421620
4410,4,2,3,2,2,2,4,3,1,1,1,25,421630
4411,0,0,0,1,0,0,1,0,0,0,2,4,421635
4412,0,3,0,1,0,0,1,0,2,1,3,11,421625
4413,1,0,2,1,1,2,1,1,2,0,0,11,421640
4414,3,4,2,3,5,3,1,7,6,5,8,47,421650
4415,7,12,11,18,14,17,17,9,17,16,22,160,421660
4416,1,1,4,1,2,0,1,2,2,4,5,23,421670
4417,2,0,2,1,2,0,1,1,2,4,1,16,421680
4418,4,2,7,4,0,3,1,5,4,4,4,38,421690
4419,0,1,2,1,5,1,2,3,1,1,1,18,421700
4420,1,0,0,0,1,0,1,0,0,2,1,6,421710
4421,0,0,0,1,0,0,1,2,0,0,0,4,421715
4422,7,4,7,2,0,0,2,9,2,3,3,39,421720
4423,1,1,0,1,0,0,0,0,0,2,0,5,421725
4424,3,3,0,0,2,1,0,3,0,1,0,13,421730
4425,1,1,0,0,3,1,1,1,1,1,3,13,421740
4426,3,6,3,3,0,1,4,2,3,6,4,35,421750
4427,0,0,0,0,0,0,0,0,0,1,0,1,421755
4428,0,1,1,1,0,1,0,1,1,0,1,7,421760
4429,0,1,0,0,1,4,5,4,1,9,3,28,421770
4430,2,0,2,0,0,0,0,0,0,0,0,4,421775
4431,2,2,2,0,2,2,1,4,0,1,2,18,421780
4432,1,0,0,0,0,1,0,1,0,1,3,7,421790
4433,0,0,1,0,1,1,0,1,2,0,0,6,421795
4434,5,4,4,4,2,2,5,3,4,4,7,44,421800
4435,2,2,1,0,0,1,0,0,1,1,2,10,421810
4436,5,4,4,7,5,5,5,7,5,1,6,54,421820
4437,0,1,1,0,0,0,1,3,1,1,0,8,421825
4438,2,2,1,0,3,0,0,0,3,0,3,14,421830
4439,0,1,1,0,3,1,0,0,0,0,0,6,421840
4440,0,0,0,1,0,1,1,2,1,1,1,8,421850
4441,0,1,0,0,0,0,0,2,2,2,0,7,421860
4442,5,6,12,11,9,9,8,5,6,4,10,85,421870
4443,1,1,1,1,3,0,0,0,1,1,0,9,421875
4444,2,2,2,0,3,1,0,1,1,1,1,14,421880
4445,0,0,0,0,1,1,0,1,0,0,0,3,421885
4446,1,2,0,0,1,3,2,2,2,1,0,14,421890
4447,0,0,0,0,0,0,0,1,0,0,0,1,421895
4448,2,4,4,5,4,4,2,2,1,1,3,32,421900
4449,0,0,0,1,1,0,0,0,0,0,0,2,421910
4450,0,0,0,0,1,2,0,0,0,0,2,5,421915
4451,0,2,0,1,1,0,0,1,0,0,1,6,421917
4452,1,0,0,0,0,0,2,0,0,1,0,4,421920
4453,2,1,8,5,2,1,4,5,6,5,9,48,421930
4454,0,0,0,0,1,0,0,1,1,0,1,4,421935
4455,0,0,0,0,0,1,0,1,0,1,1,4,421940
4456,3,0,4,6,2,2,4,3,1,7,6,38,421950
4457,1,2,0,1,0,0,2,1,0,2,0,9,421960
4458,2,1,3,2,2,1,7,2,3,5,4,32,421970
4459,0,0,1,0,0,0,0,1,1,1,1,5,421985
4460,0,0,0,0,0,0,0,1,0,1,0,2,420000
4461,0,0,1,0,1,1,0,1,1,0,0,5,430003
4462,0,0,0,0,0,0,0,0,1,3,0,4,430005
4463,7,6,5,4,2,2,1,0,1,5,3,36,430010
4464,1,0,1,1,0,1,0,1,0,3,0,8,430020
4465,5,2,0,1,4,0,2,1,0,1,2,18,430030
4466,9,3,5,7,4,10,5,6,9,11,8,77,430040
4467,1,1,3,1,0,2,2,0,0,4,1,15,430045
4468,0,0,2,0,0,0,0,3,1,2,0,8,430047
4469,0,1,1,4,4,2,0,3,0,1,0,16,430050
4470,0,0,0,0,0,0,1,1,0,1,0,3,430055
4471,0,1,0,2,0,2,0,0,0,0,0,5,430057
4472,10,7,4,9,12,6,11,14,17,18,13,121,430060
4473,4,2,0,0,1,0,1,2,4,1,0,15,430063
4474,2,1,1,5,2,2,1,3,1,0,1,19,430064
4475,0,0,1,0,1,1,0,1,0,2,0,6,430066
4476,0,0,2,2,2,5,1,2,1,1,2,18,430070
4477,1,0,1,5,1,2,0,1,1,0,5,17,430080
4478,1,1,0,0,0,1,0,0,0,1,0,4,430085
4479,0,0,0,0,0,1,1,1,1,0,0,4,430087
4480,2,2,1,0,1,2,1,0,0,0,3,12,430090
4481,2,3,3,1,4,7,6,9,1,6,2,44,430100
4482,1,0,0,0,1,0,2,0,2,0,0,6,430107
4483,1,0,1,3,1,1,0,1,1,2,3,14,430105
4484,2,2,2,5,5,4,3,6,3,1,0,33,430120
4485,5,0,1,0,1,0,2,2,1,0,2,14,430110
4486,1,2,4,4,5,2,3,2,3,3,2,31,430130
4487,1,4,0,2,3,4,2,0,2,0,3,21,430140
4488,1,1,4,1,1,2,0,0,0,0,0,10,430150
4489,0,0,2,0,1,2,1,0,0,0,0,6,430155
4490,8,7,4,6,9,14,7,13,7,10,12,97,430160
4491,2,1,0,1,1,2,2,1,0,2,1,13,430163
4492,1,1,1,0,0,1,0,0,0,1,4,9,430165
4493,1,2,5,1,0,0,0,1,1,1,0,12,430170
4494,0,0,0,1,0,0,2,0,0,0,2,5,430175
4495,2,0,0,1,0,1,1,1,1,1,1,9,430185
4496,0,0,0,0,0,0,1,1,0,0,0,2,430187
4497,0,0,0,0,0,0,0,2,1,1,0,4,430190
4498,0,0,1,0,1,0,0,0,0,0,0,2,430192
4499,0,0,0,0,0,0,0,0,1,0,0,1,430195
4500,1,1,0,2,0,1,0,1,0,1,0,7,430180
4501,1,3,3,1,2,0,4,3,3,2,2,24,430200
4502,0,0,1,1,0,0,0,0,1,0,1,4,430205
4503,13,12,15,12,7,12,13,15,9,16,12,136,430210
4504,1,0,0,0,0,1,1,0,0,1,0,4,430215
4505,0,2,1,2,3,1,0,1,1,1,1,13,430220
