,2015,2016,2017,MUNCOD
0,4,1,1,110001
1,1,1,0,110037
2,1,0,0,110040
3,3,0,2,110034
4,13,3,10,110002
5,1,0,1,110045
6,0,1,0,110003
7,3,4,5,110004
8,1,0,0,110070
9,1,1,0,110080
10,0,1,1,110006
11,0,1,0,110007
12,2,1,2,110094
13,2,1,0,110009
14,0,1,0,110010
15,1,1,4,110011
16,5,6,0,110012
17,0,0,5,110013
18,1,0,0,110130
19,0,1,3,110140
20,0,1,0,110014
21,1,0,0,110033
22,4,8,1,110050
23,2,4,2,110015
24,3,0,2,110145
25,8,4,8,110018
26,0,0,1,110146
27,22,25,33,110020
28,1,1,0,110025
29,1,0,0,110147
30,1,5,3,110028
31,0,0,1,110029
32,3,4,2,110149
33,1,0,2,110032
34,0,1,0,110160
35,0,1,0,110175
36,2,3,0,110030
37,1,0,0,120005
38,0,0,1,120010
39,1,0,0,120013
40,1,1,1,120020
41,1,0,0,120025
42,0,1,2,120038
43,1,1,0,120080
44,0,0,2,120039
45,29,14,6,120040
46,0,1,0,120043
47,1,2,1,120050
48,5,3,0,120045
49,6,5,1,120060
50,1,3,8,120070
51,0,0,1,130068
52,0,0,1,130100
53,3,1,0,130110
54,2,0,0,130120
55,1,0,0,130130
56,2,1,3,130170
57,1,0,0,130190
58,1,0,0,130250
59,13,19,28,130260
60,0,1,0,130270
61,0,0,1,130280
62,1,5,1,130290
63,0,0,1,130300
64,0,0,1,130320
65,6,4,1,130340
66,0,2,0,130353
67,0,1,1,130380
68,3,0,0,130390
69,0,1,0,130406
70,1,1,1,130420
71,0,0,2,130426
72,0,1,0,140002
73,40,36,20,140010
74,0,0,1,140020
75,1,0,0,140040
76,1,1,0,140045
77,1,2,0,140047
78,0,0,1,140070
79,2,4,7,150010
80,1,0,0,150013
81,0,1,5,150020
82,0,0,1,150040
83,1,0,0,150050
84,6,2,3,150060
85,4,14,11,150080
86,0,0,6,150120
87,3,6,0,150125
88,1,1,3,150130
89,17,20,17,150140
90,1,0,1,150150
91,0,1,2,150160
92,4,6,9,150170
93,3,0,0,150175
94,3,1,6,150180
95,0,0,2,150200
96,0,1,0,150195
97,1,1,1,150210
98,0,3,1,150215
99,6,4,19,150220
100,1,1,0,150230
101,3,3,2,150240
102,0,0,1,150275
103,3,1,0,150277
104,1,0,0,150280
105,0,0,1,150293
106,0,1,0,150295
107,25,2,2,150304
108,0,1,1,150307
109,2,2,0,150310
110,0,0,10,150330
111,8,0,4,150345
112,0,4,0,150350
113,0,1,1,150360
114,6,0,5,150420
115,1,0,3,150442
116,2,0,1,150445
117,1,0,1,150450
118,0,1,0,150460
119,0,2,5,150470
120,2,3,1,150480
121,0,1,2,150490
122,1,0,0,150497
123,1,0,0,150500
124,0,0,1,150506
125,1,0,0,150510
126,2,1,0,150530
127,1,0,0,150540
128,0,1,4,150543
129,1,0,0,150548
130,3,1,0,150550
131,4,8,8,150553
132,0,1,0,150563
133,2,7,1,150570
134,4,4,0,150580
135,1,0,0,150600
136,2,0,0,150613
137,1,0,0,150616
138,0,1,0,150618
139,0,1,1,150620
140,1,0,1,150650
141,0,4,11,150660
142,0,0,2,150670
143,3,0,0,150680
144,1,0,0,150710
145,1,0,0,150715
146,2,4,9,150730
147,1,0,6,150745
148,1,1,4,150747
149,0,1,0,150750
150,1,1,1,150760
151,0,2,16,150780
152,0,0,1,150790
153,1,0,0,150795
154,0,1,1,150797
155,0,2,0,150803
156,0,0,1,150810
157,1,1,0,150815
158,4,1,2,150820
159,0,1,5,150830
160,1,1,0,150835
161,3,1,0,160010
162,1,3,0,160027
163,2,1,2,160030
164,0,1,0,170025
165,0,0,1,170035
166,0,0,1,170040
167,4,1,1,170070
168,0,0,1,170100
169,2,1,1,170110
170,18,17,18,170210
171,0,1,0,170215
172,0,1,0,170220
173,0,2,6,170230
174,3,1,0,170255
175,0,2,0,170290
176,0,0,1,170305
177,1,0,0,170310
178,1,2,0,170360
179,0,1,0,170370
180,1,0,0,170380
181,1,0,0,170386
182,0,0,1,170388
183,1,0,0,170389
184,1,0,0,170510
185,2,1,0,170550
186,1,0,0,171670
187,0,1,0,170560
188,0,1,0,170610
189,0,1,2,170700
190,0,1,0,170710
191,1,0,0,170720
192,1,0,0,170770
193,1,1,0,170820
194,0,0,1,170825
195,0,1,0,170900
196,1,1,0,170930
197,7,5,6,170950
198,2,0,0,170980
199,0,0,1,171070
200,0,1,1,171150
201,0,1,0,171180
202,0,0,1,171190
203,0,1,1,171195
204,0,0,1,171200
205,0,0,1,171250
206,0,1,1,171320
207,0,1,0,171330
208,1,0,0,171360
209,0,2,0,171395
210,0,1,0,171510
211,6,11,23,172100
212,2,1,1,171610
213,0,1,0,171620
214,0,0,3,171630
215,2,0,2,171650
216,1,0,0,171665
217,0,1,0,171700
218,0,0,1,171720
219,0,0,5,171750
220,0,0,1,171790
221,5,0,1,171820
222,1,1,0,171830
223,0,0,1,171840
224,0,0,1,171845
225,1,0,0,171850
226,0,0,1,172025
227,0,0,1,172085
228,0,1,0,172110
229,1,1,1,172120
230,2,1,0,172208
231,3,1,3,210005
232,1,0,0,210010
233,0,1,1,210015
234,0,0,1,210020
235,1,0,0,210043
236,1,8,8,210047
237,2,5,17,210060
238,0,0,1,210070
239,0,0,3,210083
240,3,2,6,210090
241,1,0,5,210095
242,2,2,19,210120
243,0,3,1,210130
244,3,7,4,210140
245,1,0,1,210150
246,0,1,0,210160
247,1,0,0,210170
248,14,2,3,210180
249,0,0,1,210193
250,0,1,2,210200
251,0,1,0,210203
252,0,1,0,210207
253,0,3,2,210210
254,18,27,7,210220
255,21,12,1,210230
256,2,0,0,210232
257,0,0,1,210235
258,2,3,0,210255
259,4,1,4,210270
260,1,0,0,210280
261,0,2,0,210300
262,0,2,1,210310
263,0,0,1,210312
264,0,0,1,210317
265,2,0,1,210320
266,0,1,0,210325
267,0,2,1,210330
268,0,1,34,210350
269,1,0,0,210355
270,0,4,17,210370
271,1,0,1,210375
272,2,0,0,210400
273,0,2,2,210405
274,0,0,6,210407
275,1,0,0,210408
276,0,1,1,210440
277,0,0,3,210455
278,1,0,7,210460
279,0,0,2,210465
280,0,1,6,210467
281,1,1,0,210470
282,0,0,1,210490
283,0,0,1,210500
284,1,0,0,210510
285,0,0,1,210515
286,23,19,24,210530
287,1,1,3,210535
288,1,0,2,210540
289,0,3,1,210542
290,5,5,3,210545
291,0,0,3,210547
292,3,1,0,210550
293,1,0,1,210560
294,0,1,0,210565
295,0,3,0,210570
296,1,1,0,210598
297,1,1,4,210610
298,0,0,2,210632
299,3,0,3,210660
300,2,2,0,210667
301,1,0,0,210670
302,0,4,3,210680
303,1,0,0,210690
304,0,2,1,210700
305,1,0,2,210750
306,2,1,9,210760
307,0,1,1,210770
308,1,0,0,210780
309,0,0,1,210790
310,0,2,2,210810
311,3,1,2,210820
312,0,0,9,210825
313,0,0,1,210840
314,0,0,1,210845
315,0,1,0,210850
316,1,1,8,210860
317,0,0,1,210870
318,0,1,0,210890
319,8,18,0,210900
320,0,0,1,210905
321,1,0,0,210910
322,0,0,1,210920
323,0,0,1,210927
324,4,0,0,210940
325,1,0,2,210945
326,1,0,1,210950
327,0,2,1,210955
328,8,4,2,210970
329,1,0,0,210975
330,0,0,2,210980
331,1,0,1,210990
332,0,0,6,211000
333,1,1,0,211003
334,2,4,1,211010
335,0,0,1,211023
336,0,0,18,211050
337,0,1,0,211060
338,0,0,2,211065
339,1,1,1,211070
340,0,0,2,211080
341,0,0,1,211090
342,0,3,4,211100
343,1,1,1,211105
344,4,5,6,211110
345,1,0,1,211120
346,0,0,2,211125
347,11,7,14,211130
348,0,1,0,211157
349,0,1,0,211160
350,1,0,7,211163
351,0,0,2,211167
352,0,0,2,211170
353,1,0,1,211172
354,1,2,0,211176
355,1,0,14,211178
356,0,1,7,211180
357,0,1,0,211190
358,7,10,7,211195
359,3,0,0,211200
360,3,10,3,211210
361,0,1,0,211220
362,2,1,0,211223
363,0,1,0,211230
364,0,0,1,211245
365,1,2,5,211250
366,2,0,1,211270
367,1,0,20,211300
368,2,4,5,211400
369,1,0,0,220020
370,3,8,1,220025
371,0,1,0,220070
372,1,0,1,220080
373,2,5,2,220120
374,0,1,0,220190
375,0,1,0,220191
376,1,2,2,220200
377,0,0,2,220205
378,0,1,0,220209
379,0,0,1,220213
380,0,5,2,220260
381,1,6,4,220270
382,1,0,0,220272
383,1,0,0,220300
384,0,6,5,220320
385,0,0,1,220370
386,1,0,0,220390
387,0,2,2,220465
388,0,3,5,220500
389,0,0,1,220527
390,0,0,1,220552
391,1,0,0,220553
392,1,5,5,220570
393,0,3,2,220580
394,0,0,1,220585
395,0,0,1,220610
396,14,10,1,220650
397,1,1,0,220700
398,2,10,13,220770
399,0,0,1,220780
400,1,1,1,220790
401,1,2,0,220800
402,0,1,0,220840
403,0,1,0,220865
404,0,0,1,220890
405,0,0,1,220985
406,0,0,1,221000
407,2,0,1,221080
408,12,23,10,221100
409,3,1,4,221110
410,5,7,6,221120
411,0,2,1,230010
412,0,0,2,230015
413,5,4,4,230020
414,1,0,3,230030
415,0,1,1,230040
416,0,0,1,230050
417,1,6,0,230060
418,0,0,1,230070
419,2,0,2,230100
420,0,2,1,230110
421,1,0,1,230120
422,0,0,2,230130
423,0,0,1,230150
424,2,0,3,230160
425,1,1,0,230170
426,0,1,0,230180
427,0,2,0,230185
428,128,101,164,230190
429,2,1,1,230200
430,0,0,1,230205
431,0,0,1,230210
432,0,2,1,230220
433,3,9,9,230240
434,13,18,23,230250
435,1,0,3,230270
436,0,1,1,230280
437,0,1,0,230290
438,9,8,20,230320
439,1,2,2,230330
440,0,1,1,230350
441,1,0,0,230365
442,2,4,12,230370
443,0,4,2,230380
444,0,0,2,230400
445,2,1,0,230410
446,31,31,29,230420
447,1,0,2,230423
448,0,0,2,230428
449,19,27,27,230430
450,1,0,0,230435
451,45,40,74,230440
452,1,0,0,230480
453,1,0,0,230490
454,0,0,1,230495
455,1,0,0,230500
456,0,0,1,230520
457,0,0,1,230523
458,0,0,1,230530
459,0,0,1,230533
460,0,0,1,230535
461,1,4,0,230540
462,3,1,4,230550
463,0,1,0,230570
464,1,0,1,230580
465,1,1,0,230590
466,0,0,1,230610
467,0,1,0,230625
468,1,1,1,230630
469,1,4,8,230640
470,1,0,0,230655
471,2,1,0,230670
472,0,0,1,230690
473,2,4,2,230700
474,9,10,9,230710
475,1,1,0,230720
476,2,0,0,230725
477,58,58,61,230730
478,0,1,0,230740
479,4,0,3,230750
480,1,1,2,230760
481,0,0,1,230763
482,1,3,4,230765
483,0,1,0,230770
484,0,0,1,230800
485,13,9,6,230810
486,0,2,0,230820
487,7,7,8,230830
488,1,0,0,230837
489,79,62,61,230840
490,2,0,0,230850
491,0,1,1,230860
492,2,0,3,230870
493,1,0,0,230900
494,0,0,1,230910
495,1,1,2,230920
496,0,1,0,230930
497,0,0,1,230940
498,0,0,2,230950
499,1,1,1,230960
500,0,1,0,230980
501,1,0,0,231000
502,1,1,0,231060
503,1,3,1,231110
504,1,2,1,231120
505,1,2,2,231130
506,0,1,0,231135
507,0,3,1,231140
508,3,0,7,231160
509,1,0,0,231170
510,62,30,27,231180
511,1,0,1,231190
512,2,0,0,231195
513,0,1,0,231220
514,2,1,1,231210
515,1,0,1,231240
516,0,1,0,231250
517,2,5,3,231290
518,1,0,0,231300
519,1,1,0,231320
520,5,1,0,231325
521,2,2,6,231330
522,0,0,3,231340
523,0,1,0,231350
524,0,0,1,231375
525,0,0,1,231390
526,0,1,0,231395
527,12,27,20,231400
528,1,0,1,231410
529,1,0,0,240030
530,1,2,0,240200
531,0,0,1,240210
532,0,1,0,240260
533,2,0,2,240310
534,0,0,2,240360
535,0,1,0,240375
536,0,0,1,240450
537,1,0,0,240500
538,0,1,0,240560
539,0,1,0,240650
540,0,1,0,240710
541,1,0,0,240730
542,0,0,1,240780
543,5,3,2,240810
544,0,1,0,240850
545,0,1,0,240890
546,0,1,2,240325
547,0,0,2,241060
548,1,0,0,241100
549,0,1,0,241120
550,1,1,0,241200
551,0,1,0,241210
552,0,0,1,241250
553,0,1,0,241330
554,0,1,0,241440
555,1,0,0,250090
556,1,0,0,250110
557,3,0,0,250130
558,1,0,0,250135
559,0,1,0,250140
560,1,0,0,250150
561,1,0,0,250157
562,0,1,1,250180
563,1,0,0,250215
564,3,0,0,250250
565,1,0,0,250300
566,1,0,1,250320
567,1,0,0,250355
568,1,0,0,250370
569,1,0,0,250390
570,46,2,3,250400
571,1,0,0,250415
572,0,0,1,250420
573,1,0,1,250430
574,0,0,1,250440
575,0,0,1,250460
576,1,1,2,250480
