,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNCOD
0,0,0,0,0,0,0,0,1,0,0,0,110001
1,0,0,1,0,0,0,0,0,0,0,0,110034
2,0,1,0,0,0,0,0,0,0,0,0,110003
3,1,0,0,0,2,1,2,3,1,1,0,110004
4,0,0,0,0,0,0,0,2,0,0,0,110080
5,0,0,0,1,0,0,0,0,0,0,1,110005
6,0,0,0,1,0,0,0,0,0,0,0,110092
7,0,1,0,0,0,2,0,0,0,0,0,110006
8,0,0,0,0,0,1,0,0,0,0,1,110008
9,0,0,0,0,0,0,0,0,0,0,2,110009
10,0,0,0,0,0,0,0,0,1,1,0,110010
11,0,0,0,0,0,1,0,2,1,2,0,110011
12,1,3,3,2,1,1,2,2,4,2,0,110012
13,0,0,0,0,0,0,1,0,0,0,0,110013
14,0,1,0,0,0,0,1,1,0,0,1,110015
15,2,0,0,0,0,0,0,0,0,0,0,110145
16,0,0,0,0,0,2,1,0,0,2,2,110018
17,0,1,2,2,3,3,4,0,2,1,1,110020
18,0,0,0,1,0,0,0,0,0,2,0,110025
19,0,0,0,0,0,0,0,1,0,1,0,110028
20,0,0,1,0,0,0,0,0,0,0,0,110029
21,0,0,0,0,0,0,0,0,1,0,0,110148
22,0,1,0,0,0,0,0,0,4,0,0,110149
23,0,0,0,0,0,0,0,0,1,0,0,110150
24,0,0,0,0,0,0,0,1,0,0,2,110155
25,0,0,0,0,1,0,0,0,0,0,0,110180
26,5,3,3,2,2,1,2,0,3,1,2,110030
27,0,0,0,0,0,0,0,0,1,0,0,120010
28,0,0,0,0,0,1,0,0,0,0,0,120020
29,0,1,2,7,1,2,3,2,1,0,1,120040
30,0,0,0,0,1,0,0,1,0,0,0,120050
31,0,0,0,1,1,0,1,0,0,0,0,120070
32,0,0,0,0,0,0,1,1,0,0,0,130040
33,0,0,0,1,0,0,1,0,0,0,0,130070
34,1,0,0,0,0,0,0,0,0,0,0,130100
35,0,0,0,0,0,0,0,0,0,0,1,130130
36,0,0,0,0,0,0,1,1,0,0,0,130240
37,0,0,0,0,0,1,0,0,0,0,0,130250
38,2,7,4,1,3,5,10,9,9,4,7,130260
39,0,0,0,0,0,0,0,0,1,0,1,130340
40,1,0,0,0,0,0,0,0,0,0,0,130353
41,0,0,0,0,1,0,0,0,0,0,0,130390
42,0,0,0,0,0,0,0,0,0,0,1,130420
43,0,2,2,0,0,1,2,7,0,0,1,140010
44,0,1,0,0,0,0,0,0,0,0,0,140045
45,0,0,0,0,0,0,0,1,0,0,0,150010
46,1,1,0,0,0,0,0,0,0,0,0,150040
47,1,0,0,0,0,1,0,1,0,0,0,150060
48,0,0,0,0,0,0,1,1,0,0,0,150080
49,1,1,3,1,1,4,3,2,0,0,0,150140
50,0,0,0,0,0,1,0,0,0,0,0,150145
51,1,0,0,0,0,0,0,0,0,0,0,150175
52,0,0,0,0,0,0,0,0,0,0,1,150178
53,0,0,0,0,0,0,0,0,0,1,0,150180
54,0,0,0,0,0,0,0,0,0,1,0,150220
55,0,1,0,0,0,0,0,1,0,0,0,150270
56,0,1,0,0,0,0,0,0,0,0,0,150276
57,0,0,0,0,0,0,0,0,0,0,1,150307
58,0,0,0,0,0,0,0,0,0,0,1,150310
59,0,0,0,0,0,0,0,0,1,0,0,150345
60,0,0,0,0,0,0,2,1,1,0,0,150375
61,0,0,0,0,0,0,0,0,0,0,1,150420
62,0,0,0,1,1,1,0,0,0,0,0,150503
63,0,0,0,0,0,0,0,1,0,0,0,150510
64,0,0,0,0,1,0,0,0,0,0,0,150530
65,0,1,2,1,2,0,0,0,0,1,0,150553
66,1,0,0,0,1,0,0,1,0,0,0,150613
