,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNCOD
0,0,0,0,0,2,1,0,0,0,1,0,110001
1,0,0,0,0,0,0,1,1,0,0,0,110037
2,0,2,0,1,4,1,1,2,1,2,1,110040
3,0,0,0,1,0,0,0,1,0,0,1,110034
4,5,17,9,8,25,13,8,11,19,20,22,110002
5,0,1,1,2,6,3,0,3,8,0,0,110045
6,0,0,0,0,0,0,0,0,0,0,1,110003
7,1,0,0,0,0,0,0,0,0,0,0,110060
8,2,8,1,3,1,5,5,1,5,2,4,110004
9,0,1,2,0,2,0,1,1,0,0,1,110070
10,4,7,4,6,3,11,7,8,5,7,5,110080
11,2,1,1,0,1,1,1,0,0,1,1,110005
12,0,0,0,0,0,0,1,0,0,0,0,110092
13,0,2,0,0,0,0,0,0,1,0,0,110006
14,1,1,1,1,1,3,1,2,4,2,0,110008
15,0,0,0,0,1,2,1,1,0,0,3,110094
16,1,3,0,0,0,2,1,0,0,1,0,110009
17,4,2,8,10,5,7,4,17,6,14,6,110010
18,2,0,0,0,3,0,0,2,1,1,0,110110
19,1,0,1,2,9,2,4,2,1,6,2,110011
20,8,9,11,11,9,7,10,12,15,14,6,110012
21,0,5,4,3,3,2,1,0,0,1,1,110013
22,0,0,0,0,0,0,2,0,2,0,1,110130
23,1,1,6,1,0,0,6,1,2,0,0,110140
24,3,0,0,0,0,0,1,0,1,1,1,110014
25,1,0,0,3,1,2,3,0,0,3,2,110033
26,0,0,0,0,0,1,0,0,0,0,0,110143
27,1,1,0,0,0,0,0,0,0,0,0,110050
28,1,2,1,3,4,8,3,2,4,1,1,110015
29,3,3,1,2,1,1,3,1,2,1,6,110018
30,85,170,172,208,274,248,302,304,346,379,294,110020
31,1,3,1,0,0,0,2,3,9,1,5,110025
32,1,0,0,0,0,0,0,0,0,0,1,110147
33,0,0,0,0,0,0,0,2,1,0,1,110026
34,5,5,2,1,3,0,7,7,7,4,2,110028
35,0,0,0,0,0,0,1,1,0,0,0,110149
36,0,0,1,0,1,0,0,0,0,0,0,110032
37,1,0,1,0,0,0,0,0,0,0,0,110150
38,0,0,0,0,1,0,0,0,0,0,1,110155
39,0,0,0,0,0,0,0,0,0,1,0,110160
40,0,0,0,1,0,0,0,0,0,1,0,110170
41,0,0,1,1,0,0,0,0,1,0,0,110175
42,0,0,0,0,3,3,0,0,0,1,1,110180
43,2,8,6,9,1,6,6,4,4,6,5,110030
44,0,2,1,0,0,0,0,3,0,1,1,120001
45,0,0,0,0,0,0,2,0,0,0,2,120005
46,0,0,1,2,1,1,0,0,1,2,0,120010
47,0,0,0,0,3,1,0,0,0,0,0,120013
48,0,0,0,0,0,0,2,0,0,0,0,120017
49,0,0,0,0,0,1,0,3,4,10,4,120020
50,0,0,0,1,0,0,0,0,1,0,0,120030
51,0,0,0,1,0,0,0,0,0,1,0,120032
52,0,0,0,0,0,0,0,1,1,0,2,120033
53,1,0,0,1,0,1,3,2,1,1,0,120034
54,0,1,2,0,2,0,3,1,3,1,0,120038
55,0,1,0,1,0,0,0,2,1,1,1,120080
56,0,0,0,0,0,0,0,0,0,1,0,120039
57,38,24,43,68,56,53,68,50,59,77,54,120040
58,1,0,5,1,4,2,2,4,1,0,4,120050
59,0,3,3,1,1,0,2,1,1,0,2,120045
60,0,0,0,0,0,0,0,2,1,2,2,120060
61,0,0,0,0,0,0,0,0,2,1,1,120070
62,0,0,0,0,0,0,0,0,0,1,0,130002
63,0,0,0,0,0,1,0,0,0,0,0,130006
64,0,0,0,0,0,1,2,1,0,0,0,130010
65,0,0,0,0,0,0,0,4,1,2,1,130014
66,0,3,0,3,2,2,1,0,5,8,6,130030
67,0,0,0,0,0,1,0,0,4,4,0,130040
68,0,2,1,0,0,0,0,2,2,4,0,130050
69,0,0,0,1,0,0,2,1,1,1,2,130060
70,0,0,0,1,1,0,0,1,4,1,1,130063
71,0,4,0,0,1,0,0,0,0,2,0,130068
72,0,0,0,0,0,2,0,1,1,0,0,130070
73,0,1,2,0,3,3,5,5,4,8,5,130080
74,0,0,0,0,0,0,1,1,1,1,0,130083
75,0,0,0,0,1,0,0,0,0,0,0,130090
76,0,0,2,0,0,1,1,0,0,0,0,130100
77,2,1,0,0,4,8,0,2,12,0,5,130110
78,0,0,0,0,1,3,0,0,0,0,3,130115
79,1,2,1,0,1,1,0,1,8,4,10,130120
80,0,0,0,0,0,0,1,1,0,1,0,130130
81,0,0,0,0,0,0,0,0,1,1,0,130140
82,0,0,0,0,0,0,1,0,0,0,0,130150
83,0,3,0,0,1,1,0,1,1,8,0,130160
84,2,5,2,1,7,4,7,5,1,7,7,130170
85,0,0,0,0,0,0,0,0,0,0,1,130180
86,8,4,1,3,2,4,5,15,10,5,7,130185
87,16,8,8,4,17,18,25,27,11,24,22,130190
88,0,0,0,0,0,0,0,0,0,1,0,130200
89,0,0,0,0,0,0,2,0,0,0,0,130210
90,0,0,0,1,0,0,0,0,0,0,1,130220
91,0,0,0,0,0,0,0,0,0,2,6,130230
