,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNCOD
0,61,48,99,136,113,112,111,75,92,101,103,110001
1,10,3,34,4,7,4,2,2,4,2,2,110037
2,3,6,10,12,26,14,9,10,10,14,8,110040
3,16,16,15,16,10,15,5,11,8,19,12,110034
4,43,111,71,48,40,73,89,71,68,105,65,110002
5,2,5,3,0,2,37,37,22,19,20,26,110045
6,2,10,8,5,7,3,3,1,7,1,8,110003
7,3,11,1,0,5,0,3,1,2,1,4,110060
8,50,46,59,61,55,67,77,74,71,58,66,110004
9,7,37,10,12,8,24,15,5,7,13,3,110070
10,4,4,3,3,8,13,10,6,12,10,6,110080
11,0,4,10,2,9,7,5,5,2,4,2,110090
12,23,90,38,31,14,18,14,35,22,25,27,110005
13,3,1,6,3,4,4,5,5,1,2,4,110092
14,27,36,46,35,19,34,15,22,9,28,27,110006
15,4,7,12,4,1,1,3,3,3,6,3,110007
16,1,1,1,0,1,5,44,5,17,21,24,110008
17,7,4,2,3,2,5,1,4,0,8,12,110094
18,25,32,23,26,17,28,43,40,32,30,46,110009
19,5,14,23,13,13,5,9,6,9,1,0,110100
20,28,21,56,97,82,64,38,63,79,103,64,110010
21,0,1,2,0,0,1,2,3,1,0,1,110110
22,45,51,50,37,25,14,37,25,19,26,47,110011
23,136,147,158,60,14,6,21,28,94,106,99,110012
24,11,25,44,32,25,35,30,22,4,11,34,110013
25,4,3,22,25,32,35,26,8,15,11,10,110120
26,21,7,11,18,24,16,27,13,10,14,17,110130
27,45,27,9,18,9,4,13,3,1,3,5,110140
28,25,17,34,25,21,5,18,4,18,22,10,110014
29,6,13,13,17,13,13,16,18,25,30,13,110033
30,2,2,8,19,7,3,2,3,3,5,2,110143
31,1,38,38,35,11,15,31,26,20,30,17,110050
32,78,127,76,45,86,140,87,73,51,50,46,110015
33,2,1,6,2,7,13,2,7,9,5,4,110145
34,67,41,42,58,53,70,42,70,49,81,138,110018
35,1,5,7,2,12,4,2,0,2,0,0,110146
36,47,79,106,118,158,161,184,154,153,149,116,110020
37,68,110,102,40,31,31,26,23,25,16,12,110025
38,3,8,1,3,4,10,3,9,5,4,9,110147
39,2,0,1,0,1,1,3,8,1,1,0,110026
40,85,112,97,97,120,71,70,80,91,100,45,110028
41,29,50,11,27,27,33,32,29,25,11,28,110029
42,2,1,6,1,3,2,1,3,2,8,3,110148
43,33,3,15,19,8,5,24,18,12,9,5,110149
44,23,27,24,35,33,46,38,34,21,30,13,110032
45,3,1,2,1,1,4,2,2,3,5,2,110150
46,8,4,15,4,13,4,2,1,4,3,1,110155
47,4,3,5,3,4,5,5,2,5,6,6,110160
48,4,13,31,32,13,5,2,8,18,16,23,110170
49,1,3,3,5,3,0,3,1,3,5,3,110175
50,0,8,17,8,16,7,1,10,8,9,2,110180
51,94,76,83,58,55,43,83,60,56,66,69,110030
52,1,1,6,1,1,8,4,4,5,3,3,120001
53,1,6,11,9,7,8,3,1,1,2,1,120005
54,26,27,21,54,31,35,24,18,40,20,26,120010
55,3,1,1,0,3,3,0,1,2,0,1,120013
56,9,2,1,1,2,2,1,3,6,0,5,120017
57,51,53,34,27,11,6,1,4,7,10,30,120020
58,8,15,14,20,5,16,9,11,17,12,20,120025
59,3,14,5,15,11,7,3,3,0,5,4,120030
60,0,0,0,1,0,0,1,0,0,0,1,120032
61,1,4,2,9,3,2,8,19,25,9,10,120033
62,1,3,2,23,6,21,15,22,25,20,15,120034
63,2,3,3,0,0,0,0,0,1,0,0,120035
64,19,15,18,15,9,23,15,9,13,18,4,120038
65,5,8,3,2,5,5,4,7,0,3,3,120080
66,0,1,0,1,0,0,1,5,4,2,1,120039
67,186,158,164,155,119,151,141,144,166,118,105,120040
68,0,6,2,13,5,5,13,6,0,3,6,120042
69,0,0,1,0,1,0,1,2,8,2,1,120043
70,21,64,136,188,170,218,217,126,231,160,189,120050
71,33,32,26,22,11,9,19,34,13,11,9,120045
72,9,31,24,20,24,31,44,38,66,50,67,120060
73,9,16,5,12,12,37,50,17,17,28,36,120070
74,0,0,0,0,0,3,2,5,18,3,0,130002
75,0,0,1,0,0,1,0,0,0,0,1,130006
76,1,1,1,1,0,6,3,3,2,0,0,130008
77,2,0,1,0,0,0,0,0,0,2,1,130010
78,8,19,22,13,8,22,16,25,35,17,8,130014
79,0,0,0,0,0,0,0,0,2,0,2,130020
80,1,1,8,3,6,4,3,5,6,0,1,130030
81,1,8,4,2,14,5,4,1,8,6,6,130040
82,2,2,3,5,7,4,14,7,7,5,19,130050
83,0,0,0,0,0,0,0,1,1,3,7,130060
84,1,0,0,0,0,6,1,1,1,1,1,130063
85,0,0,0,0,0,0,0,0,0,0,6,130068
86,4,4,12,30,37,27,36,31,19,37,39,130070
87,5,4,0,7,16,9,3,19,19,21,15,130080
88,0,7,1,0,0,2,0,0,3,6,0,130083
89,0,0,1,0,0,0,0,0,0,0,0,130090
90,5,7,9,4,0,12,2,5,4,4,7,130100
91,10,20,2,1,0,1,2,2,5,4,3,130110
92,1,0,2,0,0,0,0,2,0,0,1,130115
93,53,11,26,11,14,15,7,16,21,6,17,130120
94,7,10,1,4,2,15,14,21,39,70,19,130130
95,1,3,10,9,3,20,12,2,1,11,18,130140
96,2,5,0,0,0,0,2,3,19,4,5,130150
97,0,1,0,0,0,0,0,2,10,6,0,130160
98,4,8,4,9,17,14,12,12,14,2,5,130165
99,3,45,39,16,14,4,10,26,19,28,25,130170
100,8,1,5,7,10,10,13,10,12,16,21,130180
101,6,5,5,6,3,1,2,0,2,2,5,130185
102,22,8,28,22,31,30,57,30,41,28,15,130190
103,0,2,1,0,0,1,0,0,3,1,0,130195
104,0,0,2,2,3,0,0,0,0,0,0,130200
105,0,0,1,0,0,0,0,0,0,1,1,130210
106,1,1,1,3,0,0,0,1,0,1,0,130220
107,0,4,26,1,0,0,2,0,1,1,3,130230
108,1,0,1,7,11,9,6,1,0,1,4,130240
109,14,10,5,17,28,19,10,7,8,8,15,130250
110,1,0,16,20,10,6,5,3,3,2,3,130255
111,1424,725,484,310,394,170,180,295,304,276,225,130260
112,2,0,0,0,0,33,1,6,2,4,6,130270
113,1,0,1,0,0,1,0,1,0,0,0,130280
114,3,5,13,9,10,26,12,0,2,11,35,130290
