"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"110026 Rio Crespo";-;-;-;-;-;-;-;-;1;1;2;4
"110028 Rolim de Moura";3;10;6;5;7;4;13;8;8;12;16;92
"110029 Santa Luzia D'Oeste";-;1;-;-;1;1;-;1;2;2;-;8
"110148 São Felipe D'Oeste";-;1;-;-;-;-;1;3;-;1;1;7
"110149 São Francisco do Guaporé";-;2;-;1;1;1;4;-;2;3;1;15
"110032 São Miguel do Guaporé";1;6;7;3;3;5;2;1;4;4;2;38
"110150 Seringueiras";1;5;7;-;7;2;12;1;3;4;3;45
"110155 Teixeirópolis";-;-;-;-;-;1;-;-;-;2;1;4
"110160 Theobroma";-;-;1;2;-;-;-;-;-;1;1;5
"110170 Urupá";1;1;-;-;3;1;-;-;-;1;-;7
"110175 Vale do Anari";-;-;1;-;-;-;-;-;1;1;-;3
"110180 Vale do Paraíso";-;-;-;-;1;-;1;-;-;-;-;2
"110030 Vilhena";30;22;12;3;-;6;22;24;19;8;17;163
"120001 Acrelândia";-;2;2;2;1;-;1;-;1;-;-;9
"120005 Assis Brasil";-;-;-;1;-;1;-;-;1;-;-;3
"120010 Brasiléia";-;-;1;2;1;2;1;4;1;-;2;14
"120013 Bujari";1;-;-;4;1;2;-;-;-;-;-;8
"120017 Capixaba";1;-;2;-;4;-;2;-;-;-;-;9
"120020 Cruzeiro do Sul";39;32;41;12;14;57;67;52;49;23;35;421
"120025 Epitaciolândia";-;-;-;-;-;-;-;-;2;1;2;5
"120030 Feijó";3;3;1;3;3;3;7;5;2;1;2;33
"120032 Jordão";1;-;1;-;-;-;-;-;-;-;-;2
"120033 Mâncio Lima";3;5;4;2;3;2;7;12;9;4;4;55
"120034 Manoel Urbano";1;1;-;-;-;1;1;1;-;-;1;6
"120035 Marechal Thaumaturgo";-;1;1;4;-;2;3;5;3;2;2;23
"120038 Plácido de Castro";1;3;1;3;3;-;1;1;1;1;-;15
"120080 Porto Acre";1;-;1;2;-;1;2;3;1;-;-;11
"120039 Porto Walter";1;1;1;1;-;1;1;1;4;2;1;14
"120040 Rio Branco";65;74;49;73;62;40;61;95;48;24;32;623
"120042 Rodrigues Alves";2;-;1;1;1;5;10;8;8;2;5;43
"120043 Santa Rosa do Purus";-;1;-;3;2;1;4;-;-;-;-;11
"120050 Sena Madureira";4;1;3;5;3;6;12;6;12;16;12;80
"120045 Senador Guiomard";3;3;5;3;11;2;9;3;-;-;1;40
"120060 Tarauacá";-;3;3;2;10;7;9;5;5;2;4;50
"120070 Xapuri";-;-;3;-;1;2;-;2;1;-;1;10
"130002 Alvarães";-;-;-;-;-;-;2;4;1;2;2;11
"130006 Amaturá";-;-;-;-;2;-;-;-;-;-;1;3
"130008 Anamã";-;-;-;-;-;1;-;-;-;-;1;2
"130010 Anori";-;1;-;-;-;-;-;-;-;-;2;3
"130014 Apuí";4;-;3;-;2;5;9;5;2;3;4;37
"130020 Atalaia do Norte";-;-;-;-;-;1;-;-;-;2;-;3
"130030 Autazes";38;1;-;2;1;-;-;-;1;-;2;45
"130040 Barcelos";2;1;3;-;3;6;5;1;2;1;2;26
"130050 Barreirinha";-;1;-;1;-;1;2;-;2;1;2;10
"130060 Benjamin Constant";-;-;-;-;-;-;-;1;-;1;1;3
"130063 Beruri";-;-;-;-;-;1;-;1;1;-;-;3
"130068 Boa Vista do Ramos";-;1;-;-;-;-;-;-;-;-;-;1
"130070 Boca do Acre";-;1;2;4;2;2;4;3;3;-;4;25
"130080 Borba";1;1;-;1;-;1;1;-;3;1;-;9
"130083 Caapiranga";1;-;-;-;-;-;-;-;1;-;-;2
"130100 Carauari";2;-;-;-;-;-;1;-;-;2;2;7
"130110 Careiro";2;-;-;-;-;-;-;1;1;1;1;6
"130115 Careiro da Várzea";-;1;-;-;-;-;-;-;-;-;-;1
"130120 Coari";9;10;10;6;6;7;9;3;5;1;5;71
"130130 Codajás";1;-;-;-;-;-;-;-;-;1;-;2
"130140 Eirunepé";-;4;3;3;1;12;3;2;2;9;8;47
"130150 Envira";-;1;-;-;-;-;-;-;2;3;3;9
"130160 Fonte Boa";-;2;1;4;-;-;-;-;-;2;-;9
"130165 Guajará";1;3;2;2;3;5;7;4;5;-;2;34
"130170 Humaitá";1;1;-;-;-;-;1;1;4;2;1;11
"130180 Ipixuna";-;1;2;9;2;5;-;-;7;1;2;29
"130185 Iranduba";1;1;1;-;2;-;-;1;5;4;4;19
"130190 Itacoatiara";10;1;-;-;-;-;1;-;1;5;5;23
"130195 Itamarati";-;-;-;-;-;1;-;1;-;-;-;2
"130200 Itapiranga";1;-;-;-;-;2;-;-;-;-;3;6
"130220 Juruá";-;-;-;-;-;-;1;-;-;-;-;1
"130230 Jutaí";7;2;-;-;-;-;1;-;-;-;-;10
"130240 Lábrea";1;-;-;-;1;-;-;-;-;-;1;3
"130250 Manacapuru";9;11;1;21;14;27;6;7;5;32;25;158
"130255 Manaquiri";-;-;-;-;-;-;-;-;-;1;-;1
"130260 Manaus";302;117;66;93;72;62;80;105;141;202;265;1505
"130270 Manicoré";1;-;-;-;-;1;1;-;1;-;-;4
"130280 Maraã";-;-;-;1;-;-;-;-;-;-;1;2
"130290 Maués";-;1;-;1;1;4;2;4;8;21;32;74
"130300 Nhamundá";-;-;-;-;-;-;1;1;3;1;-;6
"130320 Novo Airão";-;-;-;-;1;-;-;-;-;-;-;1
"130330 Novo Aripuanã";-;-;-;-;-;-;-;1;-;-;-;1
"130340 Parintins";6;11;18;4;5;5;9;5;6;1;7;77
"130350 Pauini";-;1;1;-;2;1;1;-;-;1;-;7
"130353 Presidente Figueiredo";-;1;-;1;1;2;-;-;1;1;2;9
"130356 Rio Preto da Eva";-;-;-;2;-;-;-;-;-;-;1;3
"130360 Santa Isabel do Rio Negro";-;-;-;1;-;1;-;-;-;-;1;3
"130370 Santo Antônio do Içá";-;-;-;-;2;-;-;-;-;1;1;4
"130380 São Gabriel da Cachoeira";2;-;6;1;1;-;-;-;-;4;9;23
"130390 São Paulo de Olivença";1;1;-;-;1;-;-;-;1;1;3;8
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;-;1;-;1;1;3
"130400 Silves";-;-;-;-;-;-;-;1;-;-;-;1
"130406 Tabatinga";1;2;-;6;12;-;13;20;4;5;7;70
"130420 Tefé";4;2;3;8;13;2;-;4;4;8;6;54
"130440 Urucurituba";-;-;-;-;3;2;-;-;-;-;-;5
"140005 Alto Alegre";1;1;1;1;3;-;1;2;-;-;-;10
"140002 Amajari";1;1;-;1;-;1;1;-;1;-;-;6
"140010 Boa Vista";31;30;46;50;47;42;26;39;36;76;59;482
"140015 Bonfim";1;-;1;1;-;3;-;1;2;1;-;10
"140017 Cantá";2;-;4;-;1;2;1;1;1;1;5;18
"140020 Caracaraí";1;3;2;-;-;-;-;-;1;2;3;12
"140023 Caroebe";2;-;-;2;-;-;-;-;-;3;1;8
"140028 Iracema";-;-;-;-;1;-;-;-;-;-;-;1
"140030 Mucajaí";1;4;1;2;1;2;-;1;1;1;1;15
"140040 Normandia";2;-;5;6;4;5;1;2;1;3;-;29
"140045 Pacaraima";1;1;-;1;-;3;1;1;1;2;2;13
"140047 Rorainópolis";3;5;4;3;7;2;2;1;2;5;3;37
"140050 São João da Baliza";2;1;-;-;-;-;-;-;-;5;-;8
"140060 São Luiz";-;-;-;-;-;3;-;-;1;-;-;4
"140070 Uiramutã";-;-;-;1;4;-;1;1;2;1;-;10
"150010 Abaetetuba";38;26;4;23;9;11;6;4;9;12;42;184
"150013 Abel Figueiredo";-;-;-;-;-;1;1;-;-;-;-;2
"150020 Acará";21;15;30;23;26;49;33;36;17;7;13;270
"150030 Afuá";-;2;-;1;-;-;-;-;-;1;-;4
"150034 Água Azul do Norte";-;1;-;-;-;-;-;2;-;-;-;3
"150040 Alenquer";3;4;1;-;2;3;1;3;1;-;1;19
"150050 Almeirim";1;3;-;3;-;3;3;-;4;3;1;21
"150060 Altamira";9;10;8;9;15;11;16;13;23;21;9;144
"150070 Anajás";2;2;-;-;2;-;1;1;-;1;5;14
"150080 Ananindeua";81;138;91;46;49;48;32;25;20;13;17;560
"150085 Anapu";2;2;-;1;-;2;2;-;-;1;-;10
"150090 Augusto Corrêa";15;12;4;7;11;4;1;2;1;2;1;60
"150095 Aurora do Pará";3;4;1;1;3;-;-;1;1;1;6;21
"150100 Aveiro";-;-;-;2;1;1;-;-;-;-;-;4
"150110 Bagre";-;-;-;-;1;5;1;4;2;2;4;19
"150120 Baião";-;1;-;-;-;1;-;1;-;2;-;5
"150125 Bannach";1;-;-;-;-;-;-;-;1;-;-;2
"150130 Barcarena";4;7;3;2;1;2;3;1;3;1;2;29
"150140 Belém";264;240;213;132;142;170;119;135;94;100;84;1693
"150145 Belterra";-;1;1;1;1;-;-;1;-;2;-;7
"150150 Benevides";2;7;1;-;3;5;1;2;1;-;3;25
"150157 Bom Jesus do Tocantins";12;1;1;-;1;-;-;-;-;1;1;17
"150160 Bonito";4;-;2;-;1;5;1;3;-;-;-;16
"150170 Bragança";75;86;40;9;10;10;7;12;9;12;14;284
"150172 Brasil Novo";6;2;-;-;2;-;-;3;1;3;2;19
"150175 Brejo Grande do Araguaia";-;2;-;-;-;-;1;-;1;-;-;4
"150178 Breu Branco";-;-;4;1;-;1;3;1;3;-;2;15
"150180 Breves";10;15;13;21;19;12;15;22;37;29;28;221
"150190 Bujaru";44;18;5;7;4;-;1;-;-;2;2;83
"150200 Cachoeira do Arari";-;-;-;1;-;2;-;-;1;1;2;7
"150195 Cachoeira do Piriá";4;1;-;-;1;-;2;-;-;-;-;8
"150210 Cametá";4;1;4;10;4;11;7;15;13;8;7;84
"150215 Canaã dos Carajás";-;2;-;1;-;1;1;1;4;4;4;18
"150220 Capanema";17;10;22;7;6;10;36;19;4;12;2;145
"150230 Capitão Poço";3;5;-;2;1;1;1;1;-;1;2;17
"150240 Castanhal";149;109;57;27;68;61;29;14;10;4;16;544
"150250 Chaves";-;-;-;-;-;-;-;-;-;-;1;1
"150260 Colares";1;1;-;2;-;1;2;1;-;-;-;8
"150270 Conceição do Araguaia";2;8;6;8;8;18;3;2;-;1;1;57
"150275 Concórdia do Pará";3;4;3;1;3;2;1;-;5;4;1;27
"150276 Cumaru do Norte";-;-;-;-;1;-;-;-;2;1;1;5
"150277 Curionópolis";-;-;1;-;1;-;1;-;-;1;1;5
"150280 Curralinho";2;3;1;2;2;2;-;1;1;3;1;18
"150285 Curuá";-;2;-;-;-;-;2;-;1;-;-;5
"150290 Curuçá";6;5;2;1;1;2;-;1;-;-;-;18
"150293 Dom Eliseu";2;10;12;9;9;10;19;13;6;28;6;124
"150295 Eldorado do Carajás";1;-;-;-;1;1;-;-;-;-;-;3
"150300 Faro";-;-;-;-;-;-;1;2;-;-;-;3
"150304 Floresta do Araguaia";-;1;3;-;2;5;-;-;-;-;-;11
"150307 Garrafão do Norte";5;-;1;-;-;1;2;-;3;-;1;13
"150309 Goianésia do Pará";1;-;-;4;-;-;-;-;-;-;1;6
"150310 Gurupá";1;1;1;-;2;-;-;1;1;-;1;8
"150320 Igarapé-Açu";4;3;1;3;4;2;3;2;-;1;6;29
"150330 Igarapé-Miri";16;3;31;46;24;4;2;14;14;19;12;185
"150340 Inhangapi";3;2;-;-;1;4;1;-;-;-;-;11
"150345 Ipixuna do Pará";20;-;2;1;2;7;4;4;1;3;10;54
"150350 Irituia";3;2;1;1;1;-;-;2;-;1;3;14
"150360 Itaituba";2;2;2;4;3;5;6;6;6;6;3;45
"150370 Itupiranga";-;1;-;3;1;2;1;2;-;1;3;14
"150375 Jacareacanga";-;-;-;-;-;-;-;-;1;1;1;3
"150380 Jacundá";3;4;-;1;2;1;2;3;3;3;-;22
"150390 Juruti";-;-;-;1;2;-;4;1;-;1;2;11
"150400 Limoeiro do Ajuru";2;-;1;-;-;-;-;-;-;-;1;4
"150405 Mãe do Rio";3;3;1;1;1;1;1;-;-;1;11;23
"150410 Magalhães Barata";-;-;-;1;1;1;-;-;-;-;-;3
"150420 Marabá";23;27;23;36;31;27;23;17;9;11;8;235
"150430 Maracanã";4;24;36;19;16;26;13;14;8;16;7;183
"150440 Marapanim";1;2;-;3;1;1;1;-;-;1;-;10
"150442 Marituba";30;22;41;21;18;16;13;11;2;6;11;191
"150445 Medicilândia";4;2;1;1;3;-;-;1;-;-;-;12
"150450 Melgaço";1;-;2;2;2;-;1;2;5;2;4;21
"150460 Mocajuba";-;2;-;-;-;-;3;1;-;-;-;6
"150470 Moju";23;43;65;37;51;39;81;58;40;17;20;474
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;1;1;1;1;4
"150480 Monte Alegre";22;1;1;1;2;2;3;8;3;3;4;50
"150490 Muaná";3;1;1;-;-;-;-;-;2;2;2;11
"150495 Nova Esperança do Piriá";8;-;13;5;-;15;15;2;6;-;1;65
"150497 Nova Ipixuna";-;1;-;1;2;2;3;-;-;-;-;9
"150500 Nova Timboteua";1;5;1;2;3;-;1;2;1;2;3;21
"150503 Novo Progresso";-;10;7;1;2;1;1;1;4;2;-;29
"150506 Novo Repartimento";-;2;2;1;-;-;1;1;1;-;1;9
"150510 Óbidos";3;1;1;-;-;-;3;1;-;1;2;12
"150520 Oeiras do Pará";-;2;-;2;1;1;2;1;-;2;-;11
"150530 Oriximiná";1;3;2;3;1;3;3;1;3;5;3;28
"150540 Ourém";-;1;1;1;1;-;-;3;2;2;1;12
"150543 Ourilândia do Norte";-;1;4;4;-;1;-;1;1;-;-;12
"150548 Pacajá";-;-;1;-;-;1;1;1;-;-;2;6
"150549 Palestina do Pará";-;1;-;-;-;-;-;-;-;-;-;1
"150550 Paragominas";63;27;63;51;47;68;65;58;64;77;58;641
"150553 Parauapebas";3;7;6;2;9;4;10;12;17;21;8;99
"150555 Pau D'Arco";-;-;-;-;1;1;1;1;1;-;-;5
"150560 Peixe-Boi";1;-;3;-;1;1;1;-;-;1;-;8
"150563 Piçarra";-;-;-;-;-;-;-;-;1;-;1;2
"150565 Placas";-;-;-;1;-;-;-;1;1;-;-;3
"150570 Ponta de Pedras";-;2;2;-;-;1;1;-;-;2;-;8
"150580 Portel";2;1;2;6;-;-;1;1;1;2;4;20
"150590 Porto de Moz";2;-;-;1;-;1;1;-;-;1;2;8
"150600 Prainha";-;1;1;1;-;-;5;2;1;1;-;12
"150610 Primavera";4;-;2;-;-;-;3;1;-;4;-;14
"150611 Quatipuru";1;1;-;-;1;1;-;1;-;1;-;6
"150613 Redenção";2;12;7;20;12;8;4;6;6;12;11;100
"150616 Rio Maria";2;1;-;-;-;-;-;-;-;-;-;3
"150618 Rondon do Pará";10;1;1;4;17;16;4;17;14;12;7;103
"150619 Rurópolis";1;2;-;2;-;1;3;3;1;1;1;15
"150620 Salinópolis";2;3;1;7;5;3;1;-;1;3;-;26
"150630 Salvaterra";1;-;-;-;1;1;1;-;-;1;-;5
"150635 Santa Bárbara do Pará";-;1;2;-;2;2;-;1;-;-;-;8
"150640 Santa Cruz do Arari";-;-;-;-;-;-;1;-;-;-;-;1
"150650 Santa Izabel do Pará";7;4;5;3;5;2;1;5;1;1;1;35
"150655 Santa Luzia do Pará";4;2;1;3;3;1;5;1;1;2;1;24
"150658 Santa Maria das Barreiras";-;1;-;-;1;-;-;-;-;-;-;2
"150660 Santa Maria do Pará";7;-;2;8;3;1;1;2;2;4;2;32
"150670 Santana do Araguaia";2;3;2;3;-;-;1;-;-;1;-;12
"150680 Santarém";43;44;18;40;26;29;25;26;16;15;17;299
"150690 Santarém Novo";-;1;-;-;1;-;1;-;-;-;-;3
"150700 Santo Antônio do Tauá";10;4;5;6;-;-;1;1;-;1;1;29
"150710 São Caetano de Odivelas";1;1;-;1;-;-;-;4;-;-;1;8
"150715 São Domingos do Araguaia";1;2;1;2;1;1;-;1;-;2;-;11
"150720 São Domingos do Capim";3;3;4;1;3;2;3;-;-;1;1;21
"150730 São Félix do Xingu";2;7;1;9;3;3;-;1;1;5;1;33
"150740 São Francisco do Pará";3;4;-;2;5;4;1;1;-;-;-;20
"150745 São Geraldo do Araguaia";1;1;-;-;-;-;-;-;2;-;-;4
"150746 São João da Ponta";3;1;-;-;-;-;-;-;-;-;-;4
"150747 São João de Pirabas";6;2;8;-;-;4;2;11;5;6;10;54
"150750 São João do Araguaia";1;-;-;-;-;-;1;-;-;-;-;2
"150760 São Miguel do Guamá";6;53;32;26;18;6;4;15;5;12;13;190
"150770 São Sebastião da Boa Vista";-;-;1;-;-;-;-;-;-;1;1;3
"150775 Sapucaia";-;-;-;1;-;1;1;-;-;-;-;3
"150780 Senador José Porfírio";-;2;-;-;-;-;1;-;1;1;1;6
"150790 Soure";1;-;1;-;2;-;-;1;2;1;2;10
"150795 Tailândia";4;3;5;1;-;1;8;7;8;6;5;48
"150796 Terra Alta";4;3;-;-;1;-;-;-;1;-;-;9
"150797 Terra Santa";1;-;-;-;-;1;-;2;3;-;1;8
"150800 Tomé-Açu";2;14;4;3;2;3;1;2;-;1;4;36
"150803 Tracuateua";7;7;4;3;-;1;2;5;2;-;-;31
"150805 Trairão";-;-;-;-;-;1;-;-;1;-;-;2
"150808 Tucumã";-;1;-;-;1;2;-;3;1;1;-;9
"150810 Tucuruí";-;5;3;10;2;1;1;2;1;-;4;29
"150812 Ulianópolis";7;-;13;14;4;1;2;-;1;2;5;49
"150815 Uruará";4;6;2;2;3;1;3;-;2;4;1;28
"150820 Vigia";5;3;4;4;-;2;3;1;3;-;1;26
"150830 Viseu";15;10;4;4;6;6;4;5;2;8;6;70
"150835 Vitória do Xingu";-;2;1;1;1;-;-;-;3;2;4;14
"150840 Xinguara";7;6;16;-;1;3;-;1;2;1;1;38
"160010 Amapá";-;-;-;-;-;1;-;-;-;-;1;2
"160020 Calçoene";-;2;-;-;-;-;-;-;1;2;1;6
"160021 Cutias";-;1;-;-;1;1;-;-;-;-;-;3
"160023 Ferreira Gomes";-;2;1;-;-;-;-;1;-;-;-;4
"160027 Laranjal do Jari";10;20;21;13;14;10;6;5;6;13;48;166
"160030 Macapá";14;24;21;39;32;25;28;29;24;13;26;275
"160040 Mazagão";-;3;-;-;-;1;-;-;-;-;-;4
"160050 Oiapoque";-;8;1;-;2;-;2;-;-;1;-;14
"160015 Pedra Branca do Amapari";-;-;-;-;-;-;-;-;2;7;1;10
"160053 Porto Grande";-;-;-;-;-;-;1;9;-;-;-;10
"160060 Santana";3;4;-;9;5;4;7;3;1;1;1;38
"160005 Serra do Navio";1;-;1;1;-;-;-;-;-;-;-;3
"160080 Vitória do Jari";1;-;1;2;1;-;2;-;1;2;7;17
"170030 Aguiarnópolis";-;-;-;-;-;1;-;-;-;-;-;1
"170035 Aliança do Tocantins";-;-;-;-;-;2;-;-;-;1;-;3
"170040 Almas";1;-;2;-;-;1;-;1;-;-;-;5
"170070 Alvorada";1;-;1;-;3;3;1;1;1;-;1;12
"170100 Ananás";-;2;2;-;3;-;-;-;-;-;-;7
"170110 Aparecida do Rio Negro";-;-;2;1;2;1;-;-;-;-;-;6
"170130 Aragominas";-;-;-;1;-;-;-;-;-;-;-;1
"170190 Araguacema";-;-;-;3;-;1;-;-;-;1;-;5
"170200 Araguaçu";1;-;1;-;-;-;1;-;-;-;-;3
"170210 Araguaína";14;13;7;8;5;12;9;15;9;10;10;112
"170215 Araguanã";-;-;-;-;-;-;1;1;-;1;-;3
"170220 Araguatins";9;2;5;9;3;15;4;1;2;-;-;50
"170230 Arapoema";1;-;-;-;2;-;-;3;-;-;-;6
"170240 Arraias";3;4;1;5;-;-;-;-;-;-;3;16
"170255 Augustinópolis";8;1;8;7;5;5;6;-;1;2;-;43
"170270 Aurora do Tocantins";3;-;-;-;-;-;-;2;-;-;-;5
"170290 Axixá do Tocantins";4;2;1;4;4;2;-;1;-;1;-;19
"170300 Babaçulândia";-;-;-;-;-;-;-;1;1;-;-;2
"170305 Bandeirantes do Tocantins";1;-;1;1;-;-;-;-;-;-;-;3
"170307 Barra do Ouro";1;-;1;-;-;-;-;1;-;1;-;4
"170310 Barrolândia";-;-;-;-;-;1;-;-;-;-;-;1
"170320 Bernardo Sayão";2;-;-;-;-;-;-;-;-;-;-;2
"170330 Bom Jesus do Tocantins";-;-;-;-;1;-;-;-;-;-;-;1
"170360 Brasilândia do Tocantins";1;-;-;-;-;-;-;-;1;-;-;2
"170370 Brejinho de Nazaré";2;-;-;2;-;-;1;-;1;-;-;6
"170380 Buriti do Tocantins";2;-;3;3;-;1;1;-;2;-;-;12
"170382 Cachoeirinha";1;-;-;-;1;-;-;-;-;-;-;2
"170384 Campos Lindos";-;-;-;-;-;-;-;1;-;-;1;2
"170386 Cariri do Tocantins";-;-;-;-;2;-;-;-;-;1;-;3
"170388 Carmolândia";-;1;-;-;-;-;-;-;-;1;-;2
"170389 Carrasco Bonito";1;2;1;4;4;2;1;-;-;1;-;16
"170390 Caseara";1;-;-;-;-;-;1;-;1;-;-;3
"170410 Centenário";-;-;-;-;-;-;-;-;-;1;-;1
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;1;-;-;1
"170460 Chapada de Areia";-;-;-;-;-;-;1;-;-;-;-;1
"170550 Colinas do Tocantins";18;22;20;12;8;13;6;4;2;-;1;106
"171670 Colméia";-;-;1;2;2;1;-;-;-;1;-;7
"170555 Combinado";-;-;-;2;-;-;-;-;-;-;-;2
"170560 Conceição do Tocantins";-;-;-;-;-;1;1;1;-;-;-;3
"170600 Couto Magalhães";-;-;2;-;-;-;1;-;-;-;1;4
"170650 Darcinópolis";-;-;-;-;-;-;1;-;-;1;-;2
"170700 Dianópolis";13;2;8;5;-;5;4;2;-;-;-;39
"170710 Divinópolis do Tocantins";-;-;2;-;1;1;1;2;-;-;-;7
"170720 Dois Irmãos do Tocantins";-;-;-;-;-;-;-;1;1;-;-;2
"170730 Dueré";1;-;1;2;-;-;-;-;-;-;-;4
"170740 Esperantina";1;2;1;5;1;2;1;1;-;-;-;14
"170755 Fátima";-;-;1;-;1;1;-;-;-;-;-;3
"170765 Figueirópolis";-;1;-;-;-;3;-;-;-;-;1;5
"170820 Formoso do Araguaia";7;2;3;3;1;6;-;2;3;-;-;27
"170825 Fortaleza do Tabocão";-;-;1;-;-;1;-;-;-;-;-;2
"170830 Goianorte";-;-;-;-;1;-;-;-;-;-;-;1
"170900 Goiatins";1;1;-;2;-;1;1;-;-;1;-;7
"170930 Guaraí";7;9;8;5;4;4;2;1;-;1;2;43
"170950 Gurupi";13;12;19;12;10;12;14;10;9;7;-;118
"170980 Ipueiras";-;-;1;1;-;-;2;-;-;-;-;4
"171050 Itacajá";-;-;-;-;-;1;-;-;-;-;-;1
"171070 Itaguatins";1;1;-;-;-;2;-;1;-;-;-;5
"171090 Itapiratins";-;-;-;1;-;-;-;-;1;-;-;2
"171110 Itaporã do Tocantins";1;-;1;-;1;-;-;-;-;-;-;3
"171150 Jaú do Tocantins";-;1;-;-;-;-;-;-;-;2;-;3
"171180 Juarina";-;1;1;-;-;1;-;-;1;-;-;4
"171190 Lagoa da Confusão";-;1;-;-;1;2;-;1;-;2;-;7
"171195 Lagoa do Tocantins";-;1;2;-;-;-;-;-;-;-;-;3
"171200 Lajeado";1;2;2;-;1;-;1;-;1;-;-;8
"171270 Mateiros";-;-;-;1;-;-;-;-;-;-;-;1
"171280 Maurilândia do Tocantins";-;-;-;-;-;1;-;-;-;-;-;1
"171320 Miracema do Tocantins";16;7;6;6;2;4;5;-;1;3;1;51
"171330 Miranorte";2;1;2;4;1;1;4;1;1;1;2;20
"171360 Monte do Carmo";2;-;3;1;1;3;-;-;1;-;1;12
"171370 Monte Santo do Tocantins";-;1;-;-;1;1;1;-;-;-;-;4
"171395 Muricilândia";-;-;1;-;-;-;-;-;-;-;-;1
"171420 Natividade";-;-;-;3;1;1;-;-;-;-;-;5
"171430 Nazaré";-;-;-;3;2;1;-;-;-;-;-;6
"171488 Nova Olinda";1;1;-;1;-;1;-;-;1;1;-;6
"171500 Nova Rosalândia";-;1;1;-;1;1;-;-;-;-;-;4
"171510 Novo Acordo";-;1;-;1;-;-;-;-;-;-;-;2
"171515 Novo Alegre";-;-;1;-;-;-;3;4;-;-;-;8
"171525 Novo Jardim";2;-;1;-;1;-;1;-;-;-;-;5
"171550 Oliveira de Fátima";-;-;1;-;-;1;1;-;-;-;-;3
"172100 Palmas";34;44;38;22;30;29;30;27;23;12;21;310
"171570 Palmeirante";2;-;-;1;-;-;-;-;-;-;-;3
"171575 Palmeirópolis";-;-;-;-;1;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";5;8;4;8;3;7;8;3;1;4;5;56
"171620 Paranã";1;-;-;1;-;3;1;-;1;5;-;12
"171650 Pedro Afonso";2;-;-;4;1;1;-;3;1;-;-;12
