"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"210725 Nova Colinas";-;1;2;1;2;12;21;17;16;23;28;123
"210730 Nova Iorque";1;1;-;-;2;2;3;4;2;1;1;17
"210735 Nova Olinda do Maranhão";4;14;15;11;41;23;40;21;21;18;39;247
"210740 Olho d'Água das Cunhãs";3;1;3;23;37;44;41;35;15;17;10;229
"210745 Olinda Nova do Maranhão";8;5;7;5;6;19;31;34;38;29;41;223
"210750 Paço do Lumiar";12;14;45;46;64;35;56;36;40;29;32;409
"210760 Palmeirândia";9;11;5;14;12;9;29;36;17;44;27;213
"210770 Paraibano";7;11;11;14;18;22;19;32;39;59;37;269
"210780 Parnarama";27;41;38;43;54;64;79;47;29;20;45;487
"210790 Passagem Franca";7;9;18;12;10;16;22;36;44;60;79;313
"210800 Pastos Bons";4;4;5;3;6;9;17;24;20;25;26;143
"210805 Paulino Neves";2;3;6;20;43;27;31;41;35;50;30;288
"210810 Paulo Ramos";3;4;34;19;16;25;62;26;20;36;58;303
"210820 Pedreiras";18;80;70;117;110;151;150;124;57;85;128;1090
"210825 Pedro do Rosário";-;6;1;21;12;11;17;33;35;47;41;224
"210830 Penalva";2;8;9;28;35;25;53;51;49;44;29;333
"210840 Peri Mirim";1;-;4;12;9;8;8;12;11;21;23;109
"210845 Peritoró";11;14;13;19;22;24;27;20;10;18;21;199
"210850 Pindaré-Mirim";18;21;33;41;60;67;55;50;57;78;94;574
"210860 Pinheiro";33;39;26;34;40;53;50;38;124;113;100;650
"210870 Pio XII";3;2;4;15;14;11;36;30;21;63;72;271
"210880 Pirapemas";1;1;3;5;2;14;5;4;1;25;15;76
"210890 Poção de Pedras";11;11;7;27;28;46;65;50;41;77;90;453
"210900 Porto Franco";46;44;28;35;34;68;62;59;66;108;48;598
"210905 Porto Rico do Maranhão";1;3;2;2;2;4;3;7;3;3;8;38
"210910 Presidente Dutra";43;48;44;77;39;84;95;152;132;177;208;1099
"210920 Presidente Juscelino";1;1;1;-;5;2;21;17;18;12;13;91
"210923 Presidente Médici";12;4;4;5;3;6;5;6;3;3;7;58
"210927 Presidente Sarney";4;-;2;5;6;4;3;13;22;16;21;96
"210930 Presidente Vargas";3;1;3;3;13;13;14;22;14;30;19;135
"210940 Primeira Cruz";-;6;6;9;35;62;46;45;57;21;14;301
"210945 Raposa";4;19;21;57;68;13;29;21;24;9;10;275
"210950 Riachão";12;18;18;14;23;33;32;77;49;62;48;386
"210955 Ribamar Fiquene";6;5;7;5;8;8;8;20;4;2;1;74
"210960 Rosário";32;10;24;28;20;66;142;90;51;60;99;622
"210970 Sambaíba";-;11;10;1;3;4;13;15;8;6;24;95
"210975 Santa Filomena do Maranhão";-;2;13;3;2;4;3;1;13;2;16;59
"210980 Santa Helena";12;17;22;27;20;38;36;46;21;52;69;360
"210990 Santa Inês";69;101;108;204;210;175;104;132;103;170;184;1560
"211000 Santa Luzia";21;38;68;69;48;84;91;65;89;123;143;839
"211003 Santa Luzia do Paruá";11;10;8;18;58;89;60;44;46;18;6;368
"211010 Santa Quitéria do Maranhão";8;12;37;29;26;52;31;31;51;22;17;316
"211020 Santa Rita";9;12;21;15;40;24;10;16;16;19;29;211
"211023 Santana do Maranhão";2;4;2;7;6;9;15;11;16;87;20;179
"211027 Santo Amaro do Maranhão";-;1;3;23;57;31;35;11;10;31;40;242
"211030 Santo Antônio dos Lopes";12;5;3;4;10;16;23;17;13;22;38;163
"211040 São Benedito do Rio Preto";4;11;25;27;42;17;16;11;8;29;46;236
"211050 São Bento";2;6;3;7;-;13;32;26;23;47;92;251
"211060 São Bernardo";11;18;35;75;99;72;85;82;94;61;46;678
"211065 São Domingos do Azeitão";-;2;2;-;1;1;1;9;10;9;17;52
"211070 São Domingos do Maranhão";7;14;36;47;33;54;54;50;40;73;70;478
"211080 São Félix de Balsas";4;14;15;8;6;4;1;6;5;16;26;105
"211085 São Francisco do Brejão";5;2;3;6;10;9;35;27;22;27;12;158
"211090 São Francisco do Maranhão";9;17;21;31;24;19;28;19;7;27;54;256
"211100 São João Batista";1;2;2;18;1;22;25;63;31;34;31;230
"211102 São João do Carú";1;6;27;49;43;31;22;11;17;20;28;255
"211105 São João do Paraíso";10;11;13;14;15;14;24;51;11;8;30;201
"211107 São João do Soter";1;7;6;11;6;21;21;37;55;40;43;248
"211110 São João dos Patos";18;28;25;34;31;47;34;43;32;57;56;405
"211120 São José de Ribamar";19;35;44;58;52;51;50;40;59;66;73;547
"211125 São José dos Basílios";5;4;2;6;4;13;12;16;10;5;28;105
"211130 São Luís";366;512;593;764;487;446;596;552;572;428;475;5791
"211140 São Luís Gonzaga do Maranhão";3;6;3;7;10;22;8;6;12;15;48;140
"211150 São Mateus do Maranhão";15;15;37;38;61;125;151;157;57;56;40;752
"211153 São Pedro da Água Branca";4;9;14;9;13;33;40;17;-;3;3;145
"211157 São Pedro dos Crentes";2;1;2;-;5;4;4;6;1;5;1;31
"211160 São Raimundo das Mangabeiras";1;9;10;8;8;20;21;34;25;65;71;272
"211163 São Raimundo do Doca Bezerra";2;1;1;4;6;5;1;29;5;15;22;91
"211167 São Roberto";2;2;1;-;-;2;2;2;1;3;5;20
"211170 São Vicente Ferrer";2;16;15;21;18;37;47;60;37;24;33;310
"211172 Satubinha";1;-;-;-;-;12;8;9;5;12;5;52
"211174 Senador Alexandre Costa";9;17;7;24;27;13;25;22;28;35;14;221
"211176 Senador La Rocque";7;6;6;13;1;4;4;9;3;6;9;68
"211178 Serrano do Maranhão";1;4;2;5;8;6;12;47;19;31;31;166
"211180 Sítio Novo";1;21;53;38;55;13;21;22;17;55;39;335
"211190 Sucupira do Norte";12;11;8;10;10;17;27;23;43;31;21;213
"211195 Sucupira do Riachão";2;2;5;13;10;11;31;28;17;35;42;196
"211200 Tasso Fragoso";5;-;4;2;1;1;3;3;2;22;9;52
"211210 Timbiras";13;15;14;22;9;33;49;75;78;130;88;526
"211220 Timon";137;109;171;212;105;156;195;131;116;97;113;1542
"211223 Trizidela do Vale";2;30;24;39;37;77;82;71;56;80;111;609
"211227 Tufilândia";2;1;4;4;7;7;10;23;4;13;43;118
"211230 Tuntum";31;36;37;61;62;74;74;123;83;84;113;778
"211240 Turiaçu";6;5;20;10;14;12;14;10;15;30;15;151
"211245 Turilândia";3;3;2;6;4;9;9;13;12;10;19;90
"211250 Tutóia";9;25;33;35;51;52;66;47;57;82;111;568
"211260 Urbano Santos";10;8;15;23;23;43;53;49;34;49;52;359
"211270 Vargem Grande";22;27;34;44;53;50;69;60;66;60;50;535
"211280 Viana";1;3;6;6;19;26;30;45;53;66;68;323
"211285 Vila Nova dos Martírios";-;2;6;7;13;15;13;22;4;5;35;122
"211290 Vitória do Mearim";2;8;8;20;12;51;50;32;26;70;58;337
"211300 Vitorino Freire";20;21;26;29;15;22;43;29;24;53;99;381
"211400 Zé Doca";18;31;29;73;47;61;92;84;104;121;222;882
"220005 Acauã";-;2;1;1;2;-;-;-;2;6;5;19
"220010 Agricolândia";4;4;3;2;1;7;8;10;8;2;6;55
"220020 Água Branca";31;21;22;47;36;38;54;67;41;47;25;429
"220025 Alagoinha do Piauí";2;4;9;11;6;11;9;18;12;7;12;101
"220027 Alegrete do Piauí";4;3;2;4;4;1;4;3;6;2;-;33
"220030 Alto Longá";3;12;16;26;36;7;5;5;3;17;30;160
"220040 Altos";49;80;128;134;117;153;148;93;150;86;65;1203
"220045 Alvorada do Gurguéia";4;8;9;5;10;11;3;8;6;7;7;78
"220050 Amarante";19;32;26;27;61;89;80;67;111;79;81;672
"220060 Angical do Piauí";8;9;10;6;7;4;5;7;10;10;1;77
"220070 Anísio de Abreu";2;7;-;4;9;9;6;11;11;5;6;70
"220080 Antônio Almeida";-;1;2;-;1;4;9;3;-;3;3;26
"220090 Aroazes";4;5;8;22;11;7;14;9;7;11;13;111
"220095 Aroeiras do Itaim";-;-;1;1;1;4;-;4;3;-;1;15
"220100 Arraial";4;2;4;1;1;2;2;5;1;3;9;34
"220105 Assunção do Piauí";2;3;1;1;3;2;4;6;2;1;1;26
"220110 Avelino Lopes";2;1;-;1;4;3;5;6;11;8;10;51
"220115 Baixa Grande do Ribeiro";3;4;3;2;1;1;-;3;1;4;7;29
"220117 Barra D'Alcântara";1;3;1;4;3;3;4;2;7;2;11;41
"220120 Barras";60;123;94;108;137;120;152;119;83;68;78;1142
"220130 Barreiras do Piauí";2;2;4;-;-;2;1;1;1;3;2;18
"220140 Barro Duro";1;15;39;13;2;2;5;3;1;3;2;86
"220150 Batalha";30;36;43;30;50;57;65;93;64;61;70;599
"220155 Bela Vista do Piauí";1;-;-;1;-;-;3;-;1;1;-;7
"220157 Belém do Piauí";-;2;1;1;-;-;1;-;-;1;1;7
"220160 Beneditinos";5;10;8;13;8;7;8;7;10;14;8;98
"220170 Bertolínia";4;7;2;2;-;1;2;6;2;6;4;36
"220173 Betânia do Piauí";1;1;-;-;-;4;3;3;4;1;4;21
"220177 Boa Hora";-;6;4;5;5;7;5;2;7;6;5;52
"220180 Bocaina";5;4;6;9;4;8;11;4;18;13;25;107
"220190 Bom Jesus";14;55;69;91;83;89;43;99;67;67;79;756
"220191 Bom Princípio do Piauí";3;1;5;5;5;4;6;4;2;2;1;38
"220192 Bonfim do Piauí";2;4;5;6;7;9;8;9;11;13;8;82
"220194 Boqueirão do Piauí";13;16;19;25;23;23;26;17;21;24;19;226
"220196 Brasileira";3;2;3;3;-;2;10;8;3;2;4;40
"220198 Brejo do Piauí";-;3;6;4;10;10;10;2;5;4;11;65
"220200 Buriti dos Lopes";28;32;54;57;14;13;5;9;6;10;7;235
"220202 Buriti dos Montes";1;1;-;2;1;-;2;2;-;2;-;11
"220205 Cabeceiras do Piauí";12;29;23;14;17;14;16;26;9;19;9;188
"220207 Cajazeiras do Piauí";1;2;1;6;7;1;7;5;2;8;6;46
"220208 Cajueiro da Praia";7;4;5;2;7;5;2;4;-;3;2;41
"220209 Caldeirão Grande do Piauí";1;3;2;6;2;7;6;10;2;2;6;47
"220210 Campinas do Piauí";5;1;-;4;-;-;1;2;3;4;1;21
"220211 Campo Alegre do Fidalgo";-;4;1;3;-;-;1;3;-;1;6;19
"220213 Campo Grande do Piauí";4;3;7;3;10;4;12;9;3;5;3;63
"220217 Campo Largo do Piauí";3;4;1;3;4;8;5;7;5;8;3;51
"220220 Campo Maior";152;191;151;179;181;123;134;154;180;153;139;1737
"220225 Canavieira";2;1;-;1;-;2;-;1;-;-;-;7
"220230 Canto do Buriti";23;19;34;59;54;77;62;28;35;35;74;500
"220240 Capitão de Campos";5;11;23;19;23;23;22;20;18;9;7;180
"220245 Capitão Gervásio Oliveira";-;1;1;2;-;-;2;3;3;2;3;17
"220250 Caracol";1;2;3;6;7;9;8;18;11;11;8;84
"220253 Caraúbas do Piauí";6;5;4;3;9;1;1;6;-;2;2;39
"220255 Caridade do Piauí";1;-;-;1;-;-;1;-;-;-;1;4
"220260 Castelo do Piauí";4;20;7;14;26;9;10;18;22;33;46;209
"220265 Caxingó";4;1;3;6;2;2;2;3;1;4;4;32
"220270 Cocal";5;13;34;57;22;18;17;17;22;16;10;231
"220271 Cocal de Telha";5;15;14;10;10;10;16;18;17;18;14;147
"220272 Cocal dos Alves";2;3;6;7;1;2;3;3;1;3;2;33
"220273 Coivaras";5;5;5;7;5;7;5;8;7;2;5;61
"220275 Colônia do Gurguéia";1;1;-;5;1;7;4;4;4;8;4;39
"220277 Colônia do Piauí";7;12;15;12;12;15;14;20;15;15;13;150
"220280 Conceição do Canindé";2;3;1;1;-;1;-;2;1;-;2;13
"220285 Coronel José Dias";3;7;3;6;6;14;9;6;8;8;7;77
"220290 Corrente";12;37;40;26;9;26;37;49;26;51;70;383
"220300 Cristalândia do Piauí";1;5;3;1;-;-;2;2;3;3;5;25
"220310 Cristino Castro";12;16;12;29;32;36;12;29;38;40;41;297
"220320 Curimatá";3;4;8;9;17;8;17;21;18;24;26;155
"220323 Currais";6;5;8;15;21;17;7;9;6;16;26;136
"220327 Curral Novo do Piauí";-;3;-;1;-;1;-;1;1;1;-;8
"220325 Curralinhos";1;2;2;1;-;1;-;-;1;2;-;10
"220330 Demerval Lobão";5;26;21;36;37;2;49;41;36;22;14;289
"220335 Dirceu Arcoverde";2;4;2;9;8;5;4;6;11;3;7;61
"220340 Dom Expedito Lopes";2;5;7;10;8;12;8;6;2;3;6;69
"220345 Dom Inocêncio";3;3;5;4;6;7;6;5;6;8;2;55
"220342 Domingos Mourão";-;-;1;1;1;-;4;-;4;-;-;11
"220350 Elesbão Veloso";8;23;28;53;62;46;72;47;68;63;79;549
"220360 Eliseu Martins";-;1;-;-;2;1;3;2;2;1;1;13
"220370 Esperantina";20;40;94;61;98;106;137;94;67;77;58;852
"220375 Fartura do Piauí";2;3;4;3;8;13;8;4;14;9;1;69
"220380 Flores do Piauí";-;2;1;2;3;4;1;1;3;2;3;22
"220385 Floresta do Piauí";1;6;5;11;3;1;5;4;2;4;2;44
"220390 Floriano";65;85;72;59;73;72;46;59;51;48;52;682
"220400 Francinópolis";1;-;4;8;1;4;3;2;4;5;8;40
"220410 Francisco Ayres";4;6;4;5;3;8;2;2;2;3;1;40
"220415 Francisco Macedo";1;-;3;1;3;1;1;6;2;1;4;23
"220420 Francisco Santos";1;2;6;4;8;14;9;14;3;3;4;68
"220430 Fronteiras";6;7;25;14;36;17;7;29;11;15;37;204
"220435 Geminiano";7;2;6;3;5;7;8;8;6;3;2;57
"220440 Gilbués";5;3;6;2;5;10;13;5;7;6;6;68
"220450 Guadalupe";12;16;43;38;39;41;65;70;57;51;37;469
"220455 Guaribas";1;1;1;-;2;3;5;-;2;1;6;22
"220460 Hugo Napoleão";3;3;2;10;6;5;7;6;3;8;1;54
"220465 Ilha Grande";6;9;6;6;11;6;6;5;5;7;5;72
"220470 Inhuma";6;19;26;42;34;34;23;25;33;25;51;318
"220480 Ipiranga do Piauí";10;7;11;10;10;20;17;10;4;4;3;106
"220490 Isaías Coelho";2;4;1;4;1;-;1;3;1;2;4;23
"220500 Itainópolis";8;8;21;16;14;12;11;7;8;4;2;111
"220510 Itaueira";4;7;12;13;14;28;25;21;26;36;26;212
"220515 Jacobina do Piauí";2;-;1;1;-;-;-;1;3;4;4;16
"220520 Jaicós";-;8;6;5;6;2;8;4;5;2;7;53
"220525 Jardim do Mulato";2;1;3;5;2;2;6;3;2;2;2;30
"220527 Jatobá do Piauí";12;6;7;21;15;19;17;8;27;15;13;160
"220530 Jerumenha";-;3;4;2;1;2;2;9;4;5;-;32
"220535 João Costa";-;-;1;1;1;1;2;3;2;2;1;14
"220540 Joaquim Pires";3;8;10;11;15;21;27;23;18;32;27;195
"220545 Joca Marques";-;1;2;2;1;2;1;3;8;5;3;28
"220550 José de Freitas";23;42;60;54;60;67;69;61;62;45;29;572
"220551 Juazeiro do Piauí";2;-;7;1;5;5;9;4;8;3;2;46
"220552 Júlio Borges";2;3;1;2;-;8;1;9;8;2;14;50
"220553 Jurema";2;2;4;3;1;4;1;5;6;8;7;43
"220555 Lagoa Alegre";2;-;1;4;7;3;3;4;3;5;3;35
"220557 Lagoa de São Francisco";1;7;4;5;5;1;4;7;4;3;4;45
"220556 Lagoa do Barro do Piauí";-;-;1;-;-;-;4;2;3;7;5;22
"220558 Lagoa do Piauí";-;1;1;1;3;1;1;2;3;1;2;16
"220559 Lagoa do Sítio";1;4;3;12;9;10;6;8;7;13;15;88
"220554 Lagoinha do Piauí";-;1;2;2;3;11;7;3;2;9;3;43
"220560 Landri Sales";2;4;-;9;2;8;5;7;5;2;1;45
"220570 Luís Correia";27;21;44;60;67;36;38;29;30;12;30;394
"220580 Luzilândia";4;2;2;3;4;7;9;60;71;39;36;237
"220585 Madeiro";4;-;-;1;11;7;4;10;7;-;10;54
"220590 Manoel Emídio";-;-;1;-;-;1;-;1;2;5;3;13
"220595 Marcolândia";4;2;8;7;3;4;10;5;4;2;9;58
"220600 Marcos Parente";7;2;4;2;2;-;-;1;5;4;1;28
"220605 Massapê do Piauí";-;1;2;-;-;4;3;4;1;1;1;17
"220610 Matias Olímpio";-;3;12;2;5;6;8;5;7;3;7;58
"220620 Miguel Alves";16;40;45;50;81;74;51;67;56;79;102;661
"220630 Miguel Leão";-;2;1;2;2;2;2;2;2;-;1;16
"220635 Milton Brandão";1;-;2;2;3;1;5;5;4;4;4;31
"220640 Monsenhor Gil";6;24;14;10;12;4;-;3;5;3;1;82
"220650 Monsenhor Hipólito";4;5;11;8;11;18;5;17;4;11;14;108
"220660 Monte Alegre do Piauí";4;4;6;5;8;9;5;10;11;11;6;79
"220665 Morro Cabeça no Tempo";1;-;-;-;3;2;1;3;2;2;2;16
"220667 Morro do Chapéu do Piauí";2;3;4;10;11;7;20;15;10;11;5;98
"220669 Murici dos Portelas";-;3;4;3;1;1;3;1;3;3;2;24
"220670 Nazaré do Piauí";5;7;12;6;4;5;2;7;6;3;8;65
"220672 Nazária";-;3;4;4;4;3;5;3;5;4;2;37
"220675 Nossa Senhora de Nazaré";11;15;16;16;13;22;16;16;21;17;11;174
"220680 Nossa Senhora dos Remédios";1;-;9;7;5;7;10;16;1;1;-;57
"220795 Nova Santa Rita";1;-;-;-;1;2;2;4;3;1;10;24
"220690 Novo Oriente do Piauí";16;9;9;7;10;5;19;4;7;5;11;102
"220695 Novo Santo Antônio";-;-;2;4;2;-;1;-;3;1;-;13
"220700 Oeiras";80;51;99;120;125;94;86;140;108;76;53;1032
"220710 Olho D'Água do Piauí";1;1;2;3;1;4;2;5;1;2;1;23
"220720 Padre Marcos";-;3;2;6;5;5;2;5;3;-;3;34
"220730 Paes Landim";1;2;1;2;1;1;1;4;3;8;-;24
"220735 Pajeú do Piauí";1;-;3;2;-;2;2;3;1;1;-;15
"220740 Palmeira do Piauí";2;5;13;11;18;12;7;4;7;14;11;104
"220750 Palmeirais";2;-;4;4;9;12;8;5;3;2;2;51
"220755 Paquetá";-;1;5;4;8;2;2;2;2;-;1;27
"220760 Parnaguá";5;8;5;7;8;19;22;32;27;31;26;190
"220770 Parnaíba";153;163;173;140;206;168;157;154;148;158;134;1754
